L15_H2_MAD_Hampel,Sediment_Y_mm,Strat_depth_Y cm,RABD660670,R660R670,RMean,RABA400560,RABD660670RMean,RABD850
3166,217.179878,22.7179878,1.052347233,1.058972858,0.126744975,118.6108537,8.407346272,1.000081959
3167,217.2484756,22.72484756,1.053278242,1.061685458,0.126317623,119.1574692,8.412779377,0.999297936
3168,217.3170732,22.73170732,1.05620349,1.059941417,0.125026733,121.9499181,8.492438016,0.999548004
3169,217.3856707,22.73856707,1.054410304,1.060083123,0.12376972,122.7588426,8.561709012,1.001703953
3170,217.4542683,22.74542683,1.05000181,1.06423519,0.1218676,125.1392072,8.664225463,0.997643362
3171,217.5228659,22.75228659,1.049900593,1.059171783,0.120858084,126.0535919,8.75017643,1.00013744
3172,217.5914634,22.75914634,1.055167983,1.051118576,0.120200303,127.3285093,8.851834374,0.998282514
3173,217.660061,22.7660061,1.049236709,1.057790174,0.121151235,126.2543661,8.742014962,0.997622369
3174,217.7286585,22.77286585,1.049774779,1.055386436,0.122717164,125.2271642,8.633972591,0.997165002
3175,217.7972561,22.77972561,1.048105874,1.06161816,0.124522472,124.8958829,8.480443893,0.997653447
3176,217.8658537,22.78658537,1.048528269,1.06223132,0.12769565,120.5099224,8.258888852,0.999473635
3177,217.9344512,22.79344512,1.047075154,1.066806766,0.129578394,118.6147196,8.1280332,0.999854225
3178,218.0030488,22.80030488,1.048273911,1.066705552,0.131639216,115.8677357,8.00491433,0.998113184
3179,218.0716463,22.80716463,1.046713527,1.06625198,0.132299575,113.9499885,7.947469557,0.996847182
3180,218.1402439,22.81402439,1.052860164,1.057654541,0.131661211,115.330595,8.033715133,0.998330524
3181,218.2088415,22.82088415,1.047984885,1.063571938,0.131094198,115.604566,8.040636286,0.997659773
3182,218.277439,22.8277439,1.05144594,1.060429829,0.131400058,114.5220177,8.06312974,0.996197789
3183,218.3460366,22.83460366,1.052608853,1.058020076,0.130217031,115.7415438,8.161554529,0.997761521
3184,218.4146341,22.84146341,1.055781066,1.051281165,0.129696133,115.8464929,8.220144903,0.997756428
3185,218.4832317,22.84832317,1.058357273,1.051810532,0.128794185,117.811164,8.299027266,0.995803103
3186,218.5518293,22.85518293,1.05558668,1.057598084,0.128482524,117.497206,8.291384066,0.997761521
3187,218.6204268,22.86204268,1.055015477,1.062163987,0.12753774,119.3635586,8.357291099,0.997761521
3188,218.6890244,22.86890244,1.054311597,1.059024361,0.126776979,119.7376447,8.448451773,0.997594737
3189,218.757622,22.8757622,1.053880738,1.054956412,0.124092839,124.2111287,8.69115358,0.997608636
3190,218.8262195,22.88262195,1.056099109,1.050234992,0.122830457,124.9347982,8.807550792,0.997550312
3191,218.8948171,22.88948171,1.060744242,1.053055021,0.121683248,125.1796864,8.889930825,0.997295326
3192,218.9634146,22.89634146,1.060249109,1.056463286,0.12192271,123.4973975,8.812381414,0.999683024
3193,219.0320122,22.90320122,1.058755438,1.063336628,0.12261989,121.6436696,8.721154174,0.997801232
3194,219.1006098,22.91006098,1.054283228,1.072300698,0.122236697,122.9034232,8.703845009,0.997886859
3195,219.1692073,22.91692073,1.059797287,1.065509892,0.122650291,120.1283066,8.74177329,0.99939858
3196,219.2378049,22.92378049,1.061276286,1.067271388,0.122957915,121.394491,8.75715741,0.999886339
3197,219.3064024,22.93064024,1.055788649,1.071367396,0.124085849,119.8754073,8.625014967,0.997919116
3198,219.375,22.9375,1.053785519,1.070877834,0.122976147,121.5903689,8.638171688,0.99935248
3199,219.4435976,22.94435976,1.045977515,1.071541267,0.120797403,123.9673106,8.698804594,0.998173102
3200,219.5121951,22.95121951,1.051020964,1.058174402,0.12261989,125.2893703,8.922128608,0.997946355
3201,219.5807927,22.95807927,1.052673934,1.056412317,0.122402985,127.1306173,8.703845009,0.997792504
3202,219.6493902,22.96493902,1.049957656,1.05743946,0.122236697,126.9452822,9.038106718,0.998492572
3203,219.7179878,22.97179878,1.053985532,1.05316319,0.119140414,126.9902745,8.962074734,0.997886859
3204,219.7865854,22.97865854,1.052923884,1.062153609,0.121307992,122.2724576,8.76153899,0.998175796
3205,219.8551829,22.98551829,1.052289509,1.064909336,0.123168123,120.2006953,8.591196768,0.997437327
3206,219.9237805,22.99237805,1.056649989,1.058281495,0.12344026,120.0938764,8.588683451,0.998861445
3207,219.992378,22.9992378,1.056516633,1.060337839,0.122402985,122.0952797,8.661686136,0.997801232
3208,220.0609756,23.00609756,1.05549397,1.061433551,0.122120403,121.1735334,8.677737921,0.998205611
3209,220.1295732,23.01295732,1.051285786,1.06573244,0.122182425,120.1048231,8.637448642,0.996203092
3210,220.1981707,23.01981707,1.057735364,1.061023444,0.123195263,117.7461349,8.620118733,0.997976182
3211,220.2667683,23.02667683,1.052376773,1.07583632,0.12324542,119.3087554,8.578232681,0.997919116
3212,220.3353659,23.03353659,1.053988964,1.061739477,0.122978294,118.8886939,8.636303517,0.998780843
3213,220.4039634,23.04039634,1.054293031,1.059627059,0.122008339,122.239564,8.734658134,0.998649926
3214,220.472561,23.0472561,1.052493323,1.061178407,0.1212134,120.7022058,8.80349593,0.99782325
3215,220.5411585,23.05411585,1.05174818,1.060104267,0.1200925,123.4408838,8.905190314,0.997701794
3216,220.6097561,23.06097561,1.051572203,1.055734819,0.118693432,124.2130708,9.001426851,0.999631354
3217,220.6783537,23.06783537,1.054267051,1.055954122,0.11728191,124.6244789,9.115832844,0.995707375
3218,220.7469512,23.07469512,1.055075772,1.060394632,0.11417994,131.2640287,9.381960953,0.999000538
3219,220.8155488,23.08155488,1.057373006,1.053860014,0.112071145,132.7788264,9.664481101,0.998104219
3220,220.8841463,23.08841463,1.055726831,1.052910922,0.109257194,140.2545984,10.0630126,1.000101696
3221,220.9527439,23.09527439,1.059079602,1.046294983,0.109116613,138.8219959,10.12709099,0.999848818
3222,221.0213415,23.10213415,1.056274112,1.052053273,0.110133546,139.4239026,9.898480362,0.999424217
3223,221.089939,23.1089939,1.056506317,1.054501382,0.113603686,130.4669778,9.495364258,0.997532398
3224,221.1585366,23.11585366,1.05748991,1.050712954,0.115780705,127.7460422,9.282003926,0.997569275
3225,221.2271341,23.12271341,1.054193863,1.062371347,0.116944929,128.0409511,9.164385519,0.998233361
3226,221.2957317,23.12957317,1.056694751,1.061979343,0.11823759,125.5822112,9.099847001,1.00004825
3227,221.3643293,23.13643293,1.052493641,1.063232119,0.119614076,124.0881352,8.998205446,1.000706776
3228,221.4329268,23.14329268,1.050328983,1.056996118,0.118267611,126.7942969,9.127084717,0.998778077
3229,221.5015244,23.15015244,1.050461191,1.056926281,0.115806669,132.1139749,9.344249756,1.002392685
3230,221.570122,23.1570122,1.050235033,1.05008503,0.113901751,133.0082257,9.483850848,0.997703308
3231,221.6387195,23.16387195,1.054021728,1.055361467,0.112754655,135.8414405,9.585186243,0.999566601
3232,221.7073171,23.17073171,1.05684923,1.060411049,0.113496184,133.5723456,9.512976831,0.996079552
3233,221.7759146,23.17759146,1.05477406,1.06572394,0.11399294,133.5844496,9.459265686,1.001893913
3234,221.8445122,23.18445122,1.055215437,1.053903488,0.113733002,136.27795,9.557282017,0.998006284
3235,221.9131098,23.19131098,1.057519292,1.042695804,0.113787502,137.6108576,9.696968509,0.999888784
3236,221.9817073,23.19817073,1.053112871,1.049038023,0.115009034,136.2893145,9.564973201,0.998947204
3237,222.0503049,23.20503049,1.05522593,1.051653679,0.117380628,131.0875414,9.283307998,1.000757918
3238,222.1189024,23.21189024,1.054099816,1.055426857,0.11950771,126.541167,9.011607101,1.000956088
3239,222.1875,23.21875,1.050516678,1.058460463,0.119702294,125.9040788,8.901373317,0.997365521
3240,222.2560976,23.22560976,1.048043118,1.057124533,0.120955166,123.1739042,8.749378497,0.999794502
3241,222.3246951,23.23246951,1.041081015,1.068300131,0.121112423,124.0822045,8.678672221,1.000687503
3242,222.3932927,23.23932927,1.044878496,1.064088766,0.123004291,121.9723507,8.594558693,0.998550591
3243,222.4618902,23.24618902,1.042944249,1.060703041,0.125019004,120.1298612,8.448704958,1.000339436
3244,222.5304878,23.25304878,1.045430706,1.058519408,0.126870721,118.6150583,8.337596493,0.998528619
3245,222.5990854,23.25990854,1.04530992,1.060280778,0.129008902,116.144344,8.186547618,0.997624654
3246,222.6676829,23.26676829,1.047073968,1.063912756,0.128918259,117.3205419,8.184403535,0.997551293
3247,222.7362805,23.27362805,1.047378075,1.061482402,0.127403739,118.6772265,8.273024436,0.997548363
3248,222.804878,23.2804878,1.045328035,1.061856328,0.125591311,119.4529636,8.365464249,0.999098711
3249,222.8734756,23.28734756,1.044995118,1.061568526,0.123961363,121.8277515,8.485942464,0.998482223
3250,222.9420732,23.29420732,1.049262784,1.060037598,0.124467153,119.1998804,8.52858425,0.997847342
3251,223.0106707,23.30106707,1.050276572,1.055121344,0.124777209,120.0768178,8.57445563,0.998631108
3252,223.0792683,23.30792683,1.048770345,1.056530662,0.12432218,121.9161985,8.658893985,1.000733315
3253,223.1478659,23.31478659,1.053145511,1.057095959,0.12475181,122.608064,8.680111816,0.998747536
3254,223.2164634,23.32164634,1.04857764,1.06395844,0.126842276,117.1004048,8.478091771,0.999996633
3255,223.285061,23.3285061,1.050365883,1.065342531,0.128657272,117.9866553,8.36505853,1.000273135
3256,223.3536585,23.33536585,1.052952215,1.068269018,0.131181905,115.5388118,8.241055142,1.000031785
3257,223.4222561,23.34222561,1.048548706,1.071772452,0.132181109,114.7732882,8.17124589,0.998301735
3258,223.4908537,23.34908537,1.049525808,1.064888886,0.13206652,116.0624396,8.221774593,1.001100244
3259,223.5594512,23.35594512,1.049128511,1.067033037,0.130985016,116.7999399,8.294850742,0.998614372
3260,223.6280488,23.36280488,1.04655542,1.072372868,0.128399346,118.0330163,8.422715302,0.999969025
3261,223.6966463,23.36966463,1.047063752,1.068218136,0.122861086,123.0182687,8.755445434,0.999675872
3262,223.7652439,23.37652439,1.049216583,1.059561721,0.115202729,130.2943737,9.303333144,0.99807861
3263,223.8338415,23.38338415,1.045153498,1.045656604,0.105703478,142.7749658,10.08788638,1.000255352
3264,223.902439,23.3902439,1.051654568,1.05832746,0.100690851,148.4791729,10.69113065,1.003110053
3265,223.9710366,23.39710366,1.048915298,1.028516941,0.099817812,147.7735641,10.768277,1.000208266
3266,224.0396341,23.40396341,1.052737832,1.038899539,0.102431749,141.4438355,10.55581307,0.998726516
3267,224.1082317,23.41082317,1.050192001,1.05005459,0.106620375,134.7981967,10.10893076,1.000372373
3268,224.1768293,23.41768293,1.05441705,1.048472406,0.111639726,125.9498501,9.649578318,0.99957555
3269,224.2454268,23.42454268,1.047296919,1.064499152,0.114247625,125.0591218,9.335900168,0.99972727
3270,224.3140244,23.43140244,1.049244509,1.060056802,0.116614065,123.2579493,9.164235946,0.999162867
3271,224.382622,23.4382622,1.046641582,1.060215299,0.118019059,122.4089824,9.067828701,1.001077192
3272,224.4512195,23.44512195,1.047332093,1.050692573,0.118032015,125.7948722,9.128303051,0.999685393
3273,224.5198171,23.45198171,1.048109295,1.049337412,0.117029206,128.8634053,9.298926084,1.000582036
3274,224.5884146,23.45884146,1.051414048,1.043911456,0.11707912,132.3755832,9.388563948,1.000993698
3275,224.6570122,23.46570122,1.049783222,1.05257486,0.118493432,130.2055947,9.287018453,0.99888808
3276,224.7256098,23.47256098,1.046947493,1.062313639,0.119425955,131.106728,9.11201677,1.000709567
3277,224.7942073,23.47942073,1.048325252,1.05832746,0.119840891,130.3606897,9.030825653,0.998615234
3278,224.8628049,23.48628049,1.051110852,1.055066493,0.120381627,129.1971454,8.955046677,0.99665247
3279,224.9314024,23.49314024,1.049534955,1.05820453,0.121372193,126.8911264,8.836615455,0.999337415
3280,225,23.5,1.052881422,1.051837395,0.122239721,126.804848,8.791233124,1.001670953
3281,225.0685976,23.50685976,1.049268637,1.056410483,0.123281636,125.1576109,8.654355403,1.000705475
3282,225.1371951,23.51371951,1.044482583,1.062735706,0.123581813,124.3958668,8.555729505,0.996357242
3283,225.2057927,23.52057927,1.050666426,1.054074319,0.124102763,124.3872278,8.556539866,0.999317484
3284,225.2743902,23.52743902,1.045757936,1.057951614,0.12521618,122.4762462,8.424302309,0.999491799
3285,225.3429878,23.53429878,1.048881448,1.053509402,0.124845167,122.4446865,8.460789888,1.001485874
3286,225.4115854,23.54115854,1.048072382,1.054800264,0.124774246,122.6162405,8.444810713,0.999872387
3287,225.4801829,23.54801829,1.047410781,1.051429007,0.124473115,122.3269476,8.443075249,1.001972417
3288,225.5487805,23.55487805,1.042904631,1.054756756,0.123203293,125.3124524,8.502330626,1.000702223
3289,225.617378,23.5617378,1.043967753,1.059004904,0.123183248,125.7421737,8.552042507,0.999033018
3290,225.6859756,23.56859756,1.044867821,1.053148777,0.12354644,125.8290035,8.569945382,0.998112506
3291,225.7545732,23.57545732,1.04766881,1.055399651,0.12245465,129.1232946,8.687154508,0.99998992
3292,225.8231707,23.58231707,1.050059194,1.051327071,0.122448062,127.4437523,8.699471158,1.001963901
3293,225.8917683,23.58917683,1.046413199,1.052376912,0.122541087,125.7456247,8.647501561,1.000124558
3294,225.9603659,23.59603659,1.046076265,1.050614764,0.123479847,126.1748156,8.564232511,0.99944359
3295,226.0289634,23.60289634,1.046652373,1.053394176,0.125445438,124.1994282,8.437295098,1.001078251
3296,226.097561,23.6097561,1.042958339,1.05683522,0.127180007,121.922957,8.274299975,0.999475153
3297,226.1661585,23.61661585,1.0488591,1.048602583,0.128782524,119.8763552,8.189683122,1.002662708
3298,226.2347561,23.62347561,1.047773223,1.051795291,0.130066222,117.4456588,8.082418742,0.999419333
3299,226.3033537,23.63033537,1.050040307,1.056718282,0.130382984,116.6656618,8.078298176,0.998675934
3300,226.3719512,23.63719512,1.047460766,1.063806963,0.129290962,117.5665343,8.136304786,0.996601055
3301,226.4405488,23.64405488,1.047790238,1.057520688,0.125492374,119.6996853,8.411337745,1.000311034
3302,226.5091463,23.65091463,1.043542501,1.055736346,0.120231896,124.5123556,8.792524868,1.000770357
3303,226.5777439,23.65777439,1.047638587,1.045554329,0.116825034,128.5286567,9.121007927,1.00024555
3304,226.6463415,23.66463415,1.048571114,1.049793525,0.116213921,127.6527342,9.172370295,0.998121992
3305,226.714939,23.6714939,1.04825533,1.061880177,0.117357338,126.29118,9.04410653,1.00147393
3306,226.7835366,23.67835366,1.048943348,1.060439097,0.118681546,123.9829696,8.920644468,1.000482071
3307,226.8521341,23.68521341,1.048877437,1.062640646,0.119463667,123.7446372,8.856314682,0.996865497
3308,226.9207317,23.69207317,1.052168925,1.064419823,0.11931597,123.7381636,8.897311518,0.997516531
3309,226.9893293,23.69893293,1.052892068,1.056909253,0.118863358,123.5181306,8.949107316,0.99756032
3310,227.0579268,23.70579268,1.053120344,1.056178322,0.117299789,126.3598972,9.074068969,0.997955776
3311,227.1265244,23.71265244,1.053507865,1.055738176,0.115593239,130.2449224,9.222405549,0.999310411
3312,227.195122,23.7195122,1.049115067,1.063824831,0.114201413,132.6682483,9.298485256,1.002777305
3313,227.2637195,23.72637195,1.048548106,1.063437287,0.112994301,135.04949,9.394433183,1.00214568
3314,227.3323171,23.73323171,1.054454136,1.052170483,0.112527723,135.1089052,9.484292415,1.003155771
3315,227.4009146,23.74009146,1.055124938,1.047748492,0.11233298,125.0474216,9.490158589,1.001269712
3316,227.4695122,23.74695122,1.049581717,1.057630127,0.112745009,125.0474216,9.385084737,1.002798675
3317,227.5381098,23.75381098,1.054553172,1.053247356,0.114407625,132.2575458,9.279408316,1.002055011
3318,227.6067073,23.76067073,1.057163379,1.05277474,0.116007795,130.8922267,9.176508319,1.001394287
3319,227.6753049,23.76753049,1.051885236,1.060496197,0.117548142,129.1719236,9.01757461,1.000421196
3320,227.7439024,23.77439024,1.052983855,1.062189971,0.1186953,128.7698418,8.949375983,1.002744027
3321,227.8125,23.78125,1.055448626,1.055678043,0.120459496,124.8249326,8.850386735,1.000789389
3322,227.8810976,23.78810976,1.055891462,1.059227062,0.121445708,123.0421064,8.791323677,0.999460195
3323,227.9496951,23.79496951,1.057359209,1.060259976,0.121839464,122.6910869,8.771231559,0.999179009
3324,228.0182927,23.80182927,1.056428075,1.058193537,0.121267996,123.7336863,8.801866201,1.000438716
3325,228.0868902,23.80868902,1.051769135,1.063068853,0.1208349,124.6123324,8.787922121,1.001829052
3326,228.1554878,23.81554878,1.054390665,1.057021305,0.120965456,125.0474216,8.791367377,0.999724926
3327,228.2240854,23.82240854,1.048517548,1.065367242,0.121042385,124.0783667,8.735010985,0.996936409
3328,228.2926829,23.82926829,1.054738102,1.059462331,0.120920643,124.4175651,8.793131005,0.998313702
3329,228.3612805,23.83612805,1.055485141,1.06387736,0.120847598,124.70041,8.806785276,0.997711661
3330,228.429878,23.8429878,1.054543134,1.061449831,0.120943771,124.1637039,8.807569911,0.996894117
3331,228.4984756,23.84984756,1.055387157,1.060016216,0.121055908,125.5357691,8.823378794,0.997878399
3332,228.5670732,23.85670732,1.052008275,1.064909449,0.123455951,122.3378759,8.648576283,0.997986987
3333,228.6356707,23.86356707,1.05759661,1.060667996,0.125826873,119.0678476,8.548651603,0.997165983
3334,228.7042683,23.87042683,1.051470328,1.070261035,0.127317647,119.3624836,8.409719544,0.999980375
3335,228.7728659,23.87728659,1.051555391,1.071414953,0.128284793,119.526045,8.34582305,0.998018582
3336,228.8414634,23.88414634,1.054342743,1.064278431,0.128676989,119.2093414,8.324933452,0.999207408
3337,228.910061,23.8910061,1.051019249,1.068996324,0.128432952,120.5995296,8.281241271,0.997604565
3338,228.9786585,23.89786585,1.05177738,1.062388818,0.128554948,120.6583093,8.254456036,0.999144954
3339,229.0472561,23.90472561,1.051205097,1.063587327,0.129104057,118.5048967,8.208922048,0.998184883
3340,229.1158537,23.91158537,1.054064408,1.060977297,0.128945122,117.6493168,8.23405332,0.997574082
3341,229.1844512,23.91844512,1.050258362,1.067747158,0.127880508,120.0836228,8.270140356,0.99971992
3342,229.2530488,23.92530488,1.051917597,1.068545398,0.127118823,120.0842457,8.325869437,0.999899719
3343,229.3216463,23.93216463,1.053033983,1.0661076,0.125862429,121.8795325,8.425360403,0.999046483
3344,229.3902439,23.93902439,1.053567751,1.068582783,0.124786577,122.7898808,8.52838384,1.003431165
3345,229.4588415,23.94588415,1.05403431,1.065422637,0.124673665,123.505858,8.55778891,1.001666008
3346,229.527439,23.9527439,1.056156841,1.061814768,0.12559647,122.3955702,8.500450834,0.999754813
3347,229.5960366,23.95960366,1.053128002,1.063899008,0.126453501,121.8480474,8.397292122,0.997266593
3348,229.6646341,23.96646341,1.049996136,1.068685055,0.127987069,120.3296907,8.254178316,0.997476466
3349,229.7332317,23.97332317,1.053358015,1.063006436,0.129622945,117.4300762,8.16994644,0.998174608
3350,229.8018293,23.98018293,1.053152419,1.060513148,0.129711429,116.4191973,8.163260791,1.002271811
3351,229.8704268,23.98704268,1.053045159,1.063680435,0.128567941,118.4166828,8.245580158,0.99979386
3352,229.9390244,23.99390244,1.052291799,1.06312775,0.127746453,118.6080129,8.295816498,0.999645986
3353,230.007622,24.0007622,1.050223837,1.061722772,0.126593004,121.4309876,8.358833651,1.000257521
3354,230.0762195,24.00762195,1.049110191,1.057321543,0.128154753,120.1925125,8.258021785,1.001273486
3355,230.1448171,24.01448171,1.051518804,1.051627887,0.130309736,117.7315387,8.155113543,0.998344151
3356,230.2134146,24.02134146,1.047090146,1.064579367,0.133267128,115.54575,7.928198399,0.999625361
3357,230.2820122,24.02820122,1.04534064,1.068561512,0.135372969,112.4601495,7.764870244,0.999459761
3358,230.3506098,24.03506098,1.046947083,1.06271962,0.135972058,111.0298341,7.720089166,1.000747533
3359,230.4192073,24.04192073,1.049858311,1.052413994,0.135084967,111.6570142,7.788618195,1.00158423
3360,230.4878049,24.04878049,1.044527731,1.057025945,0.134281432,111.6127391,7.7983676,0.999791967
3361,230.5564024,24.05564024,1.045220051,1.056939992,0.132397104,114.38336,7.922251801,1.00045797
3362,230.625,24.0625,1.045840787,1.057830987,0.129701422,118.1624499,8.107226533,0.997519147
3363,230.6935976,24.06935976,1.046996413,1.054800777,0.128898842,119.3520363,8.174117319,0.998427907
3364,230.7621951,24.07621951,1.046519152,1.058807298,0.128817619,119.9528495,8.177031194,0.998059783
3365,230.8307927,24.08307927,1.050687861,1.060149737,0.129999263,119.3631139,8.129994977,0.99613735
3366,230.8993902,24.08993902,1.053339801,1.061921289,0.1313358,117.8920987,8.057564666,0.998261944
3367,230.9679878,24.09679878,1.053390857,1.062865368,0.130046006,119.5681112,8.133299012,0.998700879
3368,231.0365854,24.10365854,1.050321815,1.067063364,0.127606712,120.3789865,8.26526871,0.998903846
3369,231.1051829,24.11051829,1.051389384,1.059776048,0.122956372,125.4131294,8.61605848,0.999726693
3370,231.1737805,24.11737805,1.048577361,1.059723233,0.117821554,132.4376816,9.000750949,1.001550249
3371,231.242378,24.1242378,1.05773299,1.047694335,0.112957274,139.5876811,9.535819923,0.998500869
3372,231.3109756,24.13109756,1.046250464,1.057410402,0.10890256,120.6492424,9.855238545,1.00205726
3373,231.3795732,24.13795732,1.052770855,1.051793521,0.106333539,121.5211606,10.23848203,1.002606958
3374,231.4481707,24.14481707,1.049754579,1.056507598,0.10568302,121.5211606,10.340829,1.002777764
3375,231.5167683,24.15167683,1.052005351,1.054053495,0.106462002,121.5211606,10.25377651,1.000986425
3376,231.5853659,24.15853659,1.053338607,1.058128896,0.109491001,121.5211606,9.897720906,1.001345618
3377,231.6539634,24.16539634,1.052860435,1.062250575,0.113381555,121.5211606,9.509863377,0.997461181
3378,231.722561,24.1722561,1.055358842,1.062576125,0.118502595,128.8026842,9.125855738,0.997387768
3379,231.7911585,24.17911585,1.050803429,1.063480959,0.122755348,124.2702356,8.776388322,0.999438394
3380,231.8597561,24.18597561,1.051174008,1.05492497,0.124257798,121.5211606,8.66475536,0.999218713
3381,231.9283537,24.19283537,1.048377137,1.054398488,0.125209703,120.0371608,8.537079311,1.001459104
3382,231.9969512,24.19969512,1.042002363,1.063858757,0.124791721,120.5506994,8.501071338,1.000384016
3383,232.0655488,24.20655488,1.047435407,1.055696398,0.124789608,119.7803686,8.555968677,0.999753577
3384,232.1341463,24.21341463,1.042712244,1.064981033,0.122972218,122.0324757,8.647662924,1.000568288
3385,232.2027439,24.22027439,1.048803243,1.050137234,0.122619128,122.9359003,8.717163347,1.001897214
3386,232.2713415,24.22713415,1.045347593,1.057564369,0.123370529,120.6492424,8.612640896,1.000967344
3387,232.339939,24.2339939,1.051283277,1.053036536,0.123974669,121.5991391,8.599693083,1.000386195
3388,232.4085366,24.24085366,1.049628154,1.060875063,0.126130145,118.2237101,8.417401721,0.999309479
3389,232.4771341,24.24771341,1.048242598,1.068780854,0.126053139,118.5274423,8.386072859,1.000892887
3390,232.5457317,24.25457317,1.04944233,1.064130602,0.12581454,118.2179241,8.403920766,0.999351593
3391,232.6143293,24.26143293,1.049110312,1.059518851,0.123918006,121.4939314,8.541802214,1.002646691
3392,232.6829268,24.26829268,1.046507466,1.054194176,0.122024466,122.6400297,8.667661436,1.000323085
3393,232.7515244,24.27515244,1.052248474,1.050192876,0.120721204,125.4073912,8.815627252,1.004903194
3394,232.820122,24.2820122,1.05793733,1.046779857,0.121115456,124.6043888,8.817998232,0.998187105
3395,232.8887195,24.28887195,1.052887832,1.065340384,0.121544618,124.6059615,8.721856686,0.998334975
3396,232.9573171,24.29573171,1.05816099,1.062189012,0.121926516,123.8590766,8.731049399,0.997850719
3397,233.0259146,24.30259146,1.054876433,1.06295925,0.121846355,123.3186931,8.720806306,1.000005916
3398,233.0945122,24.30945122,1.055847576,1.058200977,0.122080547,123.4696714,8.71648054,0.999772993
3399,233.1631098,24.31631098,1.052157944,1.064515243,0.123550913,122.4451432,8.57657358,1.002189357
3400,233.2317073,24.32317073,1.052984961,1.071333781,0.12627192,120.336245,8.377346839,1.001508555
3401,233.3003049,24.33003049,1.051267864,1.073505615,0.128997389,117.7340063,8.175709832,1.001480361
3402,233.3689024,24.33689024,1.049749945,1.072654466,0.130318418,114.6693265,8.083089329,0.998090181
3403,233.4375,24.34375,1.049572227,1.069978258,0.12949879,117.3804839,8.138118444,1.000553224
3404,233.5060976,24.35060976,1.049705598,1.067475906,0.128373384,117.8244841,8.21841989,0.998555026
3405,233.5746951,24.35746951,1.05350321,1.063722684,0.127821248,117.8882878,8.278070142,0.998450965
3406,233.6432927,24.36432927,1.052106134,1.067274922,0.127616781,118.6276177,8.270299627,0.99754072
3407,233.7118902,24.37118902,1.052121968,1.069334171,0.127556943,118.3169377,8.268025752,0.998009537
3408,233.7804878,24.37804878,1.051652345,1.065645543,0.12764526,117.1746096,8.262075409,0.998495631
3409,233.8490854,24.38490854,1.050750258,1.070324598,0.125778003,120.368255,8.384453104,0.997574008
3410,233.9176829,24.39176829,1.056210718,1.059037489,0.123559797,121.5218943,8.584655992,0.998528295
3411,233.9862805,24.39862805,1.054180403,1.063537115,0.121523899,124.2493142,8.714469948,0.995728661
3412,234.054878,24.4054878,1.052710851,1.066415889,0.119751236,126.3981009,8.833768998,0.996229946
3413,234.1234756,24.41234756,1.053185974,1.062396195,0.118388956,128.9575273,8.939815629,0.997339283
3414,234.1920732,24.41920732,1.053110428,1.064615405,0.117486379,130.8919408,9.005642699,0.995585857
3415,234.2606707,24.42606707,1.049233533,1.068042073,0.117267614,131.3986222,9.002259093,0.99800055
3416,234.3292683,24.43292683,1.056036718,1.058611584,0.11724358,132.5217103,9.091134771,0.997534296
3417,234.3978659,24.43978659,1.057674435,1.063433238,0.119060762,129.3680833,8.994254889,0.999570993
3418,234.4664634,24.44664634,1.055326004,1.06633398,0.120334743,128.9417905,8.88743709,0.997734681
3419,234.535061,24.4535061,1.055330613,1.06735933,0.121584184,126.0322766,8.783267121,0.998653712
3420,234.6036585,24.46036585,1.054065575,1.072203607,0.122130082,126.7193584,8.710638877,0.996826254
3421,234.6722561,24.46722561,1.057232797,1.061272572,0.123212466,123.2874979,8.646854531,0.999630771
3422,234.7408537,24.47408537,1.052357077,1.066289661,0.122757779,123.7800076,8.639193712,1.001444859
3423,234.8094512,24.48094512,1.053798412,1.065488488,0.121487979,125.6347287,8.751312087,0.997685709
3424,234.8780488,24.48780488,1.054035258,1.062271049,0.121325239,125.0936364,8.758136765,0.999079095
3425,234.9466463,24.49466463,1.053216381,1.063588619,0.121827099,123.3140792,8.702164873,1.0010918
3426,235.0152439,24.50152439,1.056079543,1.069864334,0.122913795,122.4424842,8.632934586,0.999904114
3427,235.0838415,24.50838415,1.053485912,1.068780934,0.124323539,120.3941901,8.500619342,0.997951946
3428,235.152439,24.5152439,1.05645043,1.067010039,0.123664041,121.6748964,8.575029489,0.999234233
3429,235.2210366,24.52210366,1.056527045,1.061269593,0.123766712,120.9141846,8.58674014,1.000863405
3430,235.2896341,24.52896341,1.052368352,1.06639987,0.125307664,117.596272,8.44867937,0.995102387
3431,235.3582317,24.53582317,1.053216325,1.071974468,0.127029104,117.1207055,8.323537081,0.998373731
3432,235.4268293,24.54268293,1.056991781,1.06942501,0.128990094,114.0369447,8.215163515,0.996936605
3433,235.4954268,24.54954268,1.058517535,1.070432238,0.130390334,111.9033334,8.131983526,0.997513456
3434,235.5640244,24.55640244,1.052422124,1.077700094,0.12792202,115.7404861,8.25415499,0.995984167
3435,235.632622,24.5632622,1.057438331,1.056910983,0.124613523,120.2896255,8.549443176,0.998933723
3436,235.7012195,24.57012195,1.050648891,1.060855414,0.122173482,121.7759305,8.703429991,0.999403679
3437,235.7698171,24.57698171,1.054481399,1.064362245,0.120275012,125.5653472,8.885980568,1.001689941
3438,235.8384146,24.58384146,1.059311094,1.066369478,0.119193413,127.6368894,8.998827865,0.999071024
3439,235.9070122,24.59070122,1.057494796,1.07361177,0.117187445,132.0295011,9.156791941,0.995357005
