YearBP,TSI,dTSI,dTSI_sigma,upper_err,lower_err,Predicted_TSI,Residuals_TSI,LOESS_100_TSI,LOESS_100_TSI,Predicted_LOESS_100_TSI,ResidualsLOESS_100_TSI,LOESS_100yr,LOESS_100_dTSI,Predicted_dTSI_Wm-2,Residuals_dTSI_Wm-2,LOESS_100yr,dTSI_Wm-2,LOESS_100yr,upper error,lower error,mean,error,plot_age
6782.5,1365.74,0.17,0.48,0.65,-0.31,1365.44487,0.295130227,,,0.171783914,0.228216086,,,0.486050022,0.073949978,,,,,,,,
6787.5,1365.64,0.07,0.44,0.51,-0.37,1365.444312,0.19568778,,,0.17516529,0.16483471,,,0.486712555,0.053287445,,,,,,,,
6792.5,1365.48,-0.09,0.4,0.31,-0.49,1365.443599,0.036400532,,,0.178311824,0.081688176,,,0.487356547,0.022643453,,,,,,,,
6797.5,1365.32,-0.25,0.36,0.11,-0.61,1365.443409,-0.12340875,,,0.181302619,8.70E-03,,,0.48796796,-7.97E-03,,,,,,,,
6802.5,1365.22,-0.35,0.35,0,-0.7,1365.442949,-0.222948622,,,0.184073812,-0.014073812,,,0.488553337,-8.55E-03,,,,,,,,
6807.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.441122,-0.24112161,,,0.18658788,0.02341212,,,0.489104191,8.96E-04,,,,,,,,
6812.5,1365.21,-0.36,0.34,-0.02,-0.7,1365.438556,-0.228555784,,,0.188887544,0.121112456,,,0.48960076,0.04039924,,,,,,,,
6817.5,1365.23,-0.34,0.35,0.01,-0.69,1365.435382,-0.205382156,,,0.190901028,0.249098972,,,0.490069443,0.079930557,,,,,,,,
6822.5,1365.27,-0.3,0.35,0.05,-0.65,1365.432155,-0.16215507,,,0.192660751,0.357339249,,,0.490491435,0.119508565,,,,,,,,
6827.5,1365.35,-0.22,0.37,0.15,-0.59,1365.429276,-0.07927595,,,0.194137404,0.415862596,,,0.490853358,0.149146642,,,,,,,,
6832.5,1365.41,-0.16,0.38,0.22,-0.54,1365.42639,-0.016389649,,,0.195340072,0.394659928,,,0.491169985,0.138830015,,,,,,,,
6837.5,1365.39,-0.18,0.38,0.2,-0.56,1365.423701,-0.033701051,,,0.196252099,0.313747901,,,0.491425407,0.108574593,,,,,,,,
6842.5,1365.27,-0.3,0.35,0.05,-0.65,1365.421105,-0.15110547,,,0.196811993,0.233188007,,,0.49162986,0.07837014,,,,,,,,
6847.5,1365.05,-0.52,0.34,-0.18,-0.86,1365.418507,-0.368507445,,,0.197086773,0.212913227,,,0.49177304,0.06822696,,,,,,,,
6852.5,1364.82,-0.75,0.46,-0.29,-1.21,1365.415931,-0.595930979,,,0.197093646,0.232906354,,,0.491853814,0.078146186,,,,,,,,
6857.5,1364.73,-0.84,0.61,-0.23,-1.45,1365.413245,-0.683245353,,,0.196803533,0.243196467,,,0.491866162,0.078133838,,,,,,,,
6862.5,1364.88,-0.69,0.4,-0.29,-1.09,1365.410662,-0.53066205,,,0.196189642,0.203810358,,,0.491813089,0.068186911,,,,,,,,
6867.5,1365.06,-0.51,0.34,-0.17,-0.85,1365.407955,-0.347955324,,,0.195239502,0.094760498,,,0.491652706,0.028347294,,,,,,,,
6872.5,1365.18,-0.39,0.34,-0.05,-0.73,1365.405252,-0.225252142,,,0.193994681,-0.053994681,,,0.491410224,-0.021410224,,,,,,,,
6877.5,1365.25,-0.32,0.35,0.03,-0.67,1365.402492,-0.152491529,,,0.192542785,-0.182542785,,,0.491142446,-0.061142446,,,,,,,,
6882.5,1365.26,-0.31,0.35,0.04,-0.66,1365.399647,-0.139646569,,,0.190960033,-0.260960033,,,0.490932217,-0.090932217,,,,,,,,
6887.5,1365.24,-0.33,0.35,0.02,-0.68,1365.396666,-0.156665579,,,0.189453214,-0.309453214,,,0.490734598,-0.100734598,,,,,,,,
6892.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.393661,-0.193660871,,,0.187990641,-0.327990641,,,0.490540231,-0.110540231,,,,,,,,
6897.5,1365.12,-0.45,0.34,-0.11,-0.79,1365.39057,-0.270569587,,,0.186771779,-0.346771779,,,0.490403178,-0.110403178,,,,,,,,
6902.5,1365.02,-0.55,0.35,-0.2,-0.9,1365.387387,-0.367386907,,,0.185707249,-0.365707249,,,0.490320539,-0.110320539,,,,,,,,
6907.5,1364.93,-0.64,0.38,-0.26,-1.02,1365.384114,-0.454113596,,,0.18488258,-0.37488258,,,0.490123567,-0.120123567,,,,,,,,
6912.5,1364.91,-0.66,0.38,-0.28,-1.04,1365.380726,-0.470725975,,,0.183987467,-0.413987467,,,0.489580942,-0.119580942,,,,,,,,
6917.5,1365.02,-0.55,0.35,-0.2,-0.9,1365.377249,-0.357249343,,,0.165929457,-0.445929457,,,0.485030745,-0.135030745,,,,,,,,
6922.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.373718,-0.173717923,,,0.165262496,-0.515262496,,,0.484123523,-0.144123523,,,,,,,,
6927.5,1365.37,-0.2,0.37,0.17,-0.57,1365.370118,-1.18E-04,,,0.165394078,-0.585394078,,,0.48413104,-0.14413104,,,,,,,,
6932.5,1365.47,-0.1,0.4,0.3,-0.5,1365.366465,0.10353516,,,0.164833832,-0.624833832,,,0.484026026,-0.144026026,,,,,,,,
6937.5,1365.48,-0.09,0.4,0.31,-0.49,1365.362745,0.11725479,,,0.163971276,-0.623971276,,,0.483868414,-0.143868414,,,,,,,,
6942.5,1365.44,-0.13,0.39,0.26,-0.52,1365.358963,0.081036513,,,0.16298132,-0.55298132,,,0.48366993,-0.14366993,,,,,,,,
6947.5,1365.41,-0.16,0.38,0.22,-0.54,1365.355113,0.054886632,,,0.161948108,-0.391948108,,,0.483421458,-0.113421458,,,,,,,,
6952.5,1365.44,-0.13,0.39,0.26,-0.52,1365.351204,0.088796274,,,0.160965195,-0.180965195,,,0.483171403,-0.063171403,,,,,,,,
6957.5,1365.51,-0.06,0.41,0.35,-0.47,1365.347229,0.162771239,,,0.160136251,9.86E-03,,,0.482937586,-2.94E-03,,,,,,,,
6962.5,1365.54,-0.03,0.42,0.39,-0.45,1365.343183,0.196817196,,,0.159425429,0.110574571,,,0.4827322,0.0272678,,,,,,,,
6967.5,1365.52,-0.05,0.41,0.36,-0.46,1365.33908,0.180920404,,,0.158883531,0.091116469,,,0.48255092,0.02744908,,,,,,,,
6972.5,1365.46,-0.11,0.39,0.28,-0.5,1365.334912,0.125087753,,,0.158546303,-8.55E-03,,,0.482418823,-0.012418823,,,,,,,,
6977.5,1365.43,-0.14,0.38,0.24,-0.52,1365.330688,0.099312275,,,0.158369707,-0.098369707,,,0.482326712,-0.042326712,,,,,,,,
6982.5,1365.45,-0.12,0.39,0.27,-0.51,1365.326395,0.123604565,,,0.158419607,-0.118419607,,,0.482272758,-0.042272758,,,,,,,,
6987.5,1365.48,-0.09,0.4,0.31,-0.49,1365.322058,0.157941987,,,0.158585499,-0.048585499,,,0.482263639,-0.022263639,,,,,,,,
6992.5,1365.47,-0.1,0.4,0.3,-0.5,1365.31768,0.152319527,,,0.158929932,0.051070068,,,0.482293514,7.71E-03,,,,,,,,
6997.5,1365.42,-0.15,0.38,0.23,-0.53,1365.313231,0.106769272,,,0.1594398,0.1405602,,,0.482365271,0.037634729,,,,,,,,
7002.5,1365.38,-0.19,0.37,0.18,-0.56,1365.308787,0.071212718,,,0.16011815,0.19988185,,,0.482467155,0.057532845,,,,,,,,
7007.5,1365.39,-0.18,0.38,0.2,-0.56,1365.304324,0.085675661,,,0.160901188,0.259098812,,,0.482604216,0.087395784,,,,,,,,
7012.5,1365.45,-0.12,0.39,0.27,-0.51,1365.299827,0.150173493,,,0.161824755,0.308175245,,,0.482785234,0.097214766,,,,,,,,
7017.5,1365.51,-0.06,0.41,0.35,-0.47,1365.295368,0.214631559,,,0.162934712,0.297065288,,,0.482988443,0.097011557,,,,,,,,
7022.5,1365.53,-0.04,0.41,0.37,-0.45,1365.290898,0.23910215,,,0.16403954,0.21596046,,,0.483223625,0.066776375,,,,,,,,
7027.5,1365.51,-0.06,0.41,0.35,-0.47,1365.286567,0.223432761,,,0.165185991,0.064814009,,,0.483464638,0.016535362,,,,,,,,
7032.5,1365.52,-0.05,0.41,0.36,-0.46,1365.282252,0.237747538,,,0.166476805,-0.086476805,,,0.483696968,-0.033696968,,,,,,,,
7037.5,1365.56,-0.01,0.42,0.41,-0.43,1365.278085,0.281914698,,,0.16757047,-0.16757047,,,0.483941641,-0.063941641,,,,,,,,
7042.5,1365.62,0.05,0.44,0.49,-0.39,1365.273883,0.346117437,,,0.168623848,-0.168623848,,,0.48411651,-0.06411651,,,,,,,,
7047.5,1365.68,0.11,0.46,0.57,-0.35,1365.270186,0.409813598,,,0.169407513,-0.109407513,,,0.484224436,-0.044224436,,,,,,,,
7052.5,1365.71,0.14,0.47,0.61,-0.33,1365.266506,0.443494394,,,0.169570062,-0.039570062,,,0.484211942,-0.024211942,,,,,,,,
7057.5,1365.71,0.14,0.47,0.61,-0.33,1365.263126,0.44687407,,,0.167818321,0.052181679,,,0.483899664,6.10E-03,,,,,,,,
7062.5,1365.7,0.13,0.46,0.59,-0.33,1365.260343,0.439656889,,,0.174062801,0.165937199,,,0.483226318,0.056773682,,,,,,,,
7067.5,1365.69,0.12,0.46,0.58,-0.34,1365.257156,0.432843827,,,0.173366809,0.306633191,,,0.485927927,0.104072073,,,,,,,,
7072.5,1365.7,0.13,0.47,0.6,-0.34,1365.251376,0.448623998,,,0.19330528,0.39669472,,,0.486509552,0.143490448,,,,,,,,
7077.5,1365.72,0.15,0.47,0.62,-0.32,1365.244878,0.47512238,,,0.189061293,0.450938707,,,0.491033114,0.158966886,,,,,,,,
7082.5,1365.71,0.14,0.47,0.61,-0.33,1365.305825,0.404175008,,,0.189172508,0.440827492,,,0.490038404,0.149961596,,,,,,,,
7087.5,1365.63,0.06,0.44,0.5,-0.38,1365.215763,0.414237133,,,0.190069668,0.359930332,,,0.489971569,0.130028431,,,,,,,,
7092.5,1365.45,-0.12,0.39,0.27,-0.51,1365.215536,0.234464152,,,0.191300194,0.258699806,,,0.490133355,0.089866645,,,,,,,,
7097.5,1365.18,-0.39,0.34,-0.05,-0.73,1365.214231,-0.034230744,,,0.192684691,0.137315309,,,0.490377269,0.039622731,,,,,,,,
7102.5,1364.86,-0.71,0.42,-0.29,-1.13,1365.212359,-0.352358773,,,0.194128088,0.015871912,,,0.490664795,-6.65E-04,,,,,,,,
7107.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.210241,-0.610241427,,,0.1956051,-0.0656051,,,0.490984393,-0.030984393,,,,,,,,
7112.5,1364.68,-0.89,0.48,-0.41,-1.37,1365.207588,-0.527588472,,,0.19711315,-0.08711315,,,0.491326017,-0.031326017,,,,,,,,
7117.5,1364.91,-0.66,0.39,-0.27,-1.05,1365.204688,-0.294687932,,,0.198631659,-0.068631659,,,0.491674286,-0.021674286,,,,,,,,
7122.5,1365.08,-0.49,0.34,-0.15,-0.83,1365.201712,-0.121712425,,,0.200144258,-0.020144258,,,0.492029251,-0.012029251,,,,,,,,
7127.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.198414,1.59E-03,,,0.201654945,-1.65E-03,,,0.492391219,-2.39E-03,,,,,,,,
7132.5,1365.29,-0.28,0.35,0.07,-0.63,1365.194971,0.09502866,,,0.203143997,-0.023143997,,,0.492753151,-0.012753151,,,,,,,,
7137.5,1365.33,-0.24,0.36,0.12,-0.6,1365.1914,0.138600176,,,0.204598308,-0.064598308,,,0.49311282,-0.02311282,,,,,,,,
7142.5,1365.3,-0.27,0.36,0.09,-0.63,1365.187701,0.112298913,,,0.206007009,-0.096007009,,,0.493463269,-0.033463269,,,,,,,,
7147.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.183869,-0.013869434,,,0.207356002,-0.087356002,,,0.493802513,-0.033802513,,,,,,,,
7152.5,1364.96,-0.61,0.36,-0.25,-0.97,1365.179928,-0.21992752,,,0.208626837,-0.048626837,,,0.494125709,-0.024125709,,,,,,,,
7157.5,1364.76,-0.81,0.54,-0.27,-1.35,1365.17588,-0.415880215,,,0.209808456,0.010191544,,,0.494430654,-4.43E-03,,,,,,,,
7162.5,1364.78,-0.79,0.51,-0.28,-1.3,1365.171739,-0.391739367,,,0.210892331,0.059107669,,,0.494713056,0.015286944,,,,,,,,
7167.5,1364.97,-0.6,0.36,-0.24,-0.96,1365.167517,-0.197516958,,,0.211865637,0.098134363,,,0.494972722,0.025027278,,,,,,,,
7172.5,1365.15,-0.42,0.34,-0.08,-0.76,1365.163226,-0.013225722,,,0.212718254,0.067281746,,,0.495205555,0.024794445,,,,,,,,
7177.5,1365.24,-0.33,0.35,0.02,-0.68,1365.15888,0.081120317,,,0.213425655,-3.43E-03,,,0.495405033,-5.41E-03,,,,,,,,
7182.5,1365.23,-0.34,0.35,0.01,-0.69,1365.154491,0.07550941,,,0.213994595,-0.103994595,,,0.495573798,-0.035573798,,,,,,,,
7187.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.15007,-0.010070472,,,0.214422975,-0.154422975,,,0.495703241,-0.055703241,,,,,,,,
7192.5,1364.99,-0.58,0.35,-0.23,-0.93,1365.145636,-0.155636387,,,0.214687773,-0.134687773,,,0.495794761,-0.045794761,,,,,,,,
7197.5,1364.76,-0.81,0.53,-0.28,-1.34,1365.141193,-0.38119253,,,0.214784569,-0.044784569,,,0.495838059,-0.015838059,,,,,,,,
7202.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.136757,-0.536757033,,,0.214692237,0.055307763,,,0.495837751,0.014162249,,,,,,,,
7207.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.132333,-0.532333427,,,0.214399989,0.105600011,,,0.495782859,0.034217141,,,,,,,,
7212.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.127933,-0.527933461,,,0.213916428,0.086083572,,,0.495675004,0.024324996,,,,,,,,
7217.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.123571,-0.523571327,,,0.213230109,0.026769891,,,0.495511423,4.49E-03,,,,,,,,
7222.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.119257,-0.519257012,,,0.212329029,-0.062329029,,,0.495291453,-0.025291453,,,,,,,,
7227.5,1364.88,-0.69,0.4,-0.29,-1.09,1365.115001,-0.235000777,,,0.211246516,-0.141246516,,,0.495019263,-0.045019263,,,,,,,,
7232.5,1365.13,-0.44,0.34,-0.1,-0.78,1365.11083,0.019169831,,,0.209988111,-0.169988111,,,0.494699578,-0.054699578,,,,,,,,
7237.5,1365.29,-0.28,0.35,0.07,-0.63,1365.106767,0.183232994,,,0.208531702,-0.148531702,,,0.4943351,-0.0543351,,,,,,,,
7242.5,1365.35,-0.22,0.37,0.15,-0.59,1365.10283,0.247170049,,,0.206964499,-0.066964499,,,0.493928225,-0.023928225,,,,,,,,
7247.5,1365.33,-0.24,0.36,0.12,-0.6,1365.099039,0.230961303,,,0.20527443,0.03472557,,,0.493497576,6.50E-03,,,,,,,,
7252.5,1365.25,-0.32,0.35,0.03,-0.67,1365.095413,0.154586551,,,0.203586924,0.126413076,,,0.49310078,0.03689922,,,,,,,,
7257.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.091975,0.078024554,,,0.201914661,0.168085339,,,0.492790573,0.057209427,,,,,,,,
7262.5,1365.13,-0.44,0.34,-0.1,-0.78,1365.088746,0.041253869,,,0.201031844,0.168968156,,,0.493451384,0.056548616,,,,,,,,
7267.5,1365.12,-0.45,0.34,-0.11,-0.79,1365.085745,0.034254614,,,0.222409647,0.117590353,,,0.489272412,0.050727588,,,,,,,,
7272.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.082993,0.057006698,,,0.196944005,0.093055995,,,0.492282657,0.027717343,,,,,,,,
7277.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.080509,0.08949097,,,0.183417743,0.026582257,,,0.487607709,2.39E-03,,,,,,,,
7282.5,1365.22,-0.35,0.35,0,-0.7,1365.078313,0.141687264,,,0.185118255,-0.025118255,,,0.48786444,-0.01786444,,,,,,,,
7287.5,1365.25,-0.32,0.35,0.03,-0.67,1365.076414,0.173586268,,,0.183926312,-0.043926312,,,0.487486248,-0.017486248,,,,,,,,
7292.5,1365.22,-0.35,0.35,0,-0.7,1365.074842,0.145157597,,,0.182090882,0.017909118,,,0.486983997,3.02E-03,,,,,,,,
7297.5,1365.11,-0.46,0.34,-0.12,-0.8,1365.073606,0.036394429,,,0.180148396,0.129851604,,,0.486457729,0.043542271,,,,,,,,
7302.5,1364.93,-0.64,0.38,-0.26,-1.02,1365.072722,-0.142722106,,,0.178220595,0.241779405,,,0.485943582,0.074056418,,,,,,,,
7307.5,1364.74,-0.83,0.58,-0.25,-1.41,1365.072206,-0.33220569,,,0.176378645,0.303621355,,,0.485457735,0.104542265,,,,,,,,
7312.5,1364.72,-0.85,0.64,-0.21,-1.49,1365.072058,-0.352057878,,,0.174671302,0.305328698,,,0.485012927,0.104987073,,,,,,,,
7317.5,1364.87,-0.7,0.41,-0.29,-1.11,1365.0723,-0.202299734,,,0.173132225,0.256867775,,,0.484620611,0.085379389,,,,,,,,
7322.5,1365.03,-0.54,0.35,-0.19,-0.89,1365.072933,-0.042933155,,,0.171788903,0.188211097,,,0.484286597,0.055713403,,,,,,,,
7327.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.073946,0.066054208,,,0.170662055,0.089337945,,,0.48401795,0.02598205,,,,,,,,
7332.5,1365.22,-0.35,0.34,-0.01,-0.69,1365.075338,0.14466168,,,0.169769244,-0.029769244,,,0.483817452,-0.013817452,,,,,,,,
7337.5,1365.25,-0.32,0.35,0.03,-0.67,1365.077107,0.172893378,,,0.169111732,-0.169111732,,,0.483688311,-0.063688311,,,,,,,,
7342.5,1365.22,-0.35,0.35,0,-0.7,1365.079271,0.140729221,,,0.168693228,-0.298693228,,,0.483627785,-0.093627785,,,,,,,,
7347.5,1365.12,-0.45,0.34,-0.11,-0.79,1365.081824,0.038175631,,,0.168513032,-0.388513032,,,0.483635323,-0.113635323,,,,,,,,
7352.5,1364.94,-0.63,0.37,-0.26,-1,1365.08477,-0.144769526,,,0.168569078,-0.408569078,,,0.48370885,-0.12370885,,,,,,,,
7357.5,1364.7,-0.87,0.43,-0.44,-1.3,1365.088094,-0.388094036,,,0.168839845,-0.358839845,,,0.483849284,-0.113849284,,,,,,,,
7362.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.091789,-0.491789043,,,0.169308151,-0.229308151,,,0.484042003,-0.074042003,,,,,,,,
7367.5,1364.6,-0.97,0.5,-0.47,-1.47,1365.095837,-0.495836723,,,0.169976353,-0.049976353,,,0.484281568,-0.024281568,,,,,,,,
7372.5,1364.8,-0.77,0.48,-0.29,-1.25,1365.100228,-0.300227838,,,0.17080022,0.11919978,,,0.484565972,0.035434028,,,,,,,,
7377.5,1364.99,-0.58,0.35,-0.23,-0.93,1365.104962,-0.114962279,,,0.171770269,0.228229731,,,0.484890917,0.075109083,,,,,,,,
7382.5,1365.19,-0.38,0.34,-0.04,-0.72,1365.109996,0.080003792,,,0.172885675,0.227114325,,,0.485246455,0.074753545,,,,,,,,
7387.5,1365.4,-0.17,0.38,0.21,-0.55,1365.115309,0.284690731,,,0.174096207,0.105903793,,,0.485639403,0.034360597,,,,,,,,
7392.5,1365.57,0,0.42,0.42,-0.42,1365.120875,0.449124813,,,0.175389521,-0.115389521,,,0.486039879,-0.046039879,,,,,,,,
7397.5,1365.65,0.08,0.45,0.53,-0.37,1365.126651,0.523348922,,,0.176753314,-0.376753314,,,0.486452792,-0.116452792,,,,,,,,
7402.5,1365.63,0.06,0.44,0.5,-0.38,1365.132641,0.497358939,,,0.178143221,-0.598143221,,,0.48685851,-0.14685851,,,,,,,,
7407.5,1365.52,-0.05,0.41,0.36,-0.46,1365.138828,0.381171897,,,0.179555147,-0.669555147,,,0.487247482,-0.147247482,,,,,,,,
7412.5,1365.38,-0.19,0.37,0.18,-0.56,1365.145193,0.234806734,,,0.180964951,-0.550964951,,,0.487616669,-0.147616669,,,,,,,,
7417.5,1365.28,-0.29,0.35,0.06,-0.64,1365.151715,0.128284529,,,0.182281164,-0.352281164,,,0.487949206,-0.107949206,,,,,,,,
7422.5,1365.24,-0.33,0.35,0.02,-0.68,1365.158363,0.081637084,,,0.183592543,-0.133592543,,,0.488208117,-0.048208117,,,,,,,,
7427.5,1365.27,-0.3,0.35,0.05,-0.65,1365.165137,0.104863104,,,0.184848049,0.045151951,,,0.488383739,0.011616261,,,,,,,,
7432.5,1365.35,-0.22,0.37,0.15,-0.59,1365.17201,0.17799012,,,0.185941852,0.144058148,,,0.488363977,0.041636023,,,,,,,,
7437.5,1365.43,-0.14,0.39,0.25,-0.53,1365.178964,0.251036439,,,0.18686776,0.15313224,,,0.487904779,0.052095221,,,,,,,,
7442.5,1365.46,-0.11,0.39,0.28,-0.5,1365.185975,0.274024756,,,0.187521507,0.112478493,,,0.492472338,0.027527662,,,,,,,,
7447.5,1365.39,-0.18,0.38,0.2,-0.56,1365.193033,0.196966741,,,0.188034374,0.051965626,,,0.493916879,6.08E-03,,,,,,,,
7452.5,1365.24,-0.33,0.35,0.02,-0.68,1365.200092,0.039908389,,,0.184587958,0.045412042,,,0.49390252,6.10E-03,,,,,,,,
7457.5,1365.07,-0.5,0.34,-0.16,-0.84,1365.207154,-0.137153724,,,0.199988934,0.070011066,,,0.49385492,0.01614508,,,,,,,,
7462.5,1365.01,-0.56,0.35,-0.21,-0.91,1365.214138,-0.204138369,,,0.205110879,0.134889121,,,0.493990492,0.046009508,,,,,,,,
7467.5,1365.13,-0.44,0.34,-0.1,-0.78,1365.221,-0.091000184,,,0.205564166,0.184435834,,,0.494200727,0.065799273,,,,,,,,
7472.5,1365.3,-0.27,0.36,0.09,-0.63,1365.227698,0.072302429,,,0.205731335,0.174268665,,,0.494473617,0.055526383,,,,,,,,
7477.5,1365.4,-0.17,0.38,0.21,-0.55,1365.233965,0.166034788,,,0.206287907,0.083712093,,,0.494791986,0.025208014,,,,,,,,
7482.5,1365.41,-0.16,0.38,0.22,-0.54,1365.237845,0.172154568,,,0.207170905,-0.037170905,,,0.495112663,-0.015112663,,,,,,,,
7487.5,1365.32,-0.25,0.36,0.11,-0.61,1365.257288,0.062712012,,,0.208260423,-0.118260423,,,0.495449674,-0.045449674,,,,,,,,
7492.5,1365.2,-0.37,0.34,-0.03,-0.71,1365.262972,-0.062972253,,,0.209449175,-0.089449175,,,0.495787659,-0.035787659,,,,,,,,
7497.5,1365.08,-0.49,0.34,-0.15,-0.83,1365.266614,-0.186613821,,,0.210713556,0.039286444,,,0.49612513,0.01387487,,,,,,,,
7502.5,1364.98,-0.59,0.36,-0.23,-0.95,1365.272076,-0.292076365,,,0.212018474,0.187981526,,,0.496459767,0.063540233,,,,,,,,
7507.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.277863,-0.327862583,,,0.213369882,0.266630118,,,0.49678329,0.09321671,,,,,,,,
7512.5,1365,-0.57,0.35,-0.22,-0.92,1365.283673,-0.283672849,,,0.214750686,0.275249314,,,0.497089584,0.092910416,,,,,,,,
7517.5,1365.1,-0.47,0.34,-0.13,-0.81,1365.28939,-0.189389944,,,0.216166437,0.203833563,,,0.497376309,0.072623691,,,,,,,,
7522.5,1365.21,-0.36,0.34,-0.02,-0.7,1365.294972,-0.08497202,,,0.217624385,0.102375615,,,0.497638929,0.032361071,,,,,,,,
7527.5,1365.27,-0.3,0.35,0.05,-0.65,1365.300397,-0.030397431,,,0.219137011,8.63E-04,,,0.497875723,-7.88E-03,,,,,,,,
7532.5,1365.27,-0.3,0.35,0.05,-0.65,1365.305663,-0.035662649,,,0.220701819,-0.100701819,,,0.498085902,-0.038085902,,,,,,,,
7537.5,1365.24,-0.33,0.35,0.02,-0.68,1365.310764,-0.070764313,,,0.222329696,-0.212329696,,,0.498269761,-0.068269761,,,,,,,,
7542.5,1365.23,-0.34,0.35,0.01,-0.69,1365.315705,-0.085705274,,,0.224025606,-0.334025606,,,0.498427997,-0.108427997,,,,,,,,
7547.5,1365.27,-0.3,0.35,0.05,-0.65,1365.320494,-0.050493688,,,0.225787678,-0.435787678,,,0.498563755,-0.128563755,,,,,,,,
7552.5,1365.35,-0.22,0.37,0.15,-0.59,1365.325138,0.024861757,,,0.22760914,-0.48760914,,,0.498678376,-0.138678376,,,,,,,,
7557.5,1365.42,-0.15,0.38,0.23,-0.53,1365.329644,0.090356164,,,0.229480285,-0.439480285,,,0.498773357,-0.128773357,,,,,,,,
7562.5,1365.47,-0.1,0.4,0.3,-0.5,1365.334017,0.135983116,,,0.231384636,-0.311384636,,,0.498849159,-0.098849159,,,,,,,,
7567.5,1365.48,-0.09,0.4,0.31,-0.49,1365.338257,0.141742763,,,0.23330587,-0.16330587,,,0.49890668,-0.04890668,,,,,,,,
7572.5,1365.45,-0.12,0.39,0.27,-0.51,1365.342369,0.107631201,,,0.235217286,-0.025217286,,,0.498944815,-8.94E-03,,,,,,,,
7577.5,1365.4,-0.17,0.38,0.21,-0.55,1365.34635,0.053650204,,,0.237090601,0.092909399,,,0.498961795,0.031038205,,,,,,,,
7582.5,1365.38,-0.19,0.37,0.18,-0.56,1365.350199,0.029801487,,,0.238899665,0.181100335,,,0.498956694,0.071043306,,,,,,,,
7587.5,1365.39,-0.18,0.37,0.19,-0.55,1365.353921,0.03607861,,,0.240610176,0.289389824,,,0.498926561,0.111073439,,,,,,,,
7592.5,1365.41,-0.16,0.38,0.22,-0.54,1365.357521,0.052478876,,,0.242184175,0.417815825,,,0.498868567,0.161131433,,,,,,,,
7597.5,1365.38,-0.19,0.37,0.18,-0.56,1365.360999,0.019001053,,,0.243595998,0.526404002,,,0.498780035,0.201219965,,,,,,,,
7602.5,1365.28,-0.29,0.35,0.06,-0.64,1365.364358,-0.084358492,,,0.244806045,0.555193955,,,0.498657953,-0.068657953,,,,,,,,
7607.5,1365.11,-0.46,0.34,-0.12,-0.8,1365.367614,-0.257613681,,,0.245786499,0.494213501,,,0.498499034,0.191500966,,,,,,,,
7612.5,1364.92,-0.65,0.38,-0.27,-1.03,1365.370767,-0.450766685,,,0.246513123,0.353486877,,,0.498300701,0.131699299,,,,,,,,
7617.5,1364.84,-0.73,0.44,-0.29,-1.17,1365.37382,-0.533819682,,,0.246956899,0.213043101,,,0.498059073,0.081940927,,,,,,,,
7622.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.37678,-0.426779509,,,0.247086342,0.142913658,,,0.497774533,0.052225467,,,,,,,,
7627.5,1365.12,-0.45,0.34,-0.11,-0.79,1365.379651,-0.259651288,,,0.246881092,0.133118908,,,0.497444501,0.052555499,,,,,,,,
7632.5,1365.27,-0.3,0.35,0.05,-0.65,1365.382447,-0.112447092,,,0.246323339,0.133676661,,,0.497067426,0.052932574,,,,,,,,
7637.5,1365.38,-0.19,0.37,0.18,-0.56,1365.385178,-5.18E-03,,,0.245395043,0.094604957,,,0.496641187,0.043358813,,,,,,,,
7642.5,1365.46,-0.11,0.39,0.28,-0.5,1365.387857,0.07214336,,,0.244075739,0.045924261,,,0.496161372,0.023838628,,,,,,,,
7647.5,1365.53,-0.04,0.41,0.37,-0.45,1365.390496,0.139504454,,,0.242345181,0.047654819,,,0.495627649,0.024372351,,,,,,,,
7652.5,1365.58,0.01,0.43,0.44,-0.42,1365.393104,0.186896432,,,0.240185722,0.089814278,,,0.495035423,0.034964577,,,,,,,,
7657.5,1365.61,0.04,0.44,0.48,-0.4,1365.395682,0.214318155,,,0.237581616,0.152418384,,,0.494380229,0.065619771,,,,,,,,
7662.5,1365.63,0.06,0.44,0.5,-0.38,1365.398239,0.231761176,,,0.234519657,0.165480343,,,0.493659264,0.066340736,,,,,,,,
