YearBP,TSI,dTSI,dTSI_sigma,upper_err,lower_err,Predicted_TSI,Residuals_TSI,LOESS_100_TSI,LOESS_100_TSI,Predicted_LOESS_100_TSI,ResidualsLOESS_100_TSI,LOESS_100yr,LOESS_100_dTSI,Predicted_dTSI_Wm-2,Residuals_dTSI_Wm-2,LOESS_100yr,dTSI_Wm-2,LOESS_100yr,upper error,lower error,mean,error,plot_age
2007.5,1365.81,0.24,0.5,0.74,-0.26,1365.775274,0.03472557,,,-0.470961303,0.230961303,,,0.402935967,-0.042935967,,,,,,,,
2012.5,1365.71,0.14,0.47,0.61,-0.33,1365.776964,-0.066964499,,,-0.467170049,0.247170049,,,0.403660857,-0.033660857,,,,,,,,
2017.5,1365.63,0.06,0.44,0.5,-0.38,1365.778532,-0.148531702,,,-0.463232994,0.183232994,,,0.404362871,-0.054362871,,,,,,,,
2022.5,1365.61,0.04,0.44,0.48,-0.4,1365.779988,-0.169988111,,,-0.459169831,0.019169831,,,0.405006203,-0.065006203,,,,,,,,
2027.5,1365.64,0.07,0.45,0.52,-0.38,1365.781247,-0.141246516,,,-0.454999223,-0.235000777,,,0.405607275,-5.61E-03,,,,,,,,
2032.5,1365.72,0.15,0.47,0.62,-0.32,1365.782329,-0.062329029,,,-0.450742988,-0.519257012,,,0.406170286,0.093829714,,,,,,,,
2037.5,1365.81,0.24,0.5,0.74,-0.26,1365.78323,0.026769891,,,-0.446428673,-0.523571327,,,0.406684449,0.093315551,,,,,,,,
2042.5,1365.87,0.3,0.52,0.82,-0.22,1365.783916,0.086083572,,,-0.442066539,-0.527933461,,,0.407150878,0.092849122,,,,,,,,
2047.5,1365.89,0.32,0.53,0.85,-0.21,1365.7844,0.105600011,,,-0.437666573,-0.532333427,,,0.407571664,0.092428336,,,,,,,,
2052.5,1365.84,0.27,0.51,0.78,-0.24,1365.784692,0.055307763,,,-0.433242967,-0.536757033,,,0.40795038,0.09204962,,,,,,,,
2057.5,1365.74,0.17,0.48,0.65,-0.31,1365.784785,-0.044784569,,,-0.42880747,-0.38119253,,,0.408279873,0.121720127,,,,,,,,
2062.5,1365.65,0.08,0.45,0.53,-0.37,1365.784688,-0.134687773,,,-0.424363613,-0.155636387,,,0.408558118,-0.058558118,,,,,,,,
2067.5,1365.63,0.06,0.44,0.5,-0.38,1365.784423,-0.154422975,,,-0.419929528,-0.010070472,,,0.408791476,-0.068791476,,,,,,,,
2072.5,1365.68,0.11,0.46,0.57,-0.35,1365.783995,-0.103994595,,,-0.41550941,0.07550941,,,0.408977634,-0.058977634,,,,,,,,
2077.5,1365.78,0.21,0.49,0.7,-0.28,1365.783426,-3.43E-03,,,-0.411120317,0.081120317,,,0.409114084,-0.059114084,,,,,,,,
2082.5,1365.85,0.28,0.52,0.8,-0.24,1365.782718,0.067281746,,,-0.406774278,-0.013225722,,,0.409200776,-0.069200776,,,,,,,,
2087.5,1365.88,0.31,0.52,0.83,-0.21,1365.781866,0.098134363,,,-0.402483042,-0.197516958,,,0.409238205,-0.049238205,,,,,,,,
2092.5,1365.84,0.27,0.51,0.78,-0.24,1365.780892,0.059107669,,,-0.398260633,-0.391739367,,,0.409225577,0.100774423,,,,,,,,
2097.5,1365.79,0.22,0.49,0.71,-0.27,1365.779808,0.010191544,,,-0.394119785,-0.415880215,,,0.409164457,0.130835543,,,,,,,,
2102.5,1365.73,0.16,0.47,0.63,-0.31,1365.778627,-0.048626837,,,-0.39007248,-0.21992752,,,0.409057305,-0.049057305,,,,,,,,
2107.5,1365.69,0.12,0.46,0.58,-0.34,1365.777356,-0.087356002,,,-0.386130566,-0.013869434,,,0.408905717,-0.068905717,,,,,,,,
2112.5,1365.68,0.11,0.46,0.57,-0.35,1365.776007,-0.096007009,,,-0.382298913,0.112298913,,,0.408711574,-0.048711574,,,,,,,,
2117.5,1365.71,0.14,0.47,0.61,-0.33,1365.774598,-0.064598308,,,-0.378600176,0.138600176,,,0.408476555,-0.048476555,,,,,,,,
2122.5,1365.75,0.18,0.48,0.66,-0.3,1365.773144,-0.023143997,,,-0.37502866,0.09502866,,,0.408201608,-0.058201608,,,,,,,,
2127.5,1365.77,0.2,0.49,0.69,-0.29,1365.771655,-1.65E-03,,,-0.371586273,1.59E-03,,,0.407894804,-0.067894804,,,,,,,,
2132.5,1365.75,0.18,0.48,0.66,-0.3,1365.770144,-0.020144258,,,-0.368287575,-0.121712425,,,0.407562038,-0.067562038,,,,,,,,
2137.5,1365.7,0.13,0.47,0.6,-0.34,1365.768632,-0.068631659,,,-0.365312068,-0.294687932,,,0.407195032,-0.017195032,,,,,,,,
2142.5,1365.68,0.11,0.46,0.57,-0.35,1365.767113,-0.08711315,,,-0.362411528,-0.527588472,,,0.406806239,0.073193761,,,,,,,,
2147.5,1365.7,0.13,0.46,0.59,-0.33,1365.765605,-0.0656051,,,-0.359758573,-0.610241427,,,0.406407233,0.093592767,,,,,,,,
2152.5,1365.78,0.21,0.49,0.7,-0.28,1365.764128,0.015871912,,,-0.357641227,-0.352358773,,,0.405992078,0.014007922,,,,,,,,
2157.5,1365.9,0.33,0.53,0.86,-0.2,1365.762685,0.137315309,,,-0.355769256,-0.034230744,,,0.405570656,-0.065570656,,,,,,,,
2162.5,1366.02,0.45,0.58,1.03,-0.13,1365.7613,0.258699806,,,-0.354464152,0.234464152,,,0.405152826,-0.015152826,,,,,,,,
2167.5,1366.12,0.55,0.62,1.17,-0.07,1365.76007,0.359930332,,,-0.354237133,0.414237133,,,0.404745746,0.035254254,,,,,,,,
2172.5,1366.2,0.63,0.64,1.27,-0.01,1365.759173,0.440827492,,,-0.264175008,0.404175008,,,0.404354189,0.065645811,,,,,,,,
2177.5,1366.21,0.64,0.65,1.29,-0.01,1365.759061,0.450938707,,,-0.32512238,0.47512238,,,0.403998862,0.066001138,,,,,,,,
2182.5,1366.16,0.59,0.63,1.22,-0.04,1365.763305,0.39669472,,,-0.318623998,0.448623998,,,0.40369809,0.06630191,,,,,,,,
2187.5,1366.05,0.48,0.59,1.07,-0.11,1365.743367,0.306633191,,,-0.312843827,0.432843827,,,0.403462243,0.056537757,,,,,,,,
2192.5,1365.91,0.34,0.54,0.88,-0.2,1365.744063,0.165937199,,,-0.309656889,0.439656889,,,0.403373636,0.056626364,,,,,,,,
2197.5,1365.79,0.22,0.49,0.71,-0.27,1365.737818,0.052181679,,,-0.30687407,0.44687407,,,0.403558593,0.066441407,,,,,,,,
2202.5,1365.7,0.13,0.46,0.59,-0.33,1365.73957,-0.039570062,,,-0.303494394,0.443494394,,,0.403441365,0.066558635,,,,,,,,
2207.5,1365.63,0.06,0.44,0.5,-0.38,1365.739408,-0.109407513,,,-0.299813598,0.409813598,,,0.402711872,0.057288128,,,,,,,,
2212.5,1365.57,0,0.42,0.42,-0.42,1365.738624,-0.168623848,,,-0.296117437,0.346117437,,,0.401870857,0.038129143,,,,,,,,
2217.5,1365.57,0,0.42,0.42,-0.42,1365.73757,-0.16757047,,,-0.291914698,0.281914698,,,0.393272724,0.026727276,,,,,,,,
2222.5,1365.65,0.08,0.45,0.53,-0.37,1365.736477,-0.086476805,,,-0.287747538,0.237747538,,,0.397046796,0.012953204,,,,,,,,
2227.5,1365.8,0.23,0.5,0.73,-0.27,1365.735186,0.064814009,,,-0.283432761,0.223432761,,,0.398278666,0.011721334,,,,,,,,
2232.5,1365.95,0.38,0.55,0.93,-0.17,1365.73404,0.21596046,,,-0.27910215,0.23910215,,,0.398573592,0.011426408,,,,,,,,
2237.5,1366.03,0.46,0.58,1.04,-0.12,1365.732935,0.297065288,,,-0.274631559,0.214631559,,,0.398645653,0.011354347,,,,,,,,
2242.5,1366.04,0.47,0.58,1.05,-0.11,1365.731825,0.308175245,,,-0.270173493,0.150173493,,,0.398651107,-8.65E-03,,,,,,,,
2247.5,1365.99,0.42,0.57,0.99,-0.15,1365.730901,0.259098812,,,-0.265675661,0.085675661,,,0.398636459,-0.018636459,,,,,,,,
2252.5,1365.93,0.36,0.54,0.9,-0.18,1365.730118,0.19988185,,,-0.261212718,0.071212718,,,0.398614118,-0.028614118,,,,,,,,
2257.5,1365.87,0.3,0.52,0.82,-0.22,1365.72944,0.1405602,,,-0.256769272,0.106769272,,,0.398582094,-0.018582094,,,,,,,,
2262.5,1365.78,0.21,0.49,0.7,-0.28,1365.72893,0.051070068,,,-0.252319527,0.152319527,,,0.398554847,1.45E-03,,,,,,,,
2267.5,1365.68,0.11,0.46,0.57,-0.35,1365.728585,-0.048585499,,,-0.247941987,0.157941987,,,0.398525999,1.47E-03,,,,,,,,
2272.5,1365.61,0.04,0.44,0.48,-0.4,1365.72842,-0.118419607,,,-0.243604565,0.123604565,,,0.398494459,-8.49E-03,,,,,,,,
2277.5,1365.63,0.06,0.44,0.5,-0.38,1365.72837,-0.098369707,,,-0.239312275,0.099312275,,,0.398474265,-0.018474265,,,,,,,,
2282.5,1365.72,0.15,0.47,0.62,-0.32,1365.728546,-8.55E-03,,,-0.235087753,0.125087753,,,0.398457757,-8.46E-03,,,,,,,,
2287.5,1365.82,0.25,0.51,0.76,-0.26,1365.728884,0.091116469,,,-0.230920404,0.180920404,,,0.398450141,0.011549859,,,,,,,,
2292.5,1365.84,0.27,0.51,0.78,-0.24,1365.729425,0.110574571,,,-0.226817196,0.196817196,,,0.398442061,0.021557939,,,,,,,,
2297.5,1365.74,0.17,0.48,0.65,-0.31,1365.730136,9.86E-03,,,-0.222771239,0.162771239,,,0.398441683,0.011558317,,,,,,,,
2302.5,1365.55,-0.02,0.42,0.4,-0.44,1365.730965,-0.180965195,,,-0.218796274,0.088796274,,,0.398443115,-8.44E-03,,,,,,,,
2307.5,1365.34,-0.23,0.37,0.14,-0.6,1365.731948,-0.391948108,,,-0.214886632,0.054886632,,,0.398445393,-0.018445393,,,,,,,,
2312.5,1365.18,-0.39,0.34,-0.05,-0.73,1365.732981,-0.55298132,,,-0.211036513,0.081036513,,,0.398460082,-8.46E-03,,,,,,,,
2317.5,1365.11,-0.46,0.34,-0.12,-0.8,1365.733971,-0.623971276,,,-0.20725479,0.11725479,,,0.398478529,1.52E-03,,,,,,,,
2322.5,1365.11,-0.46,0.34,-0.12,-0.8,1365.734834,-0.624833832,,,-0.20353516,0.10353516,,,0.398505646,1.49E-03,,,,,,,,
2327.5,1365.15,-0.42,0.34,-0.08,-0.76,1365.735394,-0.585394078,,,-0.199881705,-1.18E-04,,,0.398536314,-0.028536314,,,,,,,,
2332.5,1365.22,-0.35,0.34,-0.01,-0.69,1365.735262,-0.515262496,,,-0.196282077,-0.173717923,,,0.398571974,-0.058571974,,,,,,,,
2337.5,1365.29,-0.28,0.35,0.07,-0.63,1365.735929,-0.445929457,,,-0.192750657,-0.357249343,,,0.398610338,-0.048610338,,,,,,,,
2342.5,1365.34,-0.23,0.37,0.14,-0.6,1365.753987,-0.413987467,,,-0.189274025,-0.470725975,,,0.398668484,-0.018668484,,,,,,,,
2347.5,1365.38,-0.19,0.37,0.18,-0.56,1365.754883,-0.37488258,,,-0.185886404,-0.454113596,,,0.398737258,-0.018737258,,,,,,,,
2352.5,1365.39,-0.18,0.38,0.2,-0.56,1365.755707,-0.365707249,,,-0.182613093,-0.367386907,,,0.3988098,-0.0488098,,,,,,,,
2357.5,1365.41,-0.16,0.38,0.22,-0.54,1365.756772,-0.346771779,,,-0.179430413,-0.270569587,,,0.398905836,-0.058905836,,,,,,,,
2362.5,1365.43,-0.14,0.38,0.24,-0.52,1365.757991,-0.327990641,,,-0.176339129,-0.193660871,,,0.399018301,-0.059018301,,,,,,,,
2367.5,1365.45,-0.12,0.39,0.27,-0.51,1365.759453,-0.309453214,,,-0.173334421,-0.156665579,,,0.399146063,-0.049146063,,,,,,,,
2372.5,1365.5,-0.07,0.4,0.33,-0.47,1365.76096,-0.260960033,,,-0.170353431,-0.139646569,,,0.399288897,-0.049288897,,,,,,,,
2377.5,1365.58,0.01,0.43,0.44,-0.42,1365.762543,-0.182542785,,,-0.167508471,-0.152491529,,,0.399445788,-0.049445788,,,,,,,,
2382.5,1365.71,0.14,0.47,0.61,-0.33,1365.763995,-0.053994681,,,-0.164747858,-0.225252142,,,0.399617286,-0.059617286,,,,,,,,
2387.5,1365.86,0.29,0.52,0.81,-0.23,1365.76524,0.094760498,,,-0.162044676,-0.347955324,,,0.39981307,-0.05981307,,,,,,,,
2392.5,1365.97,0.4,0.56,0.96,-0.16,1365.76619,0.203810358,,,-0.15933795,-0.53066205,,,0.400027709,-2.77E-05,,,,,,,,
2397.5,1366.01,0.44,0.57,1.01,-0.13,1365.766804,0.243196467,,,-0.156754647,-0.683245353,,,0.400261962,0.209738038,,,,,,,,
2402.5,1366,0.43,0.57,1,-0.14,1365.767094,0.232906354,,,-0.154069021,-0.595930979,,,0.400516565,0.059483435,,,,,,,,
2407.5,1365.98,0.41,0.56,0.97,-0.15,1365.767087,0.212913227,,,-0.151492555,-0.368507445,,,0.400793018,-0.060793018,,,,,,,,
2412.5,1366,0.43,0.57,1,-0.14,1365.766812,0.233188007,,,-0.14889453,-0.15110547,,,0.401089259,-0.051089259,,,,,,,,
2417.5,1366.08,0.51,0.6,1.11,-0.09,1365.766252,0.313747901,,,-0.146298949,-0.033701051,,,0.4014064,-0.0214064,,,,,,,,
2422.5,1366.16,0.59,0.63,1.22,-0.04,1365.76534,0.394659928,,,-0.143610351,-0.016389649,,,0.401739667,-0.021739667,,,,,,,,
2427.5,1366.18,0.61,0.64,1.25,-0.03,1365.764137,0.415862596,,,-0.14072405,-0.07927595,,,0.402083754,-0.032083754,,,,,,,,
2432.5,1366.12,0.55,0.61,1.16,-0.06,1365.762661,0.357339249,,,-0.13784493,-0.16215507,,,0.40243475,-0.05243475,,,,,,,,
2437.5,1366.01,0.44,0.57,1.01,-0.13,1365.760901,0.249098972,,,-0.134617844,-0.205382156,,,0.402780069,-0.052780069,,,,,,,,
2442.5,1365.88,0.31,0.53,0.84,-0.22,1365.758888,0.121112456,,,-0.131444216,-0.228555784,,,0.403121865,-0.063121865,,,,,,,,
2447.5,1365.78,0.21,0.49,0.7,-0.28,1365.756588,0.02341212,,,-0.12887839,-0.24112161,,,0.40340804,-0.06340804,,,,,,,,
2452.5,1365.74,0.17,0.48,0.65,-0.31,1365.754074,-0.014073812,,,-0.127051378,-0.222948622,,,0.403586389,-0.053586389,,,,,,,,
2457.5,1365.76,0.19,0.48,0.67,-0.29,1365.751303,8.70E-03,,,-0.12659125,-0.12340875,,,0.403348453,-0.043348453,,,,,,,,
2462.5,1365.83,0.26,0.51,0.77,-0.25,1365.748312,0.081688176,,,-0.126400532,0.036400532,,,0.400310662,-3.11E-04,,,,,,,,
2467.5,1365.91,0.34,0.54,0.88,-0.2,1365.745165,0.16483471,,,-0.12568778,0.19568778,,,0.408287286,0.031712714,,,,,,,,
2472.5,1365.97,0.4,0.56,0.96,-0.16,1365.741784,0.228216086,,,-0.125130227,0.295130227,,,0.408691689,0.071308311,,,,,,,,
2477.5,1365.97,0.4,0.56,0.96,-0.16,1365.738219,0.231781005,,,-0.124128271,0.304128271,,,0.408759994,0.071240006,,,,,,,,
2482.5,1365.9,0.33,0.53,0.86,-0.2,1365.734502,0.165498321,,,-0.122665316,0.242665316,,,0.408844832,0.051155168,,,,,,,,
2487.5,1365.81,0.24,0.5,0.74,-0.26,1365.730639,0.07936143,,,-0.121386711,0.171386711,,,0.409096098,0.030903902,,,,,,,,
2492.5,1365.74,0.17,0.48,0.65,-0.31,1365.726633,0.013366959,,,-0.119411105,0.109411105,,,0.409463934,0.010536066,,,,,,,,
2497.5,1365.69,0.12,0.46,0.58,-0.34,1365.722523,-0.032523082,,,-0.11738939,0.07738939,,,0.409849966,1.50E-04,,,,,,,,
2502.5,1365.64,0.07,0.44,0.51,-0.37,1365.71834,-0.078339636,,,-0.115220745,0.055220745,,,0.410270665,-2.71E-04,,,,,,,,
2507.5,1365.55,-0.02,0.42,0.4,-0.44,1365.714095,-0.164094798,,,-0.112872794,0.042872794,,,0.410715069,-0.010715069,,,,,,,,
2512.5,1365.44,-0.13,0.39,0.26,-0.52,1365.709829,-0.269828978,,,-0.11034419,0.06034419,,,0.411169323,-1.17E-03,,,,,,,,
2517.5,1365.41,-0.16,0.38,0.22,-0.54,1365.705553,-0.295552736,,,-0.107667028,0.117667028,,,0.411627758,0.018372242,,,,,,,,
2522.5,1365.51,-0.06,0.41,0.35,-0.47,1365.701295,-0.191295168,,,-0.104854191,0.204854191,,,0.412096326,0.047903674,,,,,,,,
2527.5,1365.69,0.12,0.46,0.58,-0.34,1365.697083,-7.08E-03,,,-0.101941107,0.281941107,,,0.412571078,0.067428922,,,,,,,,
2532.5,1365.86,0.29,0.52,0.81,-0.23,1365.692934,0.167065751,,,-0.098804973,0.318804973,,,0.413048402,0.076951598,,,,,,,,
2537.5,1365.97,0.4,0.56,0.96,-0.16,1365.68879,0.281209593,,,-0.095594462,0.295594462,,,0.413520627,0.076479373,,,,,,,,
2542.5,1366.01,0.44,0.57,1.01,-0.13,1365.684689,0.325311398,,,-0.092261278,0.232261278,,,0.413984686,0.056015314,,,,,,,,
2547.5,1366.04,0.47,0.58,1.05,-0.11,1365.68065,0.359350352,,,-0.088825994,0.158825994,,,0.414437413,0.035562587,,,,,,,,
2552.5,1366.06,0.49,0.59,1.08,-0.1,1365.676655,0.383344987,,,-0.085235643,0.115235643,,,0.414873365,0.015126635,,,,,,,,
2557.5,1366.07,0.5,0.59,1.09,-0.09,1365.672685,0.39731533,,,-0.081549459,0.111549459,,,0.415288668,0.014711332,,,,,,,,
2562.5,1366.03,0.46,0.58,1.04,-0.12,1365.668743,0.36125681,,,-0.077779263,0.117779263,,,0.415681262,0.024318738,,,,,,,,
2567.5,1365.94,0.37,0.55,0.92,-0.18,1365.664819,0.275180549,,,-0.073902291,0.123902291,,,0.416048042,0.023951958,,,,,,,,
2572.5,1365.84,0.27,0.51,0.78,-0.24,1365.660904,0.179095826,,,-0.069981012,0.119981012,,,0.416383768,0.023616232,,,,,,,,
2577.5,1365.78,0.21,0.49,0.7,-0.28,1365.656983,0.123016574,,,-0.066034262,0.126034262,,,0.41668607,0.02331393,,,,,,,,
2582.5,1365.75,0.18,0.48,0.66,-0.3,1365.653036,0.096963628,,,-0.062104085,0.162104085,,,0.416947827,0.033052173,,,,,,,,
2587.5,1365.74,0.17,0.48,0.65,-0.31,1365.649074,0.090926014,,,-0.058232498,0.188232498,,,0.417166175,0.042833825,,,,,,,,
2592.5,1365.75,0.18,0.48,0.66,-0.3,1365.645104,0.104895591,,,-0.054453764,0.174453764,,,0.417336756,0.042663244,,,,,,,,
2597.5,1365.79,0.22,0.5,0.72,-0.28,1365.641182,0.148818444,,,-0.050795859,0.110795859,,,0.41745633,0.02254367,,,,,,,,
2602.5,1365.87,0.3,0.52,0.82,-0.22,1365.63727,0.232730313,,,-0.047313055,7.31E-03,,,0.417523401,-7.52E-03,,,,,,,,
2607.5,1365.96,0.39,0.55,0.94,-0.16,1365.633566,0.326433623,,,-0.044040573,-0.085959427,,,0.417537335,-0.027537335,,,,,,,,
2612.5,1365.98,0.41,0.56,0.97,-0.15,1365.630398,0.349601705,,,-0.041013997,-0.138986003,,,0.417497116,-0.047497116,,,,,,,,
2617.5,1365.9,0.33,0.53,0.86,-0.2,1365.628187,0.271813331,,,-0.038260579,-0.161739421,,,0.417403248,-0.047403248,,,,,,,,
2622.5,1365.69,0.12,0.46,0.58,-0.34,1365.628497,0.061503485,,,-0.035806839,-0.184193161,,,0.417255293,-0.047255293,,,,,,,,
2627.5,1365.43,-0.14,0.39,0.25,-0.53,1365.648846,-0.218845514,,,-0.03366033,-0.24633967,,,0.417053405,-0.067053405,,,,,,,,
2632.5,1365.22,-0.35,0.35,0,-0.7,1365.584859,-0.364859027,,,-0.031834141,-0.318165859,,,0.416798203,-0.076798203,,,,,,,,
2637.5,1365.16,-0.41,0.34,-0.07,-0.75,1365.596708,-0.436707691,,,-0.030329629,-0.329670371,,,0.416491226,-0.076491226,,,,,,,,
2642.5,1365.24,-0.33,0.35,0.02,-0.68,1365.579499,-0.33949878,,,-0.029151692,-0.250848308,,,0.416135647,-0.066135647,,,,,,,,
2647.5,1365.39,-0.18,0.38,0.2,-0.56,1365.578052,-0.188052036,,,-0.028312974,-0.131687026,,,0.415734074,-0.035734074,,,,,,,,
2652.5,1365.56,-0.01,0.42,0.41,-0.43,1365.57545,-0.015450051,,,-0.027822122,-0.042177878,,,0.41528893,-0.01528893,,,,,,,,
2657.5,1365.75,0.18,0.48,0.66,-0.3,1365.571742,0.17825821,,,-0.027683048,7.68E-03,,,0.414803157,5.20E-03,,,,,,,,
2662.5,1365.91,0.34,0.54,0.88,-0.2,1365.566935,0.343064717,,,-0.02789919,0.01789919,,,0.414281444,5.72E-03,,,,,,,,
2667.5,1366,0.43,0.57,1,-0.14,1365.56124,0.438759799,,,-0.028475499,0.028475499,,,0.413725986,6.27E-03,,,,,,,,
2672.5,1365.97,0.4,0.56,0.96,-0.16,1365.555735,0.414264736,,,-0.02941871,0.06941871,,,0.413140524,0.026859476,,,,,,,,
2677.5,1365.79,0.22,0.5,0.72,-0.28,1365.549953,0.240046846,,,-0.030733347,0.130733347,,,0.412527289,0.037472711,,,,,,,,
2682.5,1365.52,-0.05,0.41,0.36,-0.46,1365.544255,-0.024255362,,,-0.0324153,0.2124153,,,0.411888389,0.068111611,,,,,,,,
2687.5,1365.25,-0.32,0.35,0.03,-0.67,1365.538313,-0.288312572,,,-0.03445756,0.29445756,,,0.411225272,0.098774728,,,,,,,,
2692.5,1365.09,-0.48,0.34,-0.14,-0.82,1365.532312,-0.442312162,,,-0.036871006,0.336871006,,,0.410546293,0.109453707,,,,,,,,
2697.5,1365.09,-0.48,0.34,-0.14,-0.82,1365.526248,-0.436247507,,,-0.039640384,0.309640384,,,0.409851631,0.100148369,,,,,,,,
2702.5,1365.14,-0.43,0.34,-0.09,-0.77,1365.520161,-0.380161141,,,-0.042750065,0.182750065,,,0.409144864,0.060855136,,,,,,,,
2707.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.514029,-0.344028895,,,-0.046219051,-0.023780949,,,0.408430311,-8.43E-03,,,,,,,,
2712.5,1365.16,-0.41,0.34,-0.07,-0.75,1365.508072,-0.348071835,,,-0.050012843,-0.209987157,,,0.40770939,-0.04770939,,,,,,,,
2717.5,1365.15,-0.42,0.34,-0.08,-0.76,1365.502237,-0.352237355,,,-0.054120471,-0.275879529,,,0.406987244,-0.056987244,,,,,,,,
2722.5,1365.17,-0.4,0.34,-0.06,-0.74,1365.496498,-0.326497975,,,-0.058550231,-0.191449769,,,0.406267307,-0.046267307,,,,,,,,
2727.5,1365.18,-0.39,0.34,-0.05,-0.73,1365.490888,-0.310887616,,,-0.063273132,-0.056726868,,,0.405554245,-0.015554245,,,,,,,,
2732.5,1365.16,-0.41,0.34,-0.07,-0.75,1365.485462,-0.325461678,,,-0.068279661,0.028279661,,,0.404866921,5.13E-03,,,,,,,,
2737.5,1365.08,-0.49,0.34,-0.15,-0.83,1365.480247,-0.400247317,,,-0.073545234,0.023545234,,,0.404217997,5.78E-03,,,,,,,,
2742.5,1365,-0.57,0.35,-0.22,-0.92,1365.475267,-0.475266961,,,-0.079056252,-0.040943748,,,0.403710204,-0.013710204,,,,,,,,
2747.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.470543,-0.520543405,,,-0.084796434,-0.075203566,,,0.403463974,-0.023463974,,,,,,,,
2752.5,1364.94,-0.63,0.37,-0.26,-1,1365.466078,-0.526077572,,,-0.090739065,-0.049260935,,,0.401712817,-0.011712817,,,,,,,,
2757.5,1364.92,-0.65,0.38,-0.27,-1.03,1365.461909,-0.541908829,,,-0.096865124,0.046865124,,,0.394732487,0.015267513,,,,,,,,
2762.5,1364.88,-0.69,0.4,-0.29,-1.09,1365.458027,-0.578027319,,,-0.103136643,0.143136643,,,0.391401748,0.048598252,,,,,,,,
2767.5,1364.87,-0.7,0.41,-0.29,-1.11,1365.454478,-0.584477846,,,-0.109555296,0.169555296,,,0.392115293,0.047884707,,,,,,,,
2772.5,1364.95,-0.62,0.37,-0.25,-0.99,1365.451238,-0.501238404,,,-0.116061565,0.106061565,,,0.395703413,0.024296587,,,,,,,,
2777.5,1365.1,-0.47,0.34,-0.13,-0.81,1365.448301,-0.348300703,,,-0.12263862,-0.03736138,,,0.396094167,-0.016094167,,,,,,,,
2782.5,1365.26,-0.31,0.35,0.04,-0.66,1365.44568,-0.18567954,,,-0.129282338,-0.170717662,,,0.395769036,-0.045769036,,,,,,,,
2787.5,1365.39,-0.18,0.37,0.19,-0.55,1365.443357,-0.053357448,,,-0.135910789,-0.194089211,,,0.395205417,-0.045205417,,,,,,,,
2792.5,1365.46,-0.11,0.39,0.28,-0.5,1365.441328,0.018671893,,,-0.142491773,-0.077508227,,,0.394551882,-0.024551882,,,,,,,,
2797.5,1365.49,-0.08,0.4,0.32,-0.48,1365.439584,0.050415978,,,-0.148864579,0.068864579,,,0.393890382,6.11E-03,,,,,,,,
2802.5,1365.52,-0.05,0.41,0.36,-0.46,1365.438115,0.081885063,,,-0.154613802,0.164613802,,,0.393220915,0.036779085,,,,,,,,
2807.5,1365.58,0.01,0.43,0.44,-0.42,1365.436919,0.143080904,,,-0.155125034,0.145125034,,,0.392529866,0.027470134,,,,,,,,
2812.5,1365.67,0.1,0.46,0.56,-0.36,1365.435984,0.234016407,,,-0.176341193,0.076341193,,,0.391840839,-1.84E-03,,,,,,,,
2817.5,1365.82,0.25,0.51,0.76,-0.26,1365.435317,0.38468255,,,-0.183091814,-0.056908186,,,0.391153853,-0.031153853,,,,,,,,
2822.5,1366,0.43,0.57,1,-0.14,1365.434903,0.565096888,,,-0.18958927,-0.17041073,,,0.390466671,-0.050466671,,,,,,,,
2827.5,1366.16,0.59,0.63,1.22,-0.04,1365.434757,0.725242586,,,-0.194848606,-0.225151394,,,0.389788727,-0.049788727,,,,,,,,
2832.5,1366.24,0.67,0.66,1.33,0.01,1365.434865,0.805134858,,,-0.20105463,-0.21894537,,,0.389118535,-0.049118535,,,,,,,,
2837.5,1366.2,0.63,0.65,1.28,-0.02,1365.435218,0.764781608,,,-0.207224879,-0.152775121,,,0.388462179,-0.048462179,,,,,,,,
2842.5,1366.05,0.48,0.59,1.07,-0.11,1365.435826,0.614174427,,,-0.213528945,-0.036471055,,,0.38782217,-0.02782217,,,,,,,,
2847.5,1365.83,0.26,0.51,0.77,-0.25,1365.436675,0.393325213,,,-0.219699485,0.099699485,,,0.387198791,2.80E-03,,,,,,,,
2852.5,1365.65,0.08,0.45,0.53,-0.37,1365.437766,0.212234074,,,-0.225768823,0.185768823,,,0.386588857,0.023411143,,,,,,,,
2857.5,1365.59,0.02,0.43,0.45,-0.41,1365.439079,0.150921022,,,-0.231768473,0.211768473,,,0.385995784,0.034004216,,,,,,,,
2862.5,1365.61,0.04,0.44,0.48,-0.4,1365.44063,0.169370045,,,-0.237576556,0.147576556,,,0.38541799,0.01458201,,,,,,,,
2867.5,1365.61,0.04,0.43,0.47,-0.39,1365.442403,0.167597388,,,-0.243258316,0.033258316,,,0.384864398,-0.014864398,,,,,,,,
2872.5,1365.52,-0.05,0.41,0.36,-0.46,1365.4444,0.075600027,,,-0.248769745,-0.081230255,,,0.384332813,-0.034332813,,,,,,,,
2877.5,1365.38,-0.19,0.37,0.18,-0.56,1365.446626,-0.066626149,,,-0.254113501,-0.135886499,,,0.383824763,-0.043824763,,,,,,,,
2882.5,1365.32,-0.25,0.36,0.11,-0.61,1365.449057,-0.129056548,,,-0.259285379,-0.100714621,,,0.383341718,-0.043341718,,,,,,,,
