Depth_cm,Age_BP_Sh20_min,Age_BP_Sh20_max,Age_BP_Sh20_median,Age_BP_Sh20_mean,Mo_TSN,Mo_Ca_Ti,Mo_Fe_Mn,Mo_Br_Ti,Mo_Ti_inc+coh,Mo_Ti_(inc_coh),Cr_TSN,Ca_Ti-Cr,Zr_Ti-Cr,Br_Ti-Cr,S_Ti-Cr,Cr_Ti_inc+coh,Cr_Ti_inc_coh
32.8,6938.91,7239.75,7068.18,7077.06,0.441082085,0.204767976,2.449883001,-0.437483843,-1.541860266,2.111504208,0.427547405,0.25907455,-1.29791676,NA,-1.467847711,-0.672872732,3.237555958
32.9,6947.25,7245.89,7078.62,7087.06,0.450944134,0.322475591,2.087903419,-0.735455355,-1.580255605,2.052306624,0.421647471,0.235204408,-1.580240508,-1.207328505,-1.747731596,-0.706260871,3.218848489
33,6955.35,7253.86,7088.64,7097.06,0.587285728,0.301649974,2.060081803,-0.807671542,-1.346967371,2.271535005,0.497350205,0.30072462,NA,-1.22882387,NA,-0.599917842,3.289695189
33.1,6963.77,7263.48,7100.09,7107.07,0.616141839,0.277025758,2.274631157,-1.141275533,-1.359905491,2.280502477,0.566823663,0.30062301,-1.593839661,-2.312405221,-1.813564717,-0.503785072,3.527392569
33.2,6971.95,7272.45,7111.02,7117.07,0.630010418,0.31765439,2.193384499,NA,-1.289828345,2.356740689,0.56680367,0.298096288,-1.677407323,NA,-2.161368002,-0.491936416,3.508221687
33.3,6979.03,7282.85,7123.25,7127.07,0.627409854,0.205554806,2.062703917,-1.050369304,-1.279879891,2.388945374,0.60769898,0.378619092,-1.597175384,-1.8345363,-1.886924369,-0.491240504,3.330773845
33.4,6984.59,7296.26,7135.79,7137.07,0.493145708,0.232441823,1.892997726,NA,-1.548336329,2.130133453,0.550465865,0.265241573,-1.604316072,-2.616550528,-1.558558581,-0.52310371,3.449322864
33.5,6990.55,7309.02,7147.85,7147.07,0.528896334,0.246609569,2.087319543,NA,-1.413183438,2.231869393,0.485545744,0.231676197,-1.606340798,NA,-1.697148212,-0.607001512,3.322193236
33.6,6995.17,7321.07,7159.16,7157.07,0.533620854,0.305543862,2.103865001,NA,-1.414923484,2.247990006,0.5050248,0.196999796,-1.616827865,-1.346611817,-1.911949001,-0.518805715,3.553812083
33.7,6998.98,7336.34,7169.78,7167.07,0.518249266,0.184278263,2.479781306,-0.662917822,-1.473775879,2.1409214,0.534505336,0.267256275,-1.744506343,NA,-1.65879423,-0.518117308,3.495997656
33.8,7004.57,7349.28,7181.81,7177.07,0.535601997,0.191268033,2.117477527,-0.910216219,-1.419869143,2.19808087,0.512452203,0.184402535,-1.494542058,-2.350776464,-1.467889863,-0.528684347,3.466136851
33.9,7010.71,7363.15,7191.55,7187.07,0.563368122,0.22750739,2.163235938,-0.926658988,-1.432913825,2.202771199,0.514821893,0.288807837,-2.350678652,NA,-1.370422711,-0.631843836,3.286531858
34,7014.01,7380.94,7203.07,7197.07,0.581173176,0.192456966,2.387246455,-1.512550993,-1.366602253,2.269365426,0.432811849,0.208649619,-1.742882171,-1.936702197,-1.603003085,-0.643652464,3.550851711
34.1,7028.91,7382.81,7208.82,7203.79,0.623095197,0.163978267,2.041159185,NA,-1.338010463,2.319666186,0.544609369,0.250137613,-1.732537352,-2.158506084,-1.661181443,-0.517751924,3.663910436
34.2,7039.61,7384.72,7215.28,7210.51,0.639154583,0.236789099,2.31393078,-0.823908741,-1.307822765,2.33286965,0.542107711,0.226841908,-1.487138375,NA,-1.528893124,-0.492523793,3.537105331
34.3,7054.65,7387.39,7220.31,7217.23,0.655333237,0.265438687,2.077389158,NA,-1.28749417,2.344886283,0.580489808,0.278217319,-1.679593059,-2.007775301,-1.423590033,-0.474498779,3.528220808
34.4,7068.9,7390.26,7226.05,7223.94,0.630807591,0.273605838,2.032254336,NA,-1.296501472,2.341013596,0.58989104,0.357014313,-1.636323195,NA,-1.244914054,-0.477769716,3.62115241
34.5,7082.41,7393.31,7232.21,7230.66,0.638380022,0.363141112,2.01887829,-1.205778652,-1.266410423,2.356255129,0.614272388,0.332146531,-1.676898256,-2.657875019,-1.366252492,-0.388731617,3.684225418
34.6,7094.81,7397.12,7238.21,7237.38,0.641396822,0.28082661,2.269225134,NA,-1.273386093,2.321297297,0.600256374,0.382257364,-1.658218846,-2.455675251,-1.216034569,-0.482070533,3.635193552
34.7,7108.15,7401.14,7244.16,7244.1,0.657059478,0.279366795,2.049388324,-1.661302907,-1.378538127,2.264935746,0.557059669,0.290319138,-1.495544338,NA,-1.301724312,-0.537275812,3.553682981
34.8,7121.04,7403.89,7250.09,7250.81,0.600904323,0.236992088,2.136390015,NA,-1.47234745,2.204637475,0.538042934,0.28014755,-1.980003372,-1.732848757,-1.1626584,-0.556428804,3.507611259
34.9,7133.81,7405.89,7257,7257.53,0.505034184,0.241120631,2.185188216,NA,-1.599469472,2.099147006,0.505984062,0.20320664,-1.7492111,NA,-1.215808395,-0.577626947,3.562985427
35,7141.22,7408.87,7262.56,7264.25,0.435876295,0.242187325,2.045354917,-1.122960171,-1.639695663,2.025326107,0.431673119,0.222683932,-2.238464297,-2.141554284,-0.92494859,-0.730601989,3.323319628
35.1,7149.43,7413.22,7267.84,7270.97,0.470966879,0.112918166,2.593368125,-0.704833278,-1.57280931,2.105810401,0.417729964,0.207734934,-1.566241023,NA,-1.14941567,-0.74676644,3.363378318
35.2,7159.04,7417.97,7273.99,7277.68,0.454832777,0.222466523,2.170787378,-0.868922723,-1.568514895,2.147310998,0.438825379,0.133608294,-1.47045768,-1.255091058,-1.434460026,-0.652304138,3.354364109
35.3,7169.65,7420.99,7280.59,7284.4,0.414471728,0.155731991,2.137696097,NA,-1.565108314,2.150272147,0.439065545,0.186358746,-1.922206277,-1.894177554,-1.288737822,-0.627777334,3.302803077
35.4,7178.67,7424.85,7287.76,7291.12,0.316837154,0.215408059,2.023410759,-0.425234506,-1.785871597,1.920052177,0.423470094,0.173691836,-1.630487699,-2.29666519,-1.258876629,-0.644620318,3.179860797
35.5,7182.24,7426.77,7294.2,7297.83,0.345863672,0.192381579,2.029872066,-0.302189661,-1.783026486,1.889423533,0.37079167,0.22645975,-1.427613606,-1.065211923,-1.103919626,-0.82593208,3.04593844
35.6,7188.22,7430.22,7300.84,7304.55,0.434651159,0.222055016,1.971897972,-0.655799147,-1.684090204,1.965541099,0.343220075,0.237886415,-1.398822422,NA,-1.059084724,-0.915580457,3.022163352
35.7,7194.2,7433.89,7307.86,7311.27,0.508969561,0.219736125,2.562486517,-1.192974089,-1.472556196,2.15278122,0.408008603,0.218533989,-1.886281779,-1.322010349,-1.234860173,-0.717984285,3.261957267
35.8,7197.97,7438.4,7314.61,7317.99,0.572565357,0.286328892,2.302805761,-1.059094684,-1.284597571,2.292243776,0.519523975,0.309091176,-1.838499276,NA,-1.465382851,-0.557215313,3.378308828
35.9,7202.15,7444.56,7320.99,7324.7,0.683171903,0.399699476,2.021598047,NA,-1.201245558,2.353102462,0.628561651,0.35017368,-1.842331824,-1.880120385,-1.547375976,-0.384053244,3.432317438
36,7205.53,7450.94,7327.66,7331.42,0.659722184,0.400571065,1.997970914,NA,-1.222651194,2.427084823,0.687075282,0.435683994,-1.393946808,NA,-1.573734213,-0.342584736,3.645918146
36.1,7207.53,7452.39,7329.6,7333.29,0.639382387,0.400564152,1.928711396,NA,-1.28363488,2.379939772,0.675667715,0.409331035,-1.733875995,NA,-1.77593734,-0.318847536,3.654686646
36.2,7209.45,7453.45,7331.28,7335.16,0.567869202,0.231548354,2.199149283,NA,-1.401154638,2.263874062,0.593437305,0.400296889,-1.815836816,NA,-1.134154447,-0.505069036,3.420930262
36.3,7212.81,7454.87,7332.84,7337.04,0.485398776,0.318758763,2.240884395,-0.45995323,-1.735517342,1.957588183,0.536619372,0.253322564,-1.612783857,NA,-1.072531015,-0.564840971,3.339506684
36.4,7215.73,7456.48,7334.58,7338.91,0.399905145,0.148387728,2.298104185,-0.128204124,-1.791958596,1.910429593,0.471006523,0.239176282,NA,-1.431099996,-0.78991857,-0.732618461,3.228834902
36.5,7218.36,7456.99,7336.88,7340.78,0.373136417,-0.048388861,2.33486897,-0.637060655,-1.588100882,2.119098335,0.424439348,0.130691805,-2.244389589,-1.321994446,-0.963562979,-0.702910429,3.255726716
36.6,7221,7458.61,7338.74,7342.65,0.342713935,0.065210304,2.317167574,-0.430031386,-1.838162876,1.885446205,0.427012716,-0.019602577,-1.937092173,NA,-1.240762265,-0.54090556,3.399841863
36.7,7222.75,7460.31,7340.32,7344.52,0.399507823,0.200799523,2.267551511,-0.236089189,-1.957996694,1.754447374,0.375460134,0.147633391,-1.626883575,-1.879608891,-0.853011123,-0.892249238,3.115036293
36.8,7224.09,7461.95,7342.17,7346.39,0.375064874,0.170817184,2.298322745,-0.42798965,-1.837901309,1.875875585,0.378424516,0.122815885,-1.570497155,-1.131939295,-0.983601105,-0.828021527,3.214615126
36.9,7225.38,7463.63,7343.87,7348.26,0.343127878,0.102174253,2.261456914,-0.470550865,-1.89081959,1.842684907,0.362904959,0.158415947,-1.375743809,-1.038196979,-0.852865063,-0.931564524,3.139879746
37,7226.74,7465.27,7345.87,7350.14,0.349507662,0.20854708,1.932840705,-0.172545978,-1.922189245,1.784900458,0.350570188,0.124649303,NA,-0.966865678,-1.072576971,-0.882576487,3.096226159
37.1,7228.61,7467.93,7347.97,7352.01,0.395454104,0.127068381,2.417149025,-0.339262394,-1.861178523,1.865765989,0.376159018,0.129172485,-1.763427994,-1.349975819,-0.744122838,-0.919700948,3.042185611
37.2,7230.8,7470.27,7349.75,7353.88,0.372971318,0.16792247,2.335574174,0.010658068,-1.912215453,1.804413176,0.348529512,0.189843752,-1.157264402,-1.275672271,-0.755394099,-1.005496824,2.952721054
37.3,7232.64,7472.48,7351.27,7355.75,0.321229784,0.123189663,2.385252614,-0.02000394,-1.899760701,1.804965928,0.352798745,0.189195487,-1.194751171,-1.807535028,-0.820763294,-0.975259972,2.947254496
37.4,7234.19,7473.81,7353.09,7357.62,0.304588283,0.117799488,2.217037958,-0.267722814,-1.947049938,1.730447314,0.334659019,0.21674149,-1.078275522,-0.829077165,-0.860791578,-1.02153456,2.906721957
37.5,7235.67,7475.32,7355.27,7359.49,0.328306399,0.209582878,2.212091058,-0.392477113,-2.013157344,1.69675147,0.329571079,0.124422395,-1.378563063,-1.388547284,-0.988591984,-0.990737148,2.895969768
37.6,7237.14,7476.62,7357.49,7361.36,0.338558653,0.23997603,2.292532957,-0.071419481,-2.005728909,1.681341081,0.332495497,0.301235384,-1.43301038,NA,-0.8254179,-1.030231579,2.943052525
37.7,7238.6,7478.15,7359.63,7363.24,0.328224761,0.229000467,2.172516152,-0.016705694,-1.959509382,1.729757694,0.361335894,0.275852435,-1.603264692,-1.271200463,-0.825113442,-0.984861706,2.93225837
37.8,7240.4,7480.41,7361.65,7365.11,0.295112021,0.118232715,1.977557767,-0.177494473,-1.87963224,1.809078848,0.378628255,0.221221911,-1.141972076,-0.940878548,-0.843361554,-0.884878838,3.070623092
37.9,7243.28,7483.33,7363.54,7366.98,0.329422791,0.09146343,2.397758173,-0.057807885,-1.8429757,1.842694349,0.35681199,0.1690907,-1.37606444,-1.751728053,-0.992060209,-0.849426214,3.058323341
38,7245.14,7485.12,7365.5,7368.85,0.323251671,0.220108088,1.999897074,0.003460532,-1.982452151,1.730541998,0.38337356,0.177503026,-1.767155866,-1.394769962,-1.002126293,-0.795009496,3.255917575
38.1,7247.17,7487.51,7366.9,7370.5,0.379843429,0.227521979,2.178049207,0.036031805,-1.912473974,1.813413061,0.426882716,0.217304006,-2.376120526,-1.722908012,-1.123874475,-0.727084345,3.302501743
38.2,7249.33,7488.39,7368.67,7372.15,0.349405678,0.203323842,2.514846944,-0.130811278,-1.922818579,1.778020279,0.382486751,0.257847934,-1.767830237,-1.508192926,-0.731855016,-0.966351121,2.851431058
38.3,7250.92,7489.34,7370.16,7373.8,0.34215579,0.281227213,2.724631995,-0.20479383,-1.981288189,1.738009016,0.378573075,0.312741612,-1.583820161,-2.473121863,-0.763427994,-0.934523934,2.986023556
38.4,7252.9,7490.02,7372.12,7375.45,0.35254411,0.270788468,2.041136237,0.13170208,-2.048678645,1.672548447,0.35535829,0.309761917,-1.371067862,-1.361308025,-0.856158047,-1.038903665,2.946254192
38.5,7254.04,7491.17,7373.84,7377.1,0.359017581,0.246545883,3.069233617,-0.095017659,-2.036259203,1.67699443,0.349516551,0.239052936,-1.68908677,-1.263118038,-0.715189573,-1.005299032,2.937502695
38.6,7255.61,7492.15,7375.35,7378.75,0.332706986,0.224675738,2.195590036,-0.190508997,-1.982603474,1.703347561,0.344583227,0.27161287,-1.372049763,-1.8136987,-0.738796251,-1.019373379,2.963246394
38.7,7258.37,7494.13,7376.96,7380.4,0.327034104,0.213233067,2.019106054,-0.204119983,-2.016884174,1.678457677,0.335011286,0.254641263,-1.070748079,NA,-0.855632712,-1.045416734,2.832156559
38.8,7259.94,7496.04,7378.1,7382.05,0.37937251,0.088391905,3.036005747,-0.382267889,-1.793254934,1.901242764,0.329470972,0.271122562,-1.347134783,NA,-0.855773089,-1.012738627,2.953135257
38.9,7261.15,7497.53,7379.55,7383.7,0.397353458,0.085776446,2.195489087,-1.142907048,-1.747340473,1.922921204,0.367420418,0.18447844,NA,-1.376935779,-0.997912759,-0.889658302,3.076905608
39,7262.32,7500.42,7381.25,7385.35,0.396274837,0.135368265,2.270655074,-0.667000798,-1.717181053,1.968331762,0.377511532,0.205038477,-1.427093981,NA,-0.961038152,-0.888955529,3.149549238
39.1,7264.15,7502.62,7382.92,7387,0.393300635,0.354960375,2.387052129,-0.159261051,-1.8501973,1.867391771,0.408171258,0.304750498,-1.415836471,-1.103717503,-1.014911609,-0.856765266,3.120737158
39.2,7264.99,7504.61,7384.41,7388.65,0.339049936,0.25019298,2.172845452,-0.235528447,-1.958634247,1.739638602,0.387570119,0.422309953,-1.305424244,-1.055086956,-0.923987911,-0.935082698,3.018567617
39.3,7266.08,7506.54,7385.83,7390.3,0.379338611,0.209931385,2.271003459,-0.23924506,-1.785133511,1.92291647,0.360587095,0.230022625,-1.608085349,-1.583261765,-0.969302551,-0.898101227,3.035533483
39.4,7267.85,7509.04,7388.14,7391.95,0.308741095,0.230622674,2.277150614,-0.3819875,-1.936947793,1.77466433,0.368151696,0.304770712,-1.536618557,-1.069962736,-0.916829798,-0.908429358,3.071465507
39.5,7270.54,7511.27,7389.36,7393.6,0.340105735,0.282006758,2.265360726,-0.214161921,-1.938680519,1.78029517,0.324670272,0.321657903,-1.667249869,-1.24364787,-0.885962905,-1.025711938,2.861834722
39.6,7273.55,7513.34,7391.18,7395.25,0.311177586,0.195184201,2.517173897,-0.029005764,-1.83868994,1.872976974,0.336638317,0.260316882,-1.264105918,-1.411425434,-1.016839068,-0.945629383,3.123317778
39.7,7275.78,7515.45,7393.26,7396.9,0.261413978,0.300170857,1.949709394,-0.647245666,-1.981555402,1.703333284,0.313615702,0.324234779,NA,-1.850821213,-0.77684116,-1.039799381,2.783910881
39.8,7277.96,7517.9,7395.41,7398.55,0.318298382,0.213646265,1.962626833,-0.137253255,-1.889735329,1.787016932,0.33829433,0.235044673,-2.010916414,-1.074585494,-0.900020755,-0.949900173,2.927622406
39.9,7280.68,7518.91,7397.03,7400.2,0.256240892,0.27098382,2.247200647,0.141458158,-2.129317592,1.587522016,0.329244487,0.283292709,-1.683701836,NA,-1.034898441,-0.99580865,2.89634055
40,7282.31,7521.56,7398.89,7401.85,0.305643634,0.216470421,2.371539888,-0.011852827,-1.983782368,1.710927483,0.316560944,0.27518648,-1.026551027,-0.933434003,-1.031297462,-1.032790091,2.893002636
40.1,7284.94,7522.24,7400.21,7403.49,0.32262227,0.217882562,2.154913464,-0.201495839,-1.956866653,1.727845519,0.331695652,0.26914766,-1.482516287,-0.861859807,-1.106852673,-1.011603507,2.894722602
40.2,7286.68,7523.73,7402.23,7405.13,0.318005034,0.05915534,2.489596919,-0.284570551,-2.021774709,1.690597929,0.342452765,0.174374678,-1.406700822,-1.432006687,-1.077898248,-0.941309978,2.99462631
40.3,7287.6,7525.5,7404.07,7406.76,0.328645271,0.100115153,2.287953475,-0.282424751,-1.922185287,1.790080618,0.335623784,0.199458621,-1.525044807,-1.589985614,-1.0094653,-1.00884018,2.997389493
40.4,7288.66,7527.93,7405.26,7408.4,0.351964982,0.032384773,2.006137465,-0.260912772,-1.892184398,1.798589721,0.318964834,0.222546785,-1.543680108,NA,-1.089788694,-1.052985699,2.948486653
40.5,7289.38,7530.29,7406.96,7410.04,0.336433963,0.276431435,1.920389278,0.118190407,-2.005475331,1.668739596,0.341773153,0.227029262,-2.352182518,-1.216519916,-1.081115746,-0.967651961,3.055775963
40.6,7289.65,7532.05,7408.69,7411.67,0.319045221,0.16557514,1.994892512,0.035879571,-2.03883494,1.66354615,0.357892633,0.270379221,NA,-0.821694831,-1.069668097,-0.934997136,2.976681032
40.7,7291.99,7533.12,7410.87,7413.31,0.311552635,0.11549718,2.001725512,-0.129633858,-1.938569936,1.780274348,0.340085936,0.177163856,-1.953598633,-1.899240971,-1.284591852,-0.910833334,3.060073075
40.8,7295.64,7535.07,7412.53,7414.95,0.3272828,0.1775365,1.992583218,-0.251811973,-2.088082907,1.61384541,0.361548455,0.223805034,NA,-1.470312467,-1.145801376,-0.920033766,3.100498642
40.9,7297.68,7536.78,7414.1,7416.58,0.308889207,0.095404658,2.027954812,-0.497110015,-1.953808165,1.769862017,0.3189043,0.226002459,-1.551213819,-1.318299643,-1.16176192,-1.055410218,2.882829051
41,7298.81,7538.55,7416,7418.22,0.293120918,0.150155525,2.237440502,-0.330319372,-1.840044695,1.895749342,0.321938,0.204239805,-1.300710544,-1.219405604,-1.065033595,-0.97137007,3.008459921
41.1,7300.28,7540.35,7417.35,7419.86,0.285599134,0.258705681,1.993727739,NA,-1.949198261,1.751131417,0.333598112,0.304591428,NA,-1.576222164,-1.021586823,-0.951940668,2.880212546
41.2,7301.58,7542.78,7419.18,7421.5,0.295898914,0.244067427,2.129920579,-0.293875065,-1.925788207,1.787111979,0.333838289,0.274896114,-1.631521816,-1.842375182,-1.064223931,-1.005004655,2.911413639
41.3,7302.81,7545.25,7420.47,7423.13,0.299963247,0.224843896,2.297894442,-0.019988761,-1.93111284,1.772970973,0.305395743,0.18973514,-1.848189117,-1.418840644,-1.496006599,-1.009557872,2.967904816
41.4,7304.13,7547.07,7421.74,7424.77,0.308678279,0.212056549,2.112393959,-0.166236504,-1.905078909,1.794786076,0.303052506,0.225931172,-1.380211242,-1.301029996,-1.182165407,-1.013461435,2.867704201
41.5,7305.98,7549.16,7423.55,7426.41,0.305827284,0.140733004,2.003245055,-0.092243719,-1.868724239,1.813487243,0.299955452,0.229279119,-1.35651326,-1.420630759,-1.047050097,-1.020135251,3.018106927
41.6,7307.62,7550.87,7425.53,7428.04,0.308431243,0.114927437,2.166707989,-0.356864984,-1.789111703,1.890435584,0.294807822,0.212799786,-1.34084055,-1.38659804,-1.213735751,-1.012614034,2.914624823
41.7,7309.42,7553.06,7427.6,7429.68,0.331980574,0.225881693,2.251108126,-0.045335641,-1.843121952,1.858006355,0.291019102,0.243699487,-1.445056941,-1.633047424,-1.481779748,-1.056372437,2.788546534
41.8,7311.13,7554.7,7429.03,7431.32,0.338419631,0.083183989,1.867900169,-0.036474507,-1.81990935,1.90509597,0.348212266,0.227434028,NA,-1.282395505,-1.534207478,-0.883975397,2.950640492
41.9,7312.26,7557.55,7431.12,7432.96,0.338367636,0.164215279,2.041449353,-0.354384668,-1.84421852,1.864797821,0.362460702,0.181596599,-1.73239376,-1.152610163,-1.295701162,-0.856288698,3.227432763
42,7314.12,7558.86,7433.6,7434.59,0.34755691,0.227243782,1.88836673,-0.016599262,-1.85992598,1.837529668,0.359311768,0.202212191,-1.635103192,-1.383760981,-1.27902563,-0.882021346,3.201378046
42.1,7315.56,7559.55,7435.57,7436.19,0.326341381,0.228634739,2.622077105,-0.899683738,-1.970884752,1.717627095,0.321156124,0.200621436,-1.217959362,-1.705673691,-1.285779106,-0.928430218,3.054842166
42.2,7316.79,7560.97,7437.12,7437.78,0.37915004,0.168936328,2.188739902,-0.681241237,-1.741560957,1.948400262,0.346241412,0.232500876,-1.725584972,-1.338195146,-1.164483589,-0.960550587,3.129250766
42.3,7318.13,7561.67,7438.66,7439.38,0.341577395,0.189396726,1.979794717,-0.231608587,-1.775207395,1.921305491,0.353793514,0.24223365,-2.489677292,-1.586587305,-1.269569204,-0.880280316,3.16581564
42.4,7320.07,7562.28,7440.21,7440.97,0.326444315,0.342640154,#DIV/0!,-0.495448636,-1.757634407,1.893028743,0.351160298,0.343424225,-1.322219295,NA,-1.316466966,-0.851976239,3.137553986
42.5,7321.49,7562.97,7441.26,7442.57,0.452601451,0.071722453,2.031673174,-1.069869829,-1.466573828,2.184836563,0.355897112,0.208512938,-2.116797434,NA,-1.683141873,-0.753020774,3.214480811
42.6,7322.92,7564.24,7443.06,7444.17,0.424661148,0.044600913,2.214380177,-0.605151068,-1.535985022,2.11313159,0.444292874,0.146376354,-1.532252371,-2.050766311,-1.470982715,-0.646985963,3.214255158
42.7,7324.82,7565.05,7444.61,7445.76,0.419267006,0.179725544,2.386749216,-0.570396983,-1.626064192,2.04855117,0.393292091,0.153679332,-1.402448296,NA,-1.332812368,-0.755214285,3.091143487
42.8,7326.41,7565.87,7446.36,7447.36,0.384413005,0.132625565,2.458977599,-0.285790029,-1.643518767,2.063667669,0.390133058,0.223063985,NA,-1.552516126,-1.319943511,-0.800550167,3.02890686
42.9,7327.7,7567.07,7447.79,7448.95,0.378532781,0.133021759,2.154534119,-0.541981089,-1.615875078,2.083340491,0.348934904,0.243460537,-1.602388878,-1.458144986,-1.275804778,-0.925436238,2.934148088
43,7328.82,7567.6,7449.5,7450.55,0.380792843,0.181503986,3.029480406,-0.364834885,-1.600940564,2.073683202,0.397099529,0.260999942,-1.266496624,-1.308388785,-1.406675327,-0.804326489,2.992042887
43.1,7329.65,7569.8,7451.33,7452.14,0.40746819,0.178125429,2.100487653,-0.262053678,-1.691484111,2.003865661,0.376723203,0.202248085,-2.221295659,-1.499260351,-1.294205396,-0.741847974,3.027700814
43.2,7330.76,7571.78,7453.22,7453.74,0.401532057,-0.019374063,2.253399442,-0.621434055,-1.560033972,2.112073707,0.366457783,0.208455737,-1.442247433,-1.697519938,-1.102759185,-0.87181495,3.076905742
43.3,7331.95,7572.96,7455.02,7455.33,0.337909021,0.181779014,1.867470203,-0.303490594,-1.684703392,1.926757831,0.387122306,0.201480546,NA,NA,-1.120920121,-0.78648181,3.088778872
43.4,7334.04,7575.91,7456.46,7456.93,0.383599703,0.13026757,2.143983367,-0.678036098,-1.559591409,2.064782534,0.392847182,0.252058036,-1.349277527,NA,-1.252367514,-0.721867763,3.01647364
43.5,7334.8,7577.45,7458.67,7458.52,0.377580791,0.161519245,2.395400755,-0.791515212,-1.624834004,2.047962386,0.420551999,0.282464023,-1.226667727,-1.378316529,-1.317900607,-0.734778348,3.005654296
43.6,7336.09,7578.76,7460.34,7460.12,0.354575378,0.16549058,2.334415813,-0.194976603,-1.680547661,2.020144972,0.380454244,0.237613832,-1.654898161,-1.36486355,-1.16004814,-0.785144615,3.100294191
43.7,7337.89,7580.55,7462.08,7461.72,0.398043697,0.146649085,2.243054163,-0.601330697,-1.579879626,2.120294437,0.393199705,0.327846814,-1.410569817,NA,-1.105994541,-0.835145064,2.977691497
43.8,7339.65,7582.88,7464,7463.31,0.391746897,0.161545543,2.188585149,-0.436978788,-1.640084518,2.025938112,0.431482726,0.230973537,NA,-1.319254816,-1.150988894,-0.681558724,3.217815811
43.9,7340.72,7585.17,7466.32,7464.91,0.398766992,0.248594131,1.918616159,-0.204492928,-1.660014076,2.027276341,0.424417402,0.253504962,-1.449119716,-1.544503209,-0.842496168,-0.749537371,3.111310235
44,7341.46,7588.29,7467.82,7466.5,0.320369132,0.322689056,1.921356701,-1.400414628,-1.778048422,1.893455832,0.423119358,0.337295063,-1.251585325,-1.853645317,-0.872950472,-0.754415385,3.025229105
44.1,7342.75,7589.91,7469.87,7468.23,0.285034485,0.301917217,2.063559546,-0.237522424,-1.687705821,2.0382208,0.409023881,0.334458759,-1.01822482,NA,-1.336513821,-0.728146495,3.116633419
44.2,7343.9,7591.52,7471.8,7469.96,0.272585139,0.192453603,2.470960279,-0.178942842,-1.833477538,1.921924286,0.37841756,0.321974,-1.859052477,-1.509173914,-1.448878012,-0.805723768,3.027999436
44.3,7344.79,7593.3,7473.67,7471.69,0.294457928,0.130258246,2.346899548,-0.273383742,-1.799259632,1.936798396,0.349863537,0.241353188,NA,-1.513279558,-1.169024408,-0.920843535,2.901825124
44.4,7346.47,7594.73,7475.12,7473.41,0.278323146,0.189514232,2.140022111,-0.231033567,-1.76351193,1.954561163,0.320026169,0.342451414,NA,-1.292888693,-1.001266166,-0.970510639,2.872512955
44.5,7348.28,7595.58,7477.13,7475.14,0.329334472,0.214809787,1.873788803,-0.492760389,-1.877734196,1.794389672,0.338538215,0.276923425,-1.742264514,NA,-0.848636655,-0.8795204,2.935557696
44.6,7350.28,7598.47,7478.56,7476.87,0.402364766,0.322602102,2.173803067,-0.442359148,-1.795944353,1.855403433,0.369554675,0.357623512,NA,-1.741020213,-0.629869761,-0.928954895,2.893201871
44.7,7352.54,7600.61,7480.29,7478.6,0.335889896,0.203995739,2.639274504,-0.131278915,-1.692340649,1.968067765,0.392044712,0.363897676,NA,-1.458859938,-0.861078744,-0.841146984,2.993466357
44.8,7356.06,7602.31,7482,7480.33,0.316263552,0.405765346,2.230517345,0.090400898,-1.984694654,1.74131113,0.400955339,0.310400557,NA,-1.255559642,-0.962354984,-0.80961089,3.012075186
44.9,7358.82,7604.68,7483.68,7482.05,0.280989624,0.399422244,2.15145343,-0.319997835,-1.977078425,1.697765469,0.372310412,0.368370775,NA,-1.086415018,-0.835276892,-0.870475296,3.010290847
45,7361.18,7606.04,7485.38,7483.78,0.320947357,0.268845312,1.962520667,-0.046743404,-1.865603474,1.786283459,0.363912868,0.363984971,-1.653763649,-1.799891685,-0.921369889,-0.831795546,3.044879586
45.1,7363.59,7607.22,7487.72,7485.51,0.345062402,0.256031761,2.183360722,-0.184725629,-1.944191128,1.756274847,0.353612209,0.291243147,-1.374476785,-2.40790054,-1.061547566,-0.916258402,2.928410307
45.2,7366.37,7608.41,7489.52,7487.24,0.349698848,0.253605346,2.488513114,-0.236227874,-1.824750307,1.886308459,0.317269132,0.227570934,-1.154387974,-1.976742887,-1.136099189,-0.968303438,2.969490376
45.3,7369.16,7609.59,7491.33,7488.97,0.37207235,0.176420894,2.119772425,-0.55967915,-1.712239224,1.999402691,0.335308884,0.225827515,NA,NA,-1.183846724,-0.903025927,3.08486413
45.4,7371.16,7612.16,7493.31,7490.69,0.380043541,0.193854561,1.881432359,-0.315961711,-1.632584068,2.059817024,0.353145157,0.293765641,-1.456520431,-1.636307835,-1.182049464,-0.892180355,3.005470926
45.5,7372.06,7614.67,7495.58,7492.42,0.36914228,0.268624382,2.089886528,-0.52648287,-1.556621425,2.133625934,0.394278138,0.307671064,-2.496468369,-1.101433351,-1.360805767,-0.766022272,3.221477808
45.6,7374.44,7615.8,7497.62,7494.15,0.370759167,0.161005311,2.548660339,-0.442172556,-1.632263075,2.071195227,0.432894102,0.381823421,-1.942459034,-1.194976603,-1.340399043,-0.720513317,3.22309718
45.7,7375.66,7616.41,7499.56,7495.88,0.377155274,0.175724611,1.90033277,-0.240571238,-1.758279327,1.929001949,0.35073428,0.193497629,-1.48261376,NA,-1.254493501,-0.872158017,2.969667143
