Age_Sh20,TOC_pc,age1,upper95,lower95,0-6ka,age2,plot_at,age_3
5591.752157,0.341055958,,,,,,,
5633.595012,0.370333525,,,,,,,
5675.113885,0.352476887,,,,,,,
5791.005253,0.335348255,,,,,,,
5831.296978,0.306259271,,,,,,,
5877.904373,0.337770395,,,,,,,
5910.933214,0.338054783,,,,,,,
5934.579302,0.398548053,,,,,,,
5982.83266,0.349220001,,,,,,,
6031.899114,0.289565146,,,,,,,
6072.834646,0.4146648,,,,,,,
6109.631266,0.278249921,,,,,,,
6224.48671,0.236825222,,,,,,,
6240.487725,0.20227408,,,,,,,
6701.582754,0.181128292,,,,,,,
6756.278696,0.271925233,,,,,,,
6797.335242,0.345813899,,,,,,,
6788.728342,0.197212782,,,,,,,
6831.568607,0.192652513,,,,,,,
6894.923978,0.201798814,,,,,,,
6932.420535,0.218935642,,,,,,,
6966.454864,0.231114885,,,,,,,
7013.362113,0.316702651,,,,,,,
7068.637084,0.199848245,,,,,,,
7096.441241,0.225806719,,,,,,,
7152.349113,0.256371254,,,,,,,
7172.714019,0.219614774,,,,,,,
7214.980429,0.210160196,,,,,,,
7248.214624,0.322387431,,,,,,,
7259.53081,0.029142837,,,,,,,
7309.03517,0.327999351,,,,,,,
7345.887384,0.376001689,,,,,,,
7391.342576,0.373724838,,,,,,,
7427.223279,0.38775025,,,,,,,
7464.439994,0.372805501,,,,,,,
7502.930388,0.418662271,,,,,,,
7530.60581,0.235224348,,,,,,,
7561.423678,0.24057042,,,,,,,
7939.388609,0.127769796,,,,,,,
7978.77825,0.163784302,,,,,,,
8031.690332,0.080255183,,,,,,,
8035.927098,0.25861346,,,,,,,
8060.48354,0.133049327,,,,,,,
8103.327342,0.159287962,,,,,,,
8139.295869,0.156828508,,,,,,,
8168.703846,0.412741464,,,,,,,
8204.242025,0.259936471,,,,,,,
8228.88945,0.270973916,,,,,,,
8244.944075,0.26844034,,,,,,,
8272.893479,0.257597811,,,,,,,
8295.473176,0.169359925,,,,,,,
8329.476098,0.316488703,,,,,,,
8364.094891,0.085513742,,,,,,,
8370.104036,0.15810692,,,,,,,
8400.455608,0.150872838,,,,,,,
8422.169694,0.17750257,,,,,,,
8473.367621,0.172336088,,,,,,,
8499.267804,0.167283769,,,,,,,
8508.188317,0.130246837,,,,,,,
8559.692387,0.342416921,,,,,,,
8576.077105,0.294885687,,,,,,,
8597.591132,0.392090774,,,,,,,
8613.873784,0.27203144,,,,,,,
8636.19758,0.254822311,,,,,,,
8633.100749,0.280573483,,,,,,,
8657.712553,0.260078914,,,,,,,
8682.457444,0.284892835,,,,,,,
8697.42103,0.260892612,,,,,,,
8717.155605,0.23072443,,,,,,,
8741.480594,0.163831583,,,,,,,
8763.528676,0.425398415,,,,,,,
8760.670611,0.285759086,,,,,,,
8781.977617,0.239420783,,,,,,,
8808.084218,0.163733877,,,,,,,
8819.136357,0.22388212,,,,,,,
8852.260891,0.122358786,,,,,,,
8854.950976,0.372882333,,,,,,,
8877.180045,0.338339408,,,,,,,
8873.645832,0.325276753,,,,,,,
8895.160529,0.275806609,,,,,,,
8914.643823,0.267491656,,,,,,,
8934.29361,0.279618135,,,,,,,
8950.746433,0.26193358,,,,,,,
8957.442293,0.2657333,,,,,,,
8982.277031,0.364212481,,,,,,,
9010.313411,0.336495615,,,,,,,
9061.291737,0.263897704,,,,,,,
9065.361706,0.300083921,,,,,,,
9078.652937,0.282195899,,,,,,,
9099.966012,0.305212104,,,,,,,
9118.729829,0.282332914,,,,,,,
9137.250654,0.292518855,,,,,,,
9153.353843,0.252418188,,,,,,,
9182.894773,0.407776197,,,,,,,
9201.499676,0.307065116,,,,,,,
9212.90085,0.300683667,,,,,,,
9215.345112,0.301886629,,,,,,,
9236.1345,0.349212862,,,,,,,
9256.643756,0.310320772,,,,,,,
9260.713114,0.234060916,,,,,,,
9279.230366,0.290652559,,,,,,,
9292.563308,0.225393433,,,,,,,
9304.469897,0.262194032,,,,,,,
9318.906832,0.259234603,,,,,,,
9333.545321,0.267524055,,,,,,,
9336.781476,0.285343294,,,,,,,
9338.720286,0.392160179,,,,,,,
9378.643265,0.170798617,,,,,,,
9397.509326,0.345999841,,,,,,,
9399.386082,0.261718798,,,,,,,
9487.35835,0.28373667,,,,,,,
