Continent,Country,Region,Location,SiteName,Feature,FeatureID,Type,Interpretation,Latitude,Longitude,Altitude_masl,MapID,Section_depth_m,Core_Depth_cm_as_published,Core_Depth_cm_min,Core_Depth_cm_max,Core_Depth_cm_mid,Material_dated__and_stratigraphic_position,Reference,LabID,ages,ageSds,Dating_method,delta13C_ppm,calCurves,DR,DRerr,Oxcal_v4.4_2020_cal_BP,from,to,%,from,to,%,μ,σ,m,calCurves13,DR13,DRerr13,Oxcal_v4.4_SHCal13_calBP_Marine13_DR791±121,from,to,%,from,to,%,μ,σ,m,Notes
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Long_Lake,Isolation_basin,LONG_AM1,AquaticMoss,Age model construction,-62.205,-58.9671,15,24,NA,24,24,NA,24,Aquatic moss ,Watcham et al 2011 ,SUERC-18933,2087,37,14C,NA,shcal20,NA,NA,R_Date_SUERC-18933,2055,1932,68.3,2101,1895,95.4,2006,55,2008,shcal13,NA,NA,R_Date_SUERC-18933,2059,1932,68.3,2145,1911,95.4,2010,56,2010,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM1,AquaticMoss,Surface living moss,-62.2207,-58.9599,14.5,15,NA,1.5-3,1.5,3,2.25,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,SUERC-22325,-7,1,14C,NA,shcal20,NA,NA,R_Date_SUERC-22325,-6.3,-7.8,68.3,NA,NA,NA,-7.1,1.1,-7,shcal13,NA,NA,R_Date_NA,NA,NA,NA,-6.3,-7.8,68.3,-7.1,1.1,-7,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM2,AquaticMoss,Age model construction,-62.2207,-58.9599,14.5,24,NA,5,5,NA,5,Drepanocladus longifolius aquatic moss ,Watcham et al 2011 ,SUERC-18934,907,37,14C,NA,shcal20,NA,NA,R_Date_SUERC-18934,796,729,68.3,904,680,95.4,777,52,766,shcal13,NA,NA,R_Date_SUERC-18934,797,730,68.3,904,683,95.4,777,50,767,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM3,AquaticMoss,Age model construction,-62.2207,-58.9599,14.5,15,NA,9.5,9.5,NA,9.5,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,Beta-316286,1430,30,14C,NA,shcal20,NA,NA,R_Date_Beta-316286,1312,1280,68.3,1352,1183,95.4,1293,34,1297,shcal13,NA,NA,R_Date_Beta-316286,1310,1280,68.3,1353,1270,95.4,1298,25,1298,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM4,AquaticMoss,Age model construction,-62.2207,-58.9599,14.5,15,NA,20,20,NA,20,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,Beta-316287,3370,30,14C,NA,shcal20,NA,NA,R_Date_Beta-316287,3585,3487,68.3,3685,3458,95.4,3554,55,3548,shcal13,NA,NA,R_Date_Beta-316287,3609,3483,68.3,3640,3459,95.4,3555,52,3559,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM5,AquaticMoss,Age model construction,-62.2207,-58.9599,14.5,15,NA,31,31,NA,31,Campylium polygamum freshwater moss ,Roberts et al 2017 ,Beta-316288,4170,30,14C,NA,shcal20,NA,NA,R_Date_Beta-316288,4812,4578,68.3,4823,4529,95.4,4678,86,4677,shcal13,NA,NA,R_Date_Beta-316288,4809,4573,68.3,4821,4529,95.4,4674,85,4670,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM6,AquaticMoss,Minimum age for end of brackish conditions,-62.2207,-58.9599,14.5,24,NA,32,32,NA,32,Campylium polygamum freshwater moss ,Watcham et al 2011 ,SUERC-18935,4273,37,14C,NA,shcal20,NA,NA,R_Date_SUERC-18935,4855,4655,68.3,4870,4588,95.4,4765,76,4754,shcal13,NA,NA,R_Date_SUERC-18935,4852,4660,68.3,4866,4620,95.4,4760,73,4750,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM7,AquaticMoss,Age model construction,-62.2207,-58.9599,14.5,24,NA,190.5,190.5,NA,190.5,Campylium polygamum freshwater moss ,Watcham et al 2011 ,SUERC-22310,4847,37,14C,NA,shcal20,NA,NA,R_Date_SUERC-22310,5592,5479,68.3,5646,5334,95.4,5527,53,5525,shcal13,NA,NA,R_Date_SUERC-22310,5595,5477,68.3,5641,5333,95.4,5524,56,5521,NA
Antarctica,South Shetland Islands,King George Island ,FildesPeninsula,Yanou_Lake,Isolation_basin,Y_AM8,AquaticMoss,Minimum age of second lake isolation,-62.2207,-58.9599,14.5,24,NA,201,201,NA,201,Campylium polygamum freshwater moss ,Watcham et al 2011 ,SUERC-22311,5051,38,14C,NA,shcal20,NA,NA,R_Date_SUERC-22311,5886,5661,68.3,5898,5606,95.4,5764,80,5753,shcal13,NA,NA,R_Date_SUERC-22311,5873,5660,68.3,5895,5649,95.4,5761,75,5744,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM1,AquaticMoss,Age model construction,-62.2129,-58.94,18,15,NA,0-1,0,1,0.5,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,Beta-338225,-7,1,14C,NA,normal,NA,NA,R_Date_Beta-338225,NA,NA,NA,-6.3,-7.8,95.4,-7.1,1.1,-7,normal,NA,NA,R_Date_95.4,NA,NA,NA,-6.3,-7.8,95.4,-7.1,1.1,-7,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM2,AquaticMoss,Age model construction,-62.2129,-58.94,18,15,NA,9,9,NA,9,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,Beta-338226,860,30,14C,NA,shcal20,NA,NA,R_Date_Beta-338226,762,681,68.3,788,674,95.4,723,30,723,shcal13,NA,NA,R_Date_Beta-338226,743,685,68.3,774,676,95.4,724,28,724,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM3,AquaticMoss,Age model construction,-62.2129,-58.94,18,15,NA,13,13,NA,13,Drepanocladus longifolius aquatic moss ,Roberts et al 2017 ,Beta-338227,1440,40,14C,NA,shcal20,NA,NA,R_Date_Beta-338227,1349,1278,68.3,1370,1181,95.4,1301,42,1304,shcal13,NA,NA,R_Date_Beta-338227,1345,1277,68.3,1370,1190,95.4,1306,34,1305,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM4,AquaticMoss,Age model construction,-62.2129,-58.94,18,24,NA,187,187,NA,187,Aquatic moss ,Watcham et al 2011 ,SUERC-22307,4091,36,14C,NA,shcal20,NA,NA,R_Date_SUERC-22307,4778,4438,68.3,4800,4418,95.4,4556,100,4539,shcal13,NA,NA,R_Date_SUERC-22307,4777,4439,68.3,4800,4420,95.4,4545,95,4527,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM5,AquaticMoss,Age model construction,-62.2129,-58.94,18,24,NA,253.5,253.5,NA,253.5,Yellow-green lacustrine algae ,Watcham et al 2011 ,SUERC-22308,4484,38,14C,NA,shcal20,NA,NA,R_Date_SUERC-22308,5276,4969,68.3,5288,4878,95.4,5098,116,5097,shcal13,NA,NA,R_Date_SUERC-22308,5275,4965,68.3,5285,4875,95.4,5084,117,5058,NA
Antarctica,South Shetland Islands,King George Island ,ArdleyIsland,Ardley_Lake,Freshwater_lake,A_AM6,AquaticMoss,Onset of brackish conditions,-62.2129,-58.94,18,24,NA,281,281,NA,281,Yellow-green lacustrine algae ,Watcham et al 2011 ,SUERC-22309,4469,38,14C,NA,shcal20,NA,NA,R_Date_SUERC-22309,5268,4885,68.3,5283,4870,95.4,5070,120,5042,shcal13,NA,NA,R_Date_SUERC-22309,5257,4879,68.3,5280,4868,95.4,5051,118,5022,NA
Antarctica,South Shetland Islands,King George Island ,BartonPeninsula,Lake12,Freshwater_lake,L12_AM1,AquaticMoss,Constraint on ice advance of >200 m,-62.224,-58.7637,102,14,NA,34,34,NA,34,Moss ,Oliva et al 2016b ,Beta-335037,2450,30,14C,NA,shcal20,NA,NA,R_Date_Beta-335037,2662,2355,68.3,2699,2346,95.4,2481,104,2450,shcal13,NA,NA,R_Date_Beta-335037,2485,2355,68.3,2698,2346,95.4,2471,100,2440,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake48,Freshwater_lake,L48_AM1,AquaticMoss,Minimum age for deglaciation,-62.599,-61.1372,120,3,NA,129-136,129,136,132.5,Freshwater moss ,Björck et al 1996 ,Ua-3923,4570,60,14C,NA,shcal20,NA,NA,R_Date Ua-3923,5313,5052,68.3,5445,4967,95.4,5177,115,5169,shcal13,NA,NA,R_Date Ua-3923,5306,5054,68.3,5445,4968,95.4,5171,111,5165,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake9,Freshwater_lake,L9_AM1,AquaticMoss,Minimum age for deglaciation,-62.6549,-61.0034,100,3,NA,70-76,70,76,73,Bulk freshwater sediment ,Björck et al 1996 ,Lu-3466,2830,250,14C,NA,shcal20,NA,NA,R_Date_Lu-3466,3337,2547,68.3,3569,2332,95.4,2937,314,2940,shcal13,NA,NA,R_Date_Lu-3466,3335,2549,68.3,3558,2343,95.4,2938,311,2939,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake29,Freshwater_lake,L29_AM1,AquaticMoss,Minimum age for deglaciation,-62.6396,-61.0624,100,3,NA,64-72,64,72,68,Freshwater moss ,Björck et al 1996 ,Lu-3463,3210,220,14C,NA,shcal20,NA,NA,R_Date_Lu-3463,3686,3077,68.3,3968,2847,95.4,3391,281,3386,shcal13,NA,NA,R_Date_Lu-3463,3640,3076,68.3,3958,2844,95.4,3383,278,3380,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Cerro_Negro_Lake,Freshwater_lake,CN_AM1,AquaticMoss,Age model construction,-62.6543,-60.9924,100,13,NA,4.5,4.5,NA,4.5,Aquatic moss ,Oliva et al 2016a ,ULA-4246,1855,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4246,1747,1705,68.3,1815,1701,95.4,1744,35,1734,shcal13,NA,NA,R_Date_ULA-4246,1784,1710,68.3,1815,1705,95.4,1750,33,1739,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Cerro_Negro_Lake,Freshwater_lake,CN_AM2,AquaticMoss,Age model construction,-62.6543,-60.9924,100,13,NA,16.9,16.9,NA,16.9,Aquatic moss ,Oliva et al 2016a ,ULA-4701,1955,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4701,1882,1833,68.3,1923,1753,95.4,1856,34,1857,shcal13,NA,NA,R_Date_ULA-4701,1883,1835,68.3,1920,1756,95.4,1860,29,1861,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Cerro_Negro_Lake,Freshwater_lake,CN_AM3,AquaticMoss,Age model construction,-62.6543,-60.9924,100,13,NA,31.1,31.1,NA,31.1,Aquatic moss ,Oliva et al 2016a ,ULA-4250,2690,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4250,2777,2745,68.3,2848,2736,95.4,2771,28,2762,shcal13,NA,NA,R_Date_ULA-4250,2771,2748,68.3,2840,2740,95.4,2765,18,2761,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Cerro_Negro_Lake,Freshwater_lake,CN_AM4,AquaticMoss,Onset of organic sedimentation,-62.6543,-60.9924,100,13,NA,41.6,41.6,NA,41.6,Aquatic moss ,Oliva et al 2016a ,ULA-4245,3010,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4245,3207,3075,68.3,3316,3004,95.4,3140,60,3141,shcal13,NA,NA,R_Date_ULA-4245,3175,3075,68.3,3226,3006,95.4,3129,52,3130,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake2,Freshwater_lake,L2_AM1,AquaticMoss,Minimum age for deglaciation,-62.6358,-61.0984,95,13,NA,146.4,146.4,NA,146.4,Aquatic moss ,Oliva et al 2016a ,ULA-4253,4575,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4253,5311,5059,68.3,5316,5051,95.4,5180,86,5159,shcal13,NA,NA,R_Date_ULA-4253,5305,5068,68.3,5311,5053,95.4,5173,80,5155,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake2,Freshwater_lake,L2_AM2,AquaticMoss,Minimum age for deglaciation,-62.6358,-61.0984,95,3,NA,44-50,44,50,47,Freshwater moss ,Björck et al 1996 ,Lu-3144,2830,130,14C,NA,shcal20,NA,NA,R_Date_Lu-3144,3063,2764,68.3,3339,2544,95.4,2946,163,2935,shcal13,NA,NA,R_Date_Lu-3144,3060,2763,68.3,3340,2542,95.4,2940,162,2929,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM1,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,10.9,10.9,NA,10.9,Aquatic moss ,Oliva et al 2016a ,ULA-4650,1485,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4650,1351,1308,68.3,1364,1302,95.4,1333,17,1334,shcal13,NA,NA,R_Date_ULA-4650,1349,1309,68.3,1363,1302,95.4,1332,17,1331,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM2,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,11.1,11.1,NA,11.1,Aquatic moss ,Oliva et al 2016a ,ULA-4256,1605,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4256,1511,1414,68.3,1523,1380,95.4,1458,36,1457,shcal13,NA,NA,R_Date_ULA-4256,1483,1415,68.3,1524,1405,95.4,1458,34,1456,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM3,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,16.2,16.2,NA,16.2,Aquatic moss ,Oliva et al 2016a ,ULA-4651,1830,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4651,1735,1630,68.3,1810,1612,95.4,1697,47,1709,shcal13,NA,NA,R_Date_ULA-4651,1740,1629,68.3,1810,1613,95.4,1705,46,1714,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM4,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,16.8,16.8,NA,16.8,Aquatic moss ,Oliva et al 2016a ,ULA-4704,1810,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4704,1709,1615,68.3,1730,1610,95.4,1662,38,1650,shcal13,NA,NA,R_Date_ULA-4704,1719,1616,68.3,1733,1609,95.4,1667,39,1654,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM5,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,22.5,22.5,NA,22.5,Aquatic moss ,Oliva et al 2016a ,ULA-4248,2010,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4248,1986,1891,68.3,1995,1877,95.4,1931,37,1920,shcal13,NA,NA,R_Date_ULA-4248,1986,1894,68.3,1997,1880,95.4,1931,34,1922,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM6,AquaticMoss,Age model construction,-62.6431,-61.0594,120,13,NA,26.8,26.8,NA,26.8,Aquatic moss ,Oliva et al 2016a ,ULA-4702,2195,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4702,2291,2098,68.3,2304,2059,95.4,2169,79,2129,shcal13,NA,NA,R_Date_ULA-4702,2297,2095,68.3,2305,2062,95.4,2176,72,2150,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM7,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,33,33,NA,33,Aquatic moss ,Oliva et al 2016a ,ULA-4654,2375,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4654,2401,2181,68.3,2463,2156,95.4,2323,78,2344,shcal13,NA,NA,R_Date_ULA-4654,2358,2332,68.3,2434,2311,95.4,2351,31,2347,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM8,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,37.8,37.8,NA,37.8,Aquatic moss ,Oliva et al 2016a ,ULA-4655,2595,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4655,2748,2542,68.3,2754,2499,95.4,2657,82,2707,shcal13,NA,NA,R_Date_ULA-4655,2748,2542,68.3,2752,2500,95.4,2660,83,2710,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM9,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,43.6,43.6,NA,43.6,Aquatic moss ,Oliva et al 2016a ,ULA-4247,2600,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4247,2750,2545,68.3,2755,2500,95.4,2668,81,2716,shcal13,NA,NA,R_Date_ULA-4247,2749,2545,68.3,2754,2501,95.4,2670,81,2718,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM10,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,48.3,48.3,NA,48.3,Aquatic moss ,Oliva et al 2016a ,ULA-4653,2925,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4653,3065,2964,68.3,3153,2886,95.4,3023,57,3021,shcal13,NA,NA,R_Date_ULA-4653,3060,2963,68.3,3141,2890,95.4,3011,52,3009,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM11,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,54.3,54.3,NA,54.3,Aquatic moss ,Oliva et al 2016a ,ULA-4652,3220,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4652,3444,3371,68.3,3450,3354,95.4,3401,31,3400,shcal13,NA,NA,R_Date_ULA-4652,3445,3374,68.3,3455,3352,95.4,3404,31,3403,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM12,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,58.3,58.3,NA,58.3,Aquatic moss ,Oliva et al 2016a ,ULA-4663,3325,25,14C,NA,shcal20,NA,NA,R_Date_ULA-4663,3560,3455,68.3,3574,3408,95.4,3505,43,3506,shcal13,NA,NA,R_Date_ULA-4663,3560,3475,68.3,3587,3410,95.4,3511,41,3511,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM13,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,64.8,64.8,NA,64.8,Aquatic moss ,Oliva et al 2016a ,ULA-4255,3630,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4255,3962,3850,68.3,3982,3831,95.4,3901,47,3898,shcal13,NA,NA,R_Date_ULA-4255,3920,3845,68.3,3972,3834,95.4,3893,40,3889,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM14,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,131.6,131.6,NA,131.6,Aquatic moss ,Oliva et al 2016a ,ULA-4254,3765,15,14C,NA,shcal20,NA,NA,R_Date_ULA-4254,4147,3992,68.3,4219,3981,95.4,4072,58,4076,shcal13,NA,NA,R_Date_ULA-4254,4144,3991,68.3,4149,3983,95.4,4062,52,4058,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM15,AquaticMoss,Age model construction,-62.6431,-61.0594,92,13,NA,138.2,138.2,NA,138.2,Aquatic moss ,Oliva et al 2016a ,ULA-4703,4265,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4703,4850,4657,68.3,4859,4644,95.4,4770,66,4756,shcal13,NA,NA,R_Date_ULA-4703,4845,4711,68.3,4855,4644,95.4,4767,63,4752,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Escondido_Lake,Freshwater_lake,EL_AM16,AquaticMoss,Minimum age for deglaciation,-62.6431,-61.0594,92,13,NA,143.1,143.1,NA,143.1,Aquatic moss ,Oliva et al 2016a ,ULA-4243,4600,20,14C,NA,shcal20,NA,NA,R_Date_ULA-4243,5319,5073,68.3,5439,5052,95.4,5220,102,5241,shcal13,NA,NA,R_Date_ULA-4243,5315,5076,68.3,5433,5054,95.4,5199,93,5163,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Lake_49,Freshwater_lake,L49_AM1,AquaticMoss,Minimum age for deglaciation,-62.6452,-61.0794,80,3,NA,93-100,93,100,96.5,Freshwater moss ,Björck et al 1996 ,Lu-3473,3730,400,14C,NA,shcal20,NA,NA,R_Date_Lu-3473,4575,3489,68.3,5282,3079,95.4,4116,529,4094,shcal13,NA,NA,R_Date_Lu-3473,4779,3496,68.3,5280,3077,95.4,4111,528,4089,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM1,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,13.3-13.5,13.3,13.5,13.4,Aquatic moss ,Toro et al 2013 ,Poz-39062,555,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39062,543,515,68.3,556,501,95.4,531,19,529,shcal13,NA,NA,R_Date_Poz-39062,545,515,68.3,555,504,95.4,531,16,530,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM2,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,19.5-19.7,19.5,19.7,19.6,Aquatic moss ,Toro et al 2013 ,Poz-39063,565,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39063,547,519,68.3,622,503,95.4,536,23,534,shcal13,NA,NA,R_Date_Poz-39063,548,520,68.3,560,503,95.4,536,20,534,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM3,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,24-24.5,24,24.5,24.25,Aquatic moss ,Toro et al 2013 ,Beta-299978,490,30,14C,NA,shcal20,NA,NA,R_Date_Beta-299978,519,493,68.3,539,461,95.4,501,27,505,shcal13,NA,NA,R_Date_Beta-299978,519,494,68.3,538,468,95.4,503,22,506,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM4,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,26.2-26.7,26.2,26.7,26.45,Aquatic moss ,Toro et al 2013 ,Poz-39064,580,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39064,555,520,68.3,626,509,95.4,548,30,541,shcal13,NA,NA,R_Date_Poz-39064,554,523,68.3,626,510,95.4,546,27,541,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM5,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,33.2-33.4,33.2,33.4,33.3,Aquatic moss ,Toro et al 2013 ,Poz-39066,850,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39066,735,680,68.3,767,673,95.4,715,27,713,shcal13,NA,NA,R_Date_Poz-39066,735,684,68.3,767,675,95.4,716,25,715,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM6,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,39-39.7,39,39.7,39.35,Aquatic moss ,Toro et al 2013 ,Poz-39067,1045,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39067,958,816,68.3,960,800,95.4,890,51,906,shcal13,NA,NA,R_Date_Poz-39067,957,821,68.3,963,802,95.4,891,49,908,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM7,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,48.7-49.3,48.7,49.3,49,Aquatic moss ,Toro et al 2013 ,Poz-39068,1280,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39068,1259,1077,68.3,1265,1067,95.4,1154,59,1140,shcal13,NA,NA,R_Date_Poz-39068,1185,1075,68.3,1266,1069,95.4,1157,56,1149,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM8,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,56.4-57,56.4,57,56.7,Aquatic moss ,Toro et al 2013 ,Poz-39070,1445,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39070,1346,1285,68.3,1360,1273,95.4,1308,28,1306,shcal13,NA,NA,R_Date_Poz-39070,1320,1283,68.3,1355,1274,95.4,1310,23,1307,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM9,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,56-57,56,57,56.5,Aquatic moss ,Toro et al 2013 ,Beta-299979,1490,30,14C,NA,shcal20,NA,NA,R_Date_Beta-299979,1354,1309,68.3,1403,1297,95.4,1338,24,1336,shcal13,NA,NA,R_Date_Beta-299979,1354,1309,68.3,1401,1298,95.4,1338,24,1336,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM10,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,65-65.5,65,65.5,65.25,Aquatic moss ,Toro et al 2013 ,Poz-39071,1665,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39071,1565,1429,68.3,1588,1415,95.4,1507,50,1512,shcal13,NA,NA,R_Date_Poz-39071,1567,1434,68.3,1590,1415,95.4,1510,49,1516,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM11,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,75.8-76.4,75.8,76.4,76.1,Aquatic moss ,Toro et al 2013 ,Poz-39072,1990,30,14C,NA,shcal20,NA,NA,R_Date_Poz-39072,1985,1838,68.3,1995,1830,95.4,1904,47,1901,shcal13,NA,NA,R_Date_Poz-39072,1984,1839,68.3,1997,1830,95.4,1904,45,1901,NA
Antarctica,South Shetland Islands,Livingston Island ,ByersPeninsula,Limnopolar_Lake,Freshwater_lake,LNP_AM12,AquaticMoss,Age model construction,-62.6375,-61.1083,80,23,NA,85-85.3,85,85.3,85.15,Aquatic moss ,Toro et al 2013 ,Poz-39073,2150,35,14C,NA,shcal20,NA,NA,R_Date_Poz-39073,2112,2015,68.3,2296,2001,95.4,2086,69,2075,shcal13,NA,NA,R_Date_Poz-39073,2147,2018,68.3,2300,2001,95.4,2098,68,2087,NA
