filename,position_mm,section_depth_mm,strat_depth_cm,sample_surface,validity,E_gain,E_offset,F_slope,F_offset,kcps,MSE,TSN_SUM,Mg_%TSN,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,Cr_inc,Cr_coh,inc&coh,SUM,SUM,SUM&REE,LnK_Ti,LnCa_Ti,LnSr_Ti
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000071.spe,482,142,14.2,6.8,1,0.018551,-0.012284,0.010175,0.119708,8236,1.61,4.750960799,0.014156285,0.038424203,0.916113897,0,0,0.008089306,0.918136224,2.993043197,28.31863776,0.222455913,9.092379874,0.287170361,0.984872998,29.45720757,0.044491183,0,0.151674486,0.252790811,0,0,0,0,0.0687591,1.263954053,0.135495874,0.339750849,0.307393626,0,0.173920078,0.182009384,0.111227957,0.200210322,0.96667206,0.226500566,0,0.244701505,0,0.226500566,0,0.537938845,0.064714448,0.202232648,0,0,0,5.092218088,15.95615596,21.04837405,100,93.88852936,96.85123766,-1.111146025,1.13608348,-1.973191742
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000072.spe,484,144,14.4,6.8,1,0.018551,-0.012284,0.010156,0.119708,7845,1.64,4.471282455,0,0.015396797,0.787436213,0,0,0,0.873218371,2.826412106,28.73482316,0.224353335,9.198486715,0.127573465,0,29.17473166,0,0,0.094580327,0.250747844,0,0,0,0,0.013197255,1.29553053,0.145169805,0.314534577,0.323332747,0,0,0.134172092,0.200158367,0.444307584,0.811631181,0.171564315,0,0.171564315,0,0.250747844,0,0.576280134,0.178162942,0.213355622,0.054988562,0,0.028594052,5.87057892,16.49436917,22.36494809,100,95.11481612,98.26676051,-1.180030883,1.139070755,-1.960118696
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000073.spe,486,146,14.6,6.8,1,0.018553,-0.012284,0.010156,0.119708,7399,1.37,4.39697216,0,0,0.83882149,0,0.011554015,0.060080878,0.949740035,2.930098209,28.0023108,0.249566724,9.294049682,0.242634315,0.457538995,28.3073368,0,0,0.16175621,0.187175043,0.043905257,0.039283651,0.030040439,0,0.233391103,1.370306181,0.11554015,0.221837088,0.291161179,0,0.041594454,0.235701906,0.18486424,0.256499133,0.65395725,0.194107452,0.055459272,0.06932409,0,0.305025997,0,0.651646447,0.129404968,0.214904679,0.136337377,0.032351242,0.057770075,5.807047949,16.93587522,22.74292317,100,94.16060081,97.11149624,-1.154338435,1.102912659,-1.914340171
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000074.spe,488,148,14.8,6.8,1,0.018554,-0.012284,0.010132,0.119708,8602,1.57,4.733016494,0,0.02559559,0.982476866,0,0,0,0.6497342,3.047844064,28.79503839,0.12994684,10.54538295,0.313053751,0.378027171,28.6769049,0.110257925,0,0.118133491,0,0,0,0,0.055128962,0.059066745,1.518015357,0.165386887,0.167355779,0.252018114,0,0,0.167355779,0.379996062,0.192951368,0.81905887,0.224453633,0.041346722,0,0,0.061035637,0,0.525694034,0.055128962,0.171293562,0.098444576,0.102382359,0.043315613,4.528450482,16.59972436,21.12817484,100,95.23134475,97.86965938,-1.241253653,1.004514965,-1.938284333
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000075.spe,490,150,15,6.8,1,0.018556,-0.012284,0.010132,0.119708,8593,2.58,4.653681624,0,0.015646392,0.966164678,0,0,0.039115979,0.672794837,2.998239781,27.28143947,0.310972032,10.14668492,0.283590847,1.273225112,29.38979073,0,0,0.113436339,0,0,0.033248582,0,0.021513788,0.062585566,1.394484647,0.088010952,0.246430667,0.293369842,0,0.068452963,0.191668296,0.041071778,0.168198709,0.9250929,0.224916879,0,0,0,0.473303344,0,0.64736945,0,0.03716018,0.029336984,0.062585566,0.011734794,4.320359867,17.16800313,21.488363,100,94.31840407,97.02718561,-1.219121667,0.989059555,-1.984622125
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000076.spe,492,152,15.2,6.81,1,0.018544,-0.012284,0.010132,0.119708,8603,1.54,4.699990794,0,0.015669069,0.897054215,0,0,0,0.656142275,3.092682545,28.86438421,0.248746474,10.02232842,0.287919148,0.417188969,28.88592918,0,0.011751802,0.180194296,0.027420871,0,0.039172673,0.05875901,0.047007208,0.088138515,1.467016609,0.13906299,0.166483861,0.280084613,0,0.428940771,0.189987465,0,0.105766217,0.699232216,0.235036039,0,0.127311188,0,0.327091821,0.088138515,0.4015199,0,0.035255406,0.109683485,0.041131307,0.041131307,5.523346913,15.7532905,21.27663742,100,95.13279536,97.34213413,-1.175776595,1.057793008,-1.921584625
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000077.spe,494,154,15.4,6.81,1,0.018545,-0.012284,0.010102,0.119708,8552,1.56,4.529479057,0,0.056340217,0.965554757,0,0,0.031084258,0.76933538,3.034600664,27.07827405,0.200104909,9.511782876,0.203990442,1.105433917,28.82676355,0.169020652,0.03496979,0.153478523,0.093252773,0,0,0,0,0.095195539,1.299710528,0.130165329,0.460435568,0.291414917,0,0.70910963,0.06993958,0,0.169020652,0.573116003,0.392438754,0.151535757,0.157364055,0,0.083538943,0.085481709,0.522604084,0.157364055,0.126279797,0.060225749,0.077710644,0.075767878,6.345074117,15.73251996,22.07759408,100,93.6996095,96.18829289,-1.142451494,1.046200378,-1.990389764
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000078.spe,496,156,15.6,6.8,1,0.018549,-0.012284,0.010069,0.119708,8436,1.39,4.605427586,0.010124737,0,1.02462336,0,0,0,0.716831362,3.324963551,27.92807387,0.277417787,10.29078244,0.332091366,0.12959663,29.84569901,0,0.050623684,0.097197473,0,0.058723473,0,0,0,0.135671473,1.25344241,0.125546736,0.265268103,0.253118419,0,0.078972947,0.214644419,0,0.105297262,0.854527782,0.020249474,0,0.295642313,0,0.159970841,0.066823263,0.228819051,0,0,0.103272315,0.038474,0,4.942896485,16.77061396,21.71351045,100,95.99667909,97.94265349,-1.129789874,0.998383829,-2.105354891
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000079.spe,498,158,15.8,6.8,1,0.01855,-0.012284,0.010036,0.119708,8325,1.36,4.436445647,0.024401155,0.012200577,0.980113059,0,0,0.020334296,0.841839847,3.054211233,27.65870918,0.197242669,10.35422343,0.187075522,0.427020212,28.25043719,0.14844036,0,0.142340071,0.04676888,0.067103176,0,0,0,0.038635162,1.335963236,0.042702021,0.252145268,0.327382163,0,0,0.248078409,0.233844402,0.280613282,0.7767701,0.359917036,0,0.075236895,0.085404042,0.117938916,0,0.479889381,0.119972345,0.237911261,0.010167148,0,0.024401155,5.146610273,17.39395665,22.54056692,100,94.89609175,97.91166782,-1.220873127,0.98254616,-2.047741941
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000080.spe,500,160,16,6.8,1,0.018552,-0.012284,0.010051,0.119708,8407,1.62,4.282740899,0,0,0.86598268,0,0,0.01799964,0.7699846,3.035939281,27.34745305,0.39199216,9.685806284,0.28799424,0,29.02141957,0,0,0.15399692,0.26799464,0.06199876,0,0,0,0.1899962,1.371972561,0.03199936,0.45199096,0.29199416,0,0,0.28599428,0.13399732,0.15799684,0.48799024,0.40399192,0,0,0.03799924,0.16799664,0,0.45199096,0.08599828,0.1899962,0,0,0,6.917861643,16.43167137,23.34953301,100,95.57608848,97.9800404,-1.160140684,1.037961856,-1.954412015
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000081.spe,502,162,16.2,6.8,1,0.018553,-0.012284,0.010074,0.119708,8308,1.84,4.316932111,0,0.035038542,0.814130838,0,0,0,0.727565027,2.988581557,25.72447339,0.201986891,10.86813142,0.05771054,0.206109073,29.97238138,0,0,0.094810174,0.177253803,0,0,0,0,0.158703986,1.267570798,0.144276351,0.296797065,0.245269797,0,0,0.216414527,0.412218146,0.309163609,0.500845047,0.119543262,0,0.092749083,0,0.185498166,0,0.540005771,0.131909807,0.166948349,0.065954903,0.063893813,0.049466178,6.492435797,16.67216291,23.16459871,100,95.43674513,98.11204089,-1.291035904,0.861608027,-2.148732472
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000082.spe,504,164,16.4,6.79,1,0.018548,-0.012284,0.010052,0.119708,7938,1.46,4.499669905,0,0.008383987,0.911758541,0,0,0,0.844686649,3.110459023,25.65290296,0.117375812,9.0002096,0.417103333,1.532173549,29.3104171,0.108991826,0.008383987,0.228463634,0.142527772,0,0.008383987,0,0,0.190735695,1.312093901,0.108991826,0.379375393,0.241039614,0,0.488367219,0.226367638,0,0.197023685,1.192622092,0.287151541,0.3123035,0.134143785,0.054495913,0.203311675,0.052399916,0.517711172,0.167679732,0.224271641,0,0.073359883,0.010479983,5.799622721,16.42422972,22.22385244,100,92.37057221,95.9400545,-1.062477555,1.047408875,-1.925623607
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000083.spe,506,166,16.6,6.78,1,0.01855,-0.012284,0.010068,0.119708,8292,1.68,4.667140152,0,0.018261134,1.024652531,0,0,0,0.746677488,3.124682966,29.19955362,0.46667343,9.609414629,0.298265192,0.744648473,28.71056102,0,0,0.105508775,0.085218626,0,0,0.048696358,0,0.099421731,1.298569544,0.068986507,0.253626864,0.213046566,0,0.310439282,0.162321193,0,0.166379223,0.815663995,0.154205133,0,0,0,0.213046566,0.060870447,0.4626154,0,0.028406209,0.026377194,0.044638328,0.012174089,5.480369281,15.9460282,21.42639748,100,94.966014,97.02952217,-1.123410481,1.111410114,-2.00148
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000084.spe,508,168,16.8,6.78,1,0.018547,-0.012284,0.010032,0.119708,8266,1.56,4.673058577,0,0.044913541,0.973807239,0,0,0,0.794153074,3.12149113,27.42788314,0.200069412,9.915685034,0.124533001,0.193944838,30.06349142,0,0,0.120449952,0,0,0,0,0.032664394,0.163321969,1.494396015,0.100034706,0.338893085,0.228650756,0,0.07961946,0.279688872,0.122491477,0.316436315,0.771696303,0.26131515,0,0.310311741,0.138823674,0.349100708,0.051038115,0.385848151,0.034705918,0.089827083,0,0.048996591,0.022456771,5.416164792,15.98309618,21.39926097,100,95.08400874,98.19529224,-1.155807036,1.017442279,-1.892395728
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000085.spe,510,170,17,6.77,1,0.018548,-0.012284,0.010046,0.119708,8222,1.65,4.734108527,0,0.024561978,0.974291796,0,0,0.016374652,0.790076961,3.064106763,27.98018667,0.282462748,9.832978549,0.315212052,0.345914524,29.7425086,0,0,0.130997216,0.188308498,0.032749304,0,0.042983462,0,0.088013755,1.381611266,0.157606026,0.300884231,0.264041264,0,0.388897986,0.083920092,0,0.288603242,0.697969543,0.200589487,0,0.139184542,0,0.202636319,0.030702473,0.569019158,0.06754544,0.102341575,0.010234158,0.126903553,0.012280989,6.25716391,14.86613722,21.12330113,100,94.79490748,97.17741935,-1.165985799,1.045754747,-1.962491492
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000086.spe,512,172,17.2,6.77,1,0.018546,-0.012284,0.010096,0.119708,8346,1.53,4.813661621,0.009951239,0.047765947,1.170265698,0,0,0,0.810030849,3.371479749,29.68255548,0.165190566,9.993034133,0.244800478,0.083590407,29.20887651,0,0.01791223,0.169171062,0,0,0,0,0.019902478,0.069658673,1.202109663,0.065678177,0.24281023,0.18907354,0,0.388098318,0.129366106,0,0.18907354,0.684645238,0.210966265,0,0.093541646,0.105483133,0.236839487,0,0.248780973,0,0.123395363,0,0,0.051746442,5.733903871,15.04030252,20.77420639,100,96.00358245,98.0256742,-1.086536521,1.088671252,-2.117810198
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000087.spe,514,174,17.4,6.76,1,0.01855,-0.012284,0.010193,0.119708,7410,1.34,4.609736058,0,0.024507074,0.915673388,0,0,0,1.007017935,3.170324162,28.98072853,0.550295199,9.107719728,0.173777431,0.995878356,28.17422301,0.066837474,0.071293305,0.133674947,0.095800379,0.05792581,0,0.031190821,0.008911663,0.086888716,1.258772418,0.077977052,0.325275705,0.216107831,0,0.479001894,0.265121978,0,0.153726189,0.612676841,0.213879915,0.0423304,0.098028295,0.098028295,0.151498273,0,0.296312799,0.082432884,0.162637852,0,0.051242063,0.069065389,4.82566559,16.86755041,21.693216,100,93.97571572,96.15238944,-1.055288534,1.1575087,-1.978985401
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000088.spe,516,176,17.6,6.76,1,0.018547,-0.012284,0.010217,0.119708,7943,1.68,4.520705521,0,0.029686175,1.002968617,0,0,0,0.803647159,3.038592027,28.13825276,0.237489398,9.128498728,0.555555556,0,30.42620865,0,0,0.04028838,0.048770144,0.031806616,0,0,0,0.023324852,1.418575064,0,0.235368957,0.133587786,0,0.807888041,0.18235793,0,0,0.655216285,0.184478372,0,0.055131467,0,0.205682782,0.008481764,0.335029686,0,0.023324852,0.014843087,0.042408821,0.072094996,7.296437659,14.82400339,22.12044105,100,95.68278202,97.33248516,-1.100006989,1.12572871,-1.861748357
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000089.spe,518,178,17.8,6.76,1,0.018543,-0.012284,0.010217,0.119708,8949,1.55,4.823911111,0,0,1.018997955,0,0,0,0.665204813,2.845086513,29.61174888,0.245075457,9.884095893,0.311411671,0.816303967,29.53067129,0,0,0.106875012,0.07739225,0,0,0,0.00737069,0.11977372,1.194051853,0.057122851,0.265344856,0.224806059,0,0,0.152941827,0.105032339,0.163997862,0.646778087,0.158469845,0,0.24691813,0.012898708,0.263502184,0.040538797,0.287456928,0.058965524,0.066336214,0.016584054,0.009213363,0.058965524,5.782306658,14.94776023,20.73006689,100,95.4117452,97.61558164,-1.245333514,1.097244214,-2.113574548
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000090.spe,520,180,18,6.76,1,0.018543,-0.012284,0.010258,0.119708,7934,1.54,4.593582375,0,0.043789228,1.105156703,0,0,0,0.886210564,3.11320558,27.71441083,0.28358738,9.54396647,0.350313823,0.869528953,29.46180954,0.191838522,0.050044832,0.056300436,0.127197281,0,0,0,0,0.183497717,1.303250829,0.12511208,0.227286945,0.181412515,0,0.360739829,0.127197281,0,0.070896845,0.940425798,0.150134495,0,0,0.085493254,0,0.043789228,0.262735367,0.095919261,0.081322852,0.014596409,0.108430469,0.070896845,5.571657944,16.1978439,21.76950185,100,94.47630169,96.33421607,-1.120256243,1.066043353,-1.991047391
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000091.spe,522,182,18.2,6.76,1,0.018542,-0.012284,0.010258,0.119708,9014,1.37,4.817287421,0.012764406,0.023705325,1.199854121,0,0,0,0.656455142,3.158278629,28.73450036,0.207877462,9.192195478,0.457695113,0.990153173,29.82312181,0,0.10940919,0.118526623,0,0,0.029175784,0,0,0.054704595,1.241794311,0.102115244,0.304522247,0.257111597,0,0.654631656,0.202407002,0,0.03646973,0.599927061,0.273522976,0,0.092997812,0.113056163,0.15681984,0.056528082,0.262582057,0.020058352,0.025528811,0,0.04194019,0.030999271,5.457695113,15.30087527,20.75857039,100,94.78847557,96.62837345,-1.068327665,1.139743698,-2.001797448
Data\BAS_sjro\June 2014\Cr_HE-tube\Potter Cove\L15\L15-H16 XRF\XRF data\L000092.spe,524,184,18.4,6.75,1,0.018541,-0.012284,0.01028,0.119708,9243,1.74,5.127805938,0,0.052954882,1.023794394,0,0,0,0.630163101,3.111981925,29.58942314,0.307138318,8.474546353,0.480124267,1.493327685,29.85949305,0.0900233,0.01941679,0.088258137,0.102379439,0,0,0.044129069,0,0.128856881,1.593941961,0.171220787,0.418343571,0.23123632,0,0.847278119,0.125326555,0,0,0.877285886,0.178281438,0,0.037068418,0.1800466,0.065311022,0.017651627,0.12179623,0.008825814,0.072371673,0,0.056485208,0,5.233707548,14.26781049,19.50151804,100,93.89253689,95.57650215,-1.001807326,1.250349847,-1.670856955
