ID,position_mm,Section depth_mm,strat_depth_cm,plot_midpoint cm,depth,min_age,max_age,median_age,wmean_age_SH20,sample surface,validity,kcps,MSE,inc+coh,inc_coh,coh_inc,TSN SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Cu,Zn,Ga,Ge,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Pd,Ag,Cd,In,Sn,Sb,I,Cs,Ba,La,Pr,Nd,Sm,Tb,Ho,Er,Tm,Lu,Hf,Os,At,Ac,Th,U,Cr inc,Cr coh,SUM,LnSi_Ti,LnCa_Ti,LnFe_Mn,LnSr_Ti,LnFe_Ti
MAT1A-1541,1591.2,156,15.6,15.7,15.7,69.9,357.2,149.1,169.4,7.37,1,7687.553834,1.29,9664.9,0.426006256,2.347383369,4.566234519,0.00532491,0.070583384,1.039943624,0.008837085,0.027077735,0.007704125,0.675357222,5.490322259,17.4323963,0.170623717,12.75531245,0.145132126,0.834651343,32.14070452,0.058007532,0.111936409,0.107177979,0.028437286,0.024811815,0.126438292,0.756703722,0.115108696,0.326292367,0.029796838,0.249704298,1.559972084,0.01767417,0.075568406,0.045205088,0.060726635,0.165525399,0.230897168,0.084065603,0.068204168,0.624260744,0.294342906,0.244266091,0.969813424,0.143432686,0.026624551,0.145358718,0.078287509,0.251403737,0.061859595,0.078060917,0.008950381,0.026171367,0.044298721,0.028210694,0.028550582,6.542388551,15.35749407,100,-2.690468456,0.313226951,3.634171245,-3.255173314,1.054126606
MAT1A-1561,1593.2,158,15.8,15.9,15.9,71.6,360.6,152.7,173.1,7.38,1,7826.626953,1.21,9853.75,0.334400899,2.990422581,4.565637448,0.006557209,0.060015137,1.120949395,0.007446323,0.02078302,0.008224297,0.652831325,4.751087219,19.92658148,0.153372017,13.16576514,0.159706948,1.265208002,29.48954903,0.047234136,0.152705182,0.096691054,0.027451368,0.016004037,0.114917874,0.93745867,0.098247002,0.37731739,0.028007064,0.253730663,1.663530691,0.016004037,0.09858042,0.053457928,0.030785543,0.149926704,0.259954455,0.060681972,0.040788065,0.458893521,0.254842055,0.169153775,0.956352324,0.10502649,0,0.191603882,0.069461964,0.275625074,0.053680206,0.108249525,0.017782263,0.017337706,0.025784281,0.050346032,0.031563517,5.488828849,16.41391773,100,-2.57119504,0.281001209,4.178091863,-2.992624,1.064663025
MAT1A-1581,1595.2,160,16,16.1,16.1,73.6,364.8,156.5,176.9,7.38,1,7806.748193,1.26,9493.25,0.389313703,2.56862266,4.783172254,0.005615769,0.051092487,1.082301849,0.001541584,0.014424819,0.009469728,0.602869328,4.746536117,19.4497207,0.189724904,13.04388999,0.198974406,1.033081284,29.90099729,0.071022962,0.149863955,0.094807396,0.024665339,0.012222556,0.129493028,0.88431846,0.099101807,0.362932841,0.033914841,0.280678341,2.933083156,0.013874253,0.121124431,0.067169003,0.015085497,0.187742868,0.296204291,0.071353301,0.040851967,0.484167385,0.298736892,0.153497688,0.927592916,0.133567214,0,0.179704611,0.072454432,0.294662707,0.06177346,0.09954226,0.031822691,0.024445112,0.047238528,0.038209252,0.026206922,5.858458394,15.04816898,100,-2.588328668,0.303867195,3.800822535,-2.949035876,1.082310318
MAT1A-1621,1599.2,164,16.4,16.5,16.5,76.7,375.4,164.6,184.4,7.38,1,7984.763916,3.79,9461.75,0.360424155,2.774508826,4.860364098,0.003044302,0.072084727,1.169990574,0.009459082,0.02054904,0.012177209,0.647349119,4.671264288,19.83036713,0.168088972,12.99873553,0.135688898,1.354062132,31.7796882,0.079912933,0.126555992,0.088610939,0.021962466,0.027507445,0.15112786,0.78651722,0.080021658,0.343679974,0.02718127,0.216797807,0.896438275,0.018483263,0.066757198,0.070453851,0.036205451,0.190595063,0.290295961,0.080239108,0.048926285,0.515356874,0.274748274,0.219624659,1.022124466,0.105028426,0.018483263,0.142647303,0.060994769,0.256265011,0.053384014,0.099483447,0.01369936,0.019570514,0.040119554,0.037836327,0.025224218,5.450931828,15.12365847,100,-2.616615995,0.310686702,5.385804821,-2.981647534,1.091970898
MAT1A-1641,1601.2,166,16.6,16.7,16.7,78.1,380.4,168.6,188.3,7.38,1,7750.760475,1.34,9644.05,0.396868505,2.519726277,4.624125756,0.003363583,0.066262588,1.146197021,0.006390808,0.025451113,0.016257319,0.684264934,4.766757932,20.00591991,0.191948479,12.68452057,0.174569966,0.906373542,30.28805726,0.05202342,0.130843385,0.124676816,0.01805123,0.015360363,0.140373537,0.856592511,0.073326113,0.368312356,0.029711651,0.242850704,1.357205804,0.027245024,0.098777225,0.064580797,0.032178279,0.198787765,0.304067917,0.073662471,0.065589872,0.570687942,0.326267566,0.181633491,0.954472781,0.169188233,0.014127049,0.187912179,0.077362413,0.331761419,0.071532202,0.109540692,0.027469262,0.006951405,0.028926815,0.040138759,0.035766101,6.144145235,15.4815642,100,-2.637904592,0.248105389,3.577083363,-3.226152192,0.995184447
MAT1A-1661,1603.2,168,16.8,16.9,16.9,79.4,386.6,172.7,192,7.37,1,7412.932595,1.19,9357.1,0.364834411,2.740969515,4.563385023,0.002927397,0.046018681,1.087469453,0.004800931,0.012295068,0.007025753,0.646369267,4.4667395,20.16812627,0.181147329,13.16801737,0.169320645,1.159015036,29.58368901,0.056440215,0.129039662,0.109484649,0.052693147,0.016744711,0.137119277,0.905151165,0.084777418,0.340866111,0.03325523,0.243325242,1.355501926,0.016510519,0.133723497,0.035597148,0.005386411,0.213934176,0.249765515,0.096252815,0.03524586,0.587235846,0.352341508,0.171662562,0.945315052,0.223067654,0.010304438,0.169554837,0.07365331,0.266861514,0.053395722,0.099531499,0.018266958,0.031381696,0.040398079,0.061358242,0.028337203,5.857721478,16.055836,100,-2.647060929,0.266511814,3.041164226,-3.286667343,1.04512555
MAT1A-1681,1605.2,170,17,17.1,17.1,80.5,392.1,176.6,196,7.37,1,7438.760961,2.86,9529.3,0.349692296,2.859656939,4.437456057,0.0049662,0.065388304,1.11810452,0.007804029,0.01939183,0.010168886,0.581636647,4.587231899,20.56669075,0.204441911,12.89343835,0.122499607,0.744575313,28.81755954,0.051790374,0.130303636,0.085726076,0.028378287,0.043395131,0.12344555,0.947125339,0.114104364,0.402616951,0.036773531,0.294306488,1.609285376,0.022584387,0.122854335,0.043868102,0.006858086,0.247482314,0.297735531,0.067634918,0.053327532,0.54462663,0.315353718,0.195573697,0.923595009,0.155607609,0,0.178310239,0.059712646,0.290167988,0.067871404,0.093766591,0.020456015,0.02518573,0.043395131,0.039729602,0.037719474,5.838714369,16.69672006,100,-2.607408565,0.311598784,3.687775904,-2.836594431,1.063355993
MAT1A-1701,1607.2,172,17.2,17.3,17.3,82,399.5,180.7,200,7.36,1,7683.319092,1.3,9601.15,0.350049918,2.856735423,4.546106456,0.00469668,0.060254972,1.169015198,0.005269446,0.01764119,0.01008068,0.610912107,4.73872138,20.5934542,0.179848492,12.937407,0.153615814,1.071759548,29.22308888,0.028981954,0.154875899,0.123488328,0.03207489,0.041468251,0.128185008,0.94895854,0.075375992,0.40964217,0.057963909,0.252704314,0.96591241,0.011340765,0.090955225,0.0594531,0.021535998,0.175495471,0.35488575,0.060713185,0.039291741,0.550771687,0.338733752,0.231855636,0.997299982,0.124977519,0.006300425,0.207684915,0.070450205,0.321779881,0.054870973,0.121884583,0.029211061,0.035396932,0.03207489,0.035626039,0.035167826,5.703488259,16.29335695,100,-2.657604724,0.317041657,2.491832274,-3.130156125,1.054103757
MAT1A-1721,1609.2,174,17.4,17.5,17.5,83.5,407.2,184.8,203.8,7.37,1,7776.289454,2.52,9551.45,0.372029218,2.687960925,4.635123463,0.001694067,0.063922805,1.16484065,0.004065761,0.010729093,0.002145819,0.54131096,4.709281117,20.85600089,0.164437462,12.91986045,0.219889931,1.159758449,29.27303056,0.038060045,0.125586853,0.115535387,0.009938528,0.012310222,0.117794144,0.988205904,0.106839175,0.36535384,0.030832024,0.26754969,1.551313862,0.019312367,0.150207297,0.03365547,0.017392424,0.216953548,0.322098656,0.069682633,0.048902075,0.466320249,0.287765559,0.134734816,0.911634063,0.136203008,0.010390279,0.143769842,0.040996428,0.271615451,0.039979987,0.123215159,0.017957113,0.020893496,0.042464619,0.039528236,0.039641174,5.849953074,15.72444528,100,-2.599400209,0.330150158,2.975554424,-3.056677284,1.080324165
MAT1A-1741,1611.2,176,17.6,17.7,17.7,84.6,414.7,188.3,207.5,7.38,1,7468.59944,1.29,9431.35,0.39329453,2.542623721,4.511029704,0.006228684,0.055705592,1.107765642,0.007638953,0.021154022,0.006933818,0.633680494,4.548467391,20.52939116,0.217651386,12.90841954,0.16276845,1.210127606,28.9371749,0.058526129,0.11869757,0.112821453,0.028910497,0.044893537,0.11916766,0.936770627,0.085438746,0.373838585,0.042660612,0.255728627,1.382180322,0.023151902,0.106240202,0.041367866,0.040662732,0.171347582,0.350921728,0.068868095,0.070278363,0.556703357,0.302502521,0.172992895,0.975670524,0.16124066,0.065342425,0.150193559,0.037372106,0.248442241,0.06357959,0.111058618,0.019861277,0.03654945,0.045011059,0.04806664,0.051944877,6.257477359,15.91041036,100,-2.582887058,0.322083499,3.435418488,-3.151736522,1.091239497
MAT1A-1761,1613.2,178,17.8,17.9,17.9,86,423.3,192.2,211.3,7.38,1,7136.446607,1.02,8715.1,0.363652011,2.749881675,4.721976799,0.004252476,0.05917016,1.059716907,0.004009477,0.018103396,0.005467469,0.583196647,4.395237227,19.90219306,0.190146407,12.64078732,0.149687139,1.164327805,29.88238868,0.05904866,0.148593646,0.090759978,0.043253751,0.020533382,0.10606889,0.941984084,0.084563514,0.393900735,0.036206792,0.252475548,2.659498208,0.025150355,0.102788409,0.031589818,0.056861673,0.184678938,0.293299314,0.073385578,0.06257214,0.460360853,0.32343114,0.229269182,0.987424822,0.149808639,0.005953466,0.187959419,0.094890954,0.320393658,0.06779661,0.095498451,0.043132252,0.033655306,0.027094344,0.027215844,0.042646255,5.647530527,15.5300407,100,-2.557357431,0.321355903,5.0908626,-2.995732274,1.105589133
MAT1A-1781,1615.2,180,18,18.1,18.1,87,431.1,196,215.2,7.38,1,6513.512988,2.66,8110.1,0.371629107,2.690854893,4.510844503,0.002870154,0.0552163,1.053209926,0.009703855,0.014487445,0.009703855,0.607925999,4.437941799,21.73048432,0.215671589,12.81100171,0.146104517,0.923232942,28.2809963,0.039908811,0.145694495,0.146241191,0.043052313,0.026104736,0.093485023,1.05266323,0.101412116,0.423552759,0.017220925,0.244236457,1.101865874,0.02350793,0.131617072,0.030204956,0.010933921,0.210751324,0.315580291,0.097175222,0.052892842,0.562823576,0.342231723,0.245876545,0.969565431,0.167835685,0,0.195580509,0.063006719,0.322550665,0.07189053,0.128610244,0.02009108,0.018587665,0.031981718,0.046879186,0.037038657,6.006412745,16.16238513,100,-2.545117906,0.32368542,3.855405271,-2.846159706,1.067633883
MAT1A-1801,1617.2,182,18.2,18.3,18.3,88.2,437.4,200,219.3,7.41,1,6407.113209,4.73,7651.6,0.353367234,2.829917161,4.721450416,0.005397677,0.064772128,1.150674087,0.003321648,0.01536262,0.002629638,0.597619763,4.229564601,21.07239393,0.175493714,12.44732075,0.137294767,1.410869815,29.78133871,0.03556931,0.135357139,0.123177765,0.053423165,0.036538124,0.083456396,1.285754422,0.11653447,0.384342307,0.038475751,0.24289548,1.549825406,0.019653082,0.122070549,0.044011831,0.013840198,0.260749336,0.352371449,0.050101518,0.03280127,0.434997433,0.274589534,0.183936235,0.896014438,0.108645557,0.007888913,0.16539037,0.037506937,0.308082814,0.05023992,0.098957418,0.023528337,0.01674664,0.040136575,0.051900744,0.046503066,5.530128036,15.64980423,100,-2.752692967,0.320477788,0,-3.165347179,1.065932069
MAT1A-1841,1621.2,186,18.6,18.7,18.7,90.9,454.5,207.5,227,7.49,1,5728.457128,1.13,6667.3,0.329498096,3.034918906,4.686777256,0.003520208,0.093285523,1.417363908,0.006880407,0.03024179,0.014880881,0.625957057,4.348417426,22.46917017,0.155209188,12.37193242,0.176330439,1.239913403,27.51106866,0.048962899,0.161769577,0.095685665,0.067684007,0.023041364,0.114246763,1.38632207,0.130887749,0.43378568,0.038402273,0.304978055,1.542811334,0.019681165,0.10928647,0.03952234,0.041602463,0.222733186,0.337459978,0.111206583,0.040162378,0.414904562,0.254575071,0.164489738,0.938775576,0.140168298,0.01824108,0.201931954,0.111366593,0.312018471,0.085125039,0.102086043,0.035522103,0.038082254,0.041282444,0.047202794,0.023201374,5.287993049,16.04863008,100,-2.660797316,0.309426255,2.862750802,-3.087579846,0.986342125
MAT1A-1861,1623.2,188,18.8,18.9,18.9,92.2,461.9,211,230.8,7.49,1,7761.095166,1.27,9173.2,0.348078152,2.87291803,4.847419657,0.004048005,0.092879222,1.484155997,0.008545788,0.015854686,0.011806681,0.430887626,4.563675678,22.33621604,0.124701038,12.24600175,0.088381439,1.104318209,30.42154348,0.041042271,0.144266395,0.103673902,0.024962697,0.03215915,0.129311266,1.26961174,0.104011235,0.370842221,0.03609471,0.218479817,0.622942967,0.019003134,0.138081943,0.040367604,0,0.240856288,0.334297733,0.083096544,0.026199587,0.388833354,0.246253628,0.176762878,0.695919499,0.137182386,0,0.161357971,0.065667634,0.272678104,0.050262727,0.090517886,0.025524919,0.026199587,0.033733374,0.049250726,0.038006268,5.326612146,15.30292007,100,-2.634131211,0.349737354,4.056589936,-2.734861459,1.008356919
MAT1A-1881,1625.2,190,19,19.1,19.1,93.4,470.4,215,234.7,7.51,1,7132.721705,2.8,8232.9,0.380884092,2.625470639,4.828450485,0.003396043,0.083769054,1.462813961,0.006917865,0.013206833,0.006163189,0.65279488,4.513089229,22.5084681,0.130810535,12.61831121,0.079115218,1.000071694,28.66977006,0.069052869,0.136093268,0.086913538,0.031319061,0.027671459,0.125402022,1.063590271,0.081253467,0.417461697,0.041129851,0.252187618,1.456399214,0.010062349,0.063141239,0.074209823,0.070184883,0.203888343,0.444252701,0.047921936,0.064273253,0.426517811,0.225522393,0.216969397,0.79844738,0.137225282,0.096095431,0.157727318,0.083265937,0.28111687,0.083643275,0.084020613,0.029935488,0.032702634,0.041507189,0.04515479,0.034463545,5.71252121,14.99805671,100,-2.660921061,0.341311777,0,-3.005611115,1.001065472
MAT1A-1901,1627.2,192,19.2,19.3,19.3,94.5,477.9,218.4,238.6,7.5,1,7720.502393,1.57,9013.55,0.349071289,2.864744346,4.84908277,0.0037751,0.088428861,1.396215062,0.009609346,0.01853231,0.010638919,0.588343635,4.654584058,21.93699243,0.156151869,12.73959016,0.090144815,0.992736936,29.16241968,0.029628816,0.128467801,0.126866244,0.030772786,0.02116344,0.103872452,1.131729259,0.108791522,0.427844681,0.062918335,0.274438339,1.636219912,0.025396128,0.088200067,0.06349032,0.024595349,0.21506631,0.378196394,0.064863084,0.033289519,0.388720916,0.260024321,0.174455385,0.812218512,0.134530841,0.001258367,0.144712171,0.038094192,0.296288161,0.05822806,0.113367401,0.009380552,0.014986004,0.043127659,0.033060725,0.031115977,5.33604683,15.28640998,100,-2.577976029,0.310373484,2.66452028,-3.163492545,0.963905136
MAT1A-1921,1629.2,194,19.4,19.5,19.5,95.5,486.6,221.9,242.6,7.52,1,8173.57461,1.25,9666.4,0.3848413,2.598473709,4.969476744,0.001249039,0.070882935,1.311178166,0.006453366,0.009159616,0.008326923,0.551658671,4.633100145,21.54497736,0.179757458,12.69980713,0.084518272,1.223537298,28.56582277,0.087953128,0.170493755,0.123758898,0.041634617,0.015404808,0.123654812,0.96342503,0.09752909,0.352541117,0.021650001,0.253450729,2.934511871,0.024460337,0.140620918,0.017382452,0.00270625,0.205050487,0.466099534,0.064741829,0.05266779,0.442263716,0.293107701,0.226908661,0.898370942,0.120219956,0.02258678,0.180694236,0.049128848,0.240960344,0.046422598,0.10023534,0.047983896,0.040593751,0.043404088,0.050690146,0.023419472,5.592049454,14.53079348,100,-2.55883423,0.351665122,4.108092599,-2.765219227,0.976739175
MAT1A-1941,1631.2,196,19.6,19.7,19.7,96.4,497.3,225.6,246.5,7.52,1,7595.618532,1.45,8203.9,0.407476668,2.454128247,5.321310596,0.001145331,0.06894893,1.156211703,0.005268523,0.014316638,0.021875823,0.822691299,4.391542875,28.35690806,0.164698606,11.19881802,0.080974906,1.013961586,25.37893278,0.061160678,0.152443564,0.127704413,0.025769949,0.033901799,0.149923835,0.907674863,0.121748691,0.339934258,0.038483124,0.272245192,2.451924729,0.028289677,0.099529269,0.032527402,0.048218438,0.247964174,0.553767567,0.081547571,0.060358947,0.393764818,0.280949709,0.18955229,0.790622029,0.107432053,0.066200135,0.184627367,0.068834397,0.270985328,0.061618811,0.09735314,0.034818064,0.022563022,0.039055789,0.040888319,0.046958573,5.440551591,13.35181134,100,-2.541800176,0.367336694,3.21404332,-2.772408591,1.012304878
MAT1A-1981,1635.2,200,20,20.1,20.1,99.4,511.2,233.2,254.1,7.36,1,2904.199195,1.48,2464.8,0.569136746,1.75704698,4.914719247,0.01196982,0.024765144,0.849444435,0.014446334,0.038385973,0.04127524,2.699813436,3.448959038,26.64935858,0.124238472,8.404051578,0.130429758,1.90361406,22.79507669,0.040036983,0.169228483,0.256731992,0.106490119,0.104839109,0.195644637,2.126087603,0.217933266,0.946028496,0.071818917,0.702504582,2.918984959,0.065627631,0.408212122,0.111443147,0.026003401,0.299245489,0.40614836,0.112681405,0.023114134,0.272416583,0.185325827,0.190691608,0.915484819,0.07223167,0.022288629,0.291403193,0.154782149,0.477554525,0.149003616,0.18243656,0.04127524,0.047879278,0.068104146,0.073469927,0.063976622,7.380012878,12.96702934,100,-2.612547232,0.358176114,3.957349906,-3.119364834,0.993277957
MAT1A-2021,1639.2,204,20.4,20.5,20.5,105.5,519.9,240.6,261.8,7.29,1,7844.180909,1.24,8443.85,0.341550023,2.927828817,5.404631773,0.004492078,0.088965047,1.491150607,0.007121586,0.019940442,0.016324867,0.430801189,3.869103053,23.27159101,0.147690743,13.22763438,0.077022695,1.161914195,30.51807897,0.061464768,0.135419702,0.081076521,0.050289356,0.019830879,0.069791546,1.014771266,0.093237999,0.392125498,0.043167769,0.247064263,1.539577394,0.018844813,0.087431167,0.023994268,0.008655466,0.209374637,0.470024695,0.046783344,0.042181703,0.380292708,0.266237765,0.196774907,0.753135141,0.118766147,0.00460164,0.142869977,0.0374705,0.266128202,0.054781433,0.125668607,0.026295088,0.024213393,0.034950554,0.027719405,0.050508481,4.710655427,13.79199271,100,-2.586043478,0.3508308,3.64631984,-3.188721064,0.993425701
MAT1A-2041,1641.2,206,20.6,20.7,20.7,107.7,523.3,244.6,265.8,7.37,1,6808.002881,1.37,7604.1,0.374131466,2.672857246,5.098729633,0.007866654,0.084985653,1.454815101,0.008253538,0.026952961,0.015217461,0.774027146,4.298545959,23.62433504,0.194216075,12.5103008,0.129606345,1.046522875,28.14559758,0.026050231,0.164039075,0.088983461,0.031724538,0.026179192,0.097365961,1.13086372,0.130251153,0.360060612,0.034948577,0.263468421,1.889673405,0.021665538,0.149466422,0.040236,0.007479769,0.274043267,0.526549956,0.046039269,0.045136538,0.388947996,0.290679305,0.230454267,0.884934068,0.092336461,0,0.170874037,0.031595577,0.290937228,0.0385595,0.11155173,0.032627269,0.028113615,0.036754038,0.045523423,0.037914692,5.339910372,14.27281813,100,-2.565653211,0.35723767,2.884334004,-3.173315733,1.025464548
MAT1A-2061,1643.2,208,20.8,20.9,20.9,110,528.9,248.7,269.5,7.41,1,7173.824438,3.63,8419.3,0.34143252,2.928836417,4.821065884,0.005050505,0.065287017,1.381374723,0.014412417,0.018723824,0.01170239,0.725424982,4.256097561,22.45257453,0.162724809,12.90022173,0.085119488,1.139073663,28.21212121,0.030426213,0.149667406,0.134146341,0.031781227,0.026484356,0.128479921,1.21889628,0.089430894,0.380635625,0.034614437,0.277654595,1.609386548,0.014781966,0.135008623,0.07957625,0.005789603,0.270263612,0.423380143,0.068982508,0.036462183,0.387164326,0.245996551,0.203744765,0.871889628,0.069228874,0.003818675,0.157674304,0.062453806,0.308696723,0.077974871,0.122320769,0.034491254,0.028455285,0.03350579,0.04804139,0.026484356,5.27950234,15.46279872,100,-2.507908466,0.296369767,3.522924314,-3.037671291,1.017178011
MAT1A-2081,1645.2,210,21,21.1,21.1,112.1,532.2,252.7,273.5,7.38,1,7953.935572,1.73,9202.65,0.332558645,3.00698844,4.971937431,0.00284122,0.081958256,1.424215933,0.00797727,0.012894766,0.0112556,0.621352858,4.276472517,23.39449241,0.202163698,12.49196809,0.081193312,1.114523003,28.10315812,0.060649109,0.136706371,0.060649109,0.037919353,0.025461698,0.108840564,1.266091138,0.092667468,0.35384111,0.02961425,0.26783958,1.773576658,0.014861764,0.124795104,0.027865807,0.008523659,0.268495246,0.416129385,0.084908753,0.044257458,0.460605398,0.295486832,0.222380068,0.925144793,0.109824063,0.007321604,0.171347394,0.079444869,0.267293192,0.076931483,0.086657196,0.029723527,0.025024587,0.031144137,0.044038903,0.024587477,5.019451426,15.09343241,100,-2.598745614,0.330320272,4.779628831,-2.996990474,1.045366371
MAT1A-2101,1647.2,212,21.2,21.3,21.3,115.4,538.2,256.9,277.6,7.39,1,6367.570093,2.06,7443.45,0.357773481,2.795064624,4.798561151,0.002239776,0.079092107,1.435416745,0.00951905,0.017918212,0.014278575,0.751724978,3.954045386,23.63062166,0.220897954,11.91953043,0.102049815,0.77034312,27.02290311,0.025197485,0.150484982,0.122627762,0.045215487,0.023377667,0.125707454,1.347085561,0.128227203,0.434936593,0.051934817,0.301669893,2.401040376,0.020857918,0.120527971,0.050814929,0,0.238396208,0.487151382,0.060473965,0.057254286,0.423457739,0.289771081,0.254494601,0.919008283,0.147405289,0.005459455,0.219218122,0.083711646,0.327567309,0.063693643,0.1142286,0.041015907,0.023517653,0.022257779,0.040455962,0.061593853,5.491231975,15.34834823,100,-2.621210336,0.251047619,3.605091999,-3.117984206,1.025458089
MAT1A-2121,1649.2,214,21.4,21.5,21.5,117.7,543.7,260.5,281.5,7.37,1,6646.906274,1.44,7294.35,0.393687247,2.540087357,5.142000315,0.004132501,0.078384219,1.457306596,0.006665325,0.01559686,0.011730971,0.697459578,4.258076041,24.85499586,0.191828045,11.98585351,0.14943658,0.795439851,28.31110003,0.039991948,0.136639157,0.099713258,0.020262587,0.041724933,0.103979066,1.254680724,0.100113177,0.359127696,0.023861862,0.248616612,1.57541615,0.018796216,0.089848577,0.089848577,0.024128475,0.277544121,0.456574743,0.050523161,0.05932139,0.426980701,0.248216692,0.227154266,0.798772514,0.129840525,0.009464761,0.162900536,0.044391063,0.275011298,0.058654857,0.098513499,0.029594042,0.03839227,0.050789774,0.032260172,0.032660091,5.49356063,13.9541239,100,-2.645449397,0.29095106,3.267822105,-2.912563077,1.041870238
MAT1A-2141,1651.2,216,21.6,21.7,21.7,119.2,551,264.5,285.3,7.35,1,7100.393359,1.43,8013,0.382183239,2.616545935,5.044914514,0.002968467,0.094867272,1.497715517,0.011131753,0.028942558,0.016697629,0.447991213,4.175767905,23.98868024,0.155597169,12.53658018,0.11032804,0.835376216,27.2008094,0.026097776,0.141744321,0.118862384,0.064687853,0.033766317,0.097959426,1.228574468,0.119480815,0.40061942,0.028447813,0.2713674,2.595801103,0.016821316,0.157328775,0.027953069,0.031663653,0.228819366,0.603217324,0.06320362,0.072356394,0.478294319,0.274212181,0.132715232,0.724182373,0.202845276,0.039579566,0.16808947,0.051824494,0.297217804,0.064687853,0.119604501,0.036487412,0.035003179,0.030550478,0.045763873,0.044774384,5.480904096,14.34103733,100,-2.666465932,0.252045915,0,-2.966695221,1.025277248
MAT1A-2161,1653.2,218,21.8,21.9,21.9,120.4,555.9,268.4,289.2,7.36,1,7362.615111,1.23,8050.85,0.364146228,2.746149551,5.169628052,0.006126877,0.094185714,1.456514792,0.003604045,0.012494023,0.005285933,0.524628843,3.971657789,24.58823784,0.115569715,13.0743947,0.111485131,0.970689502,28.014964,0.029192766,0.139476548,0.096228006,0.031475328,0.028592092,0.104036771,1.219008215,0.098870973,0.390077823,0.042167329,0.256247612,1.831575761,0.015257125,0.106439468,0.042647868,0.022945754,0.221768913,0.487987717,0.06331106,0.034718969,0.377463665,0.282917547,0.188011024,0.720208362,0.116771064,0,0.151730302,0.023306159,0.279433636,0.035079373,0.126021446,0.018140361,0.023906833,0.016578608,0.051057307,0.03375789,5.163635665,14.18011576,100,-2.625266415,0.273297156,3.054079361,-2.794087285,0.992580988
MAT1A-2181,1655.2,220,22,22.1,22.1,122.3,561,272.3,293,7.39,1,7535.921535,3,8594.65,0.381243572,2.622995047,4.983309384,0.001284153,0.063507184,1.27574726,0.006187281,0.014125679,0.012724785,0.55241911,3.938612835,24.59969461,0.1668231,12.64528436,0.12923245,0.820223302,28.27540638,0.015176349,0.122578205,0.104249845,0.04272726,0.018912066,0.087088896,1.246445232,0.110437126,0.370069438,0.030235957,0.246323821,1.355014499,0.025916535,0.110320384,0.029768993,0.007704916,0.240019799,0.452488688,0.080668133,0.046696459,0.384078375,0.311932346,0.20453049,0.835633134,0.142657682,0,0.156433138,0.044595118,0.293720727,0.045645789,0.110203643,0.021597112,0.021130148,0.025683052,0.046579718,0.044478377,5.538783744,14.52820233,100,-2.780723161,0.306308159,2.864557211,-2.869802791,0.990992298
MAT1A-2201,1657.2,222,22.2,22.3,22.3,123.5,567.1,276.7,297,7.4,1,7543.20608,1.66,8778,0.375517112,2.662994492,4.962041467,0.003099401,0.05567443,1.237464644,0.003558572,0.009757374,0.002755023,0.511401205,3.779432833,23.8381837,0.194573522,12.21210006,0.123746464,0.991119641,29.26557966,0.020662675,0.081732359,0.094589134,0.022499357,0.035470925,0.086783235,1.118309885,0.09745895,0.347247732,0.023532491,0.218335599,1.624775006,0.011938434,0.136947618,0.027320648,0.050164383,0.205249238,0.514730191,0.065202219,0.065202219,0.445969401,0.27974966,0.210300114,0.877245344,0.116055358,0.063250744,0.11180803,0.0639395,0.272288139,0.079092128,0.086209272,0.010331337,0.021925394,0.045802263,0.049360835,0.037078022,5.501781582,14.65121405,100,-2.580252564,0.329325598,3.909933281,-2.786441602,0.973679401
MAT1A-2221,1659.2,224,22.4,22.5,22.5,124.4,572.7,280.9,301.1,7.4,1,7765.735107,1.16,8834.7,0.403569812,2.477886035,5.082300474,0.002895284,0.056680757,1.161899841,0.001002214,0.010912994,0.003340713,0.547988223,3.978343274,22.92675376,0.201556327,12.4006138,0.148438996,0.734065914,29.12667091,0.021714632,0.149329853,0.091201454,0.021603275,0.026614344,0.072048035,1.167244981,0.098885093,0.388302161,0.031402698,0.205453825,2.838937564,0.01492185,0.125610794,0.056458043,0.022494131,0.240642664,0.521819308,0.06803918,0.096101166,0.488412182,0.330173762,0.196322544,0.798653025,0.147325425,0.0573489,0.163360846,0.026614344,0.271154506,0.046881333,0.11659087,0.015367278,0.013585565,0.019710204,0.032404912,0.039977194,5.657496782,14.01863227,100,-2.572257117,0.357757647,2.53541861,-2.942310186,0.971798185
MAT1A-2241,1661.2,226,22.6,22.7,22.7,126.1,582,284.2,304.9,7.39,1,7419.24712,2,8183.85,0.417951695,2.392620997,5.128692486,0.003335521,0.060873263,1.193044485,0.006790168,0.020370505,0.012984708,0.62004958,4.07207585,23.03832633,0.16856295,12.83365636,0.171064591,0.918578734,29.19045707,0.017749738,0.119244886,0.103162908,0.020251379,0.061945395,0.108404441,1.286677332,0.105902801,0.377271282,0.040979261,0.244565185,1.973079961,0.016081978,0.116981496,0.022276517,0.007624049,0.236107256,0.535589416,0.081243768,0.06266015,0.406457093,0.324260318,0.150694086,0.820419108,0.143427415,0.003812024,0.14497605,0.05253446,0.298290903,0.070879827,0.096849243,0.013342085,0.012865582,0.027875428,0.043004399,0.044195657,5.747222285,13.75092471,100,-2.533476331,0.385419894,3.368409804,-2.846159706,0.971065647
