filename,position_mm,Section_depth_cm,Strat_depth_cm,sample_surface,validity,kcps,MSE,TSN_SUM,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ac,Th,U,Cr_inc,Cr_coh,inc+coh,SUM,SUM,REE_SUM,SUM+RRE_SUM,LnK_Ti,LnCa_Ti,LnSr_Ti
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000117.spe,546,23.4,23.4,7.7,1,7812,1.83,4.170842621,0,0.012827091,0.771763297,0,0,0,1.113819053,2.997263554,23.68522319,0.354882846,10.3343595,0.316401573,0,28.68351291,0.243714726,0,0.141097999,0.350607149,0.049170515,0,0.032067727,0,0.05558406,1.38318796,0.192406362,0.339917907,0.344193604,0,0,0.303574483,0.3484693,0.213784847,0.538737814,0.630665298,0.166752181,0.459637421,0.104754575,0.130408757,0.100478878,0.814520267,0.312125877,0.331366513,0.074824696,0.042756969,0.049170515,6.460578074,17.51539251,23.97597058,100,92.65649051,4.45527621,97.11176672,-1.237774494,0.829377142,-2.011083267
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000118.spe,548,23.6,23.6,7.67,1,8337,1.6,4.168385165,0,0.025933093,0.774003072,0,0.037902212,0,0.853797203,3.259590257,24.46288575,0.349099324,9.621177362,0.279279459,0.263320633,29.03708432,0.149613996,0,0.285264019,0.436872868,0,0,0,0,0.059845598,1.498134812,0.10971693,0.490733907,0.253346366,0,0.309202258,0.357078737,0.045881625,0.301222845,0.628378783,0.510682439,0.223423567,0,0.339125057,0.241377247,0,0.530630972,0.031917652,0.2433721,0,0,0,7.2712402,16.71886533,23.99010553,100,93.6723254,3.453091025,97.12541643,-1.082365145,0.933190458,-1.859745768
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000119.spe,550,23.8,23.8,7.66,1,8396,1.36,4.668226872,0.019659884,0.035387791,0.880762803,0,0,0,0.762803499,3.275336676,26.54870736,0.143517153,9.623513221,0.648776172,0.290966283,31.04885481,0.108129362,0,0.104197385,0.092401455,0,0,0.053081687,0,0.139585176,1.309348275,0.129755234,0.253612504,0.167109014,0,0.117959304,0.249680527,0,0,0.754939546,0.326354075,0,0.29489826,0.141551165,0.161211049,0.045217733,0.375503785,0.102231397,0.173006979,0.029489826,0.133687211,0.03735378,6.405190209,15.0162194,21.42140961,100,94.63285167,2.624594515,97.25744618,-1.077788732,1.014771662,-1.994679884
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000120.spe,552,24,24,7.65,1,8102,1.72,4.681892964,0.043408161,0.041341105,0.957046591,0,0,0,0.876431436,3.222539171,27.19417917,0.268717185,9.411302658,0.338997065,0,30.23068337,0,0.031005829,0.124023316,0.093017487,0.020670553,0,0,0,0,1.382859978,0.15296209,0.498160321,0.18810203,0,0.669725908,0.328661788,0,0.136425648,0.79168217,0.295588904,0,0.355533507,0.076481045,0.190169085,0,0.413411055,0.03927405,0.177766753,0,0,0.090950432,6.492620613,14.86626152,21.35888214,100,94.56777874,2.804994006,97.37277275,-1.071741766,1.061091572,-1.917757575
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000121.spe,554,24.2,24.2,7.63,1,6714,1.48,4.372890889,0,0.041157556,0.869453376,0,0,0,1.180707395,3.066237942,25.80836013,0.285530547,10.05016077,0.614790997,0.012861736,30.25080386,0.020578778,0.025723473,0.131189711,0,0.118327974,0,0,0,0.110610932,1.311897106,0.105466238,0.326688103,0.257234727,0,0.254662379,0.308681672,0,0,0.591639871,0.447588424,0,0,0.128617363,0.221221865,0,0.411575563,0.030868167,0.079742765,0.012861736,0,0.05659164,6.330546624,16.53762058,22.8681672,100,94.94019293,2.219935691,97.16012862,-1.187137247,0.943109844,-2.036114369
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000122.spe,556,24.4,24.4,7.61,1,7727,1.47,4.374590322,0,0.026442202,0.870389141,0,0,0,0.80869067,3.325106871,26.17998325,0.233572782,10.28160945,0.308492354,0,29.87968798,0,0,0.035256269,0,0.147635626,0.015424618,0.094751223,0,0.013221101,1.441099996,0.202723547,0.337138072,0.130007492,0,0.361376757,0.158653211,0.037459786,0.308492354,0.387818959,0.222555198,0,0,0,0.198316513,0.116786391,0.535454586,0.171874311,0.068309021,0,0.125600458,0.116786391,7.152615574,15.70666784,22.85928342,100,95.33956194,2.20572033,97.54528227,-1.128854994,0.934638312,-1.964950101
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000123.spe,558,24.6,24.6,7.63,1,8583,1.52,4.607403355,0,0,1.070566351,0,0,0,0.688645269,3.253255234,26.4574346,0.182055646,10.32176357,0,0,30.6823129,0,0,0.108837614,0.108837614,0,0,0,0,0.150393794,1.369375074,0.108837614,0.203823169,0.178097914,0,0.087070091,0.144457197,0.271104603,0.447223651,0.658962283,0.209759766,0,0.455139114,0,0.259231409,0.065302569,0.463054577,0.120710809,0.089048957,0.063323703,0.067281434,0.009894329,5.616020897,16.08817826,21.70419915,100,95.34966557,3.183994934,98.53366051,-1.154598528,0.941282566,-2.019900148
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000124.spe,560,24.8,24.8,7.63,1,8651,1.52,4.356731583,0,0.034983383,1.022292189,0,0,0,0.713272307,3.150447982,25.83328475,0.209900297,10.03051328,0.26043185,0,30.58325073,0.042757468,0.042757468,0.126328883,0.033039862,0.101063106,0,0.040813947,0.112724234,0.052475074,1.284667561,0.07579733,0.28958467,0.200182691,0,0.64136202,0.223504946,0,0.062192681,0.433405244,0.324568052,0,0.28958467,0.058305638,0.126328883,0,0.326511574,0.027209298,0.180747478,0.036926904,0.034983383,0.040813947,7.430081822,15.5229044,22.95298622,100,95.47353896,2.052358463,97.52589742,-1.158087116,0.946031991,-2.055131798
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000125.spe,562,25,25,7.61,1,7964,1.55,4.138071683,0,0.029360569,0.901788898,0,0,0,0.683681815,3.219176646,24.42799321,0.174066229,9.959524359,0.545267705,0.505421219,30.06731959,0,0.023069018,0.209718348,0,0,0.018874651,0,0,0.033554936,1.367363631,0.081790156,0.289411321,0.285216954,0,0.499129669,0.356521192,0,0,0.578822641,0.402659229,0.058721138,0,0.079692972,0.222301449,0,0.444602898,0.083887339,0.153094394,0,0.04823522,0.083887339,7.562443638,16.60340163,24.16584527,100,94.89335822,2.380303253,97.27366147,-1.129403689,0.897200422,-1.985644787
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000126.spe,564,25.2,25.2,7.62,1,8767,1.48,4.281965062,0,0.011492051,0.890633978,0,0,0,0.599502011,3.108599885,25.78241716,0.377322352,10.26623252,0.291131967,0.350507566,29.19747175,0.281555258,0,0.045968205,0.145565984,0,0.068952308,0,0,0.07086765,1.2986018,0.130243248,0.266232523,0.210687608,0,0.097682436,0.245163762,0.068952308,0.30453936,0.812104961,0.260486497,0.057460257,0.097682436,0,0,0,0.624401456,0.241333078,0.252825129,0.019153419,0.024899445,0.145565984,6.332120283,17.02164336,23.35376365,100,94.42060908,2.964949243,97.38555832,-1.194687687,0.920832641,-2.067571966
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000127.spe,566,25.4,25.4,7.65,1,8946,1.32,4.50332184,0.01307214,0.039216419,0.769388784,0,0,0.014939588,0.808605203,3.254962744,26.44120338,0.214756578,9.307363349,0.451922538,0.586378831,30.09766756,0,0,0.203551887,0.173672711,0.048553661,0.011204691,0,0,0.106444565,1.402453827,0.123251601,0.270780033,0.194214645,0,0.51168089,0.177407608,0,0.184877402,0.842219276,0.192347196,0,0.253972997,0,0.390296738,0,0.386561841,0.052288558,0.181142505,0.059758352,0.018674485,0.009337243,6.679863303,15.52596687,22.20583017,100,94.14741638,2.66111412,96.8085305,-1.050625015,1.044117683,-1.892582409
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000128.spe,568,25.6,25.6,7.66,1,7586,1.86,3.96285663,0,0,0.692777904,0,0,0,0.925967851,2.786959475,25.09621915,0.126782884,9.293638216,0.28526149,0,29.90038488,0,0,0.201494227,0.224134028,0,0,0,0,0,1.360652026,0.201494227,0.271677609,0.278469549,0,0.212814127,0.269413629,0.045279602,0.079239303,0.455059995,0.436948155,0.187910346,0.038487661,0,0.382612633,0.00905592,0.672402083,0,0.181118406,0.024903781,0.074711343,0.049807562,7.94657007,17.28775187,25.23432194,100,95.11659497,2.757527734,97.87412271,-1.204378896,0.9933871,-1.921366087
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000129.spe,570,25.8,25.8,7.65,1,8490,1.74,4.494044954,0,0.013948391,0.822955066,0,0,0,0.818969812,3.028793464,27.07980472,0.221181628,9.530736276,0.229152137,0,29.81966723,0.063764073,0,0.147454419,0.143469164,0,0,0,0.101623991,0.049815682,1.382883332,0.113579755,0.418451729,0.179336455,0,0.384577065,0.338746637,0,0.171365946,0.669522766,0.346717147,0,0.298894092,0.075719837,0.255056292,0,0.52007572,0.097638737,0.265019428,0,0.045830427,0.113579755,6.894490386,15.35717844,22.25166883,100,94.66175152,3.038756601,97.70050812,-1.14635763,1.044266263,-1.930351283
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000130.spe,572,26,26,7.62,1,7876,1.52,4.418574353,0.025272735,0,0.884545723,0,0,0,0.907712396,2.954803926,26.63956868,0.069500021,9.251927046,0.347500105,0.419106188,30.78640327,0,0,0.080030327,0,0,0,0,0,0.176909145,1.229939767,0.056863654,0.261151594,0.267469778,0,0.227454614,0.189545512,0,0.174803083,0.722379007,0.398045575,0,0,0.054757592,0.256939472,0.231666737,0.482288025,0.195863696,0.052651531,0,0,0.023166674,6.303441304,16.32829283,22.63173413,100,94.98757424,2.75894023,97.74651447,-1.141399564,1.057565796,-2.017866661
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000131.spe,574,26.2,26.2,7.63,1,7545,1.39,4.28362629,0,0,0.863049441,0,0,0,0.934412703,2.785397293,27.06005664,0.301063759,9.143417854,0.283222943,0,29.88336567,0.024531121,0.140496421,0.223010192,0,0,0,0,0.098124484,0,1.387123392,0.120425503,0.19847907,0.149416828,0,0.425949466,0.292143351,0,0,0.559755581,0.341205593,0.044602038,0.338975491,0.383577529,0.200709172,0.053522446,0.140496421,0.013380611,0.111505096,0.028991325,0.064672956,0.060212752,7.586806717,15.75790014,23.34470685,100,95.03802324,2.47987333,97.51789657,-1.188643743,1.085024456,-1.88580216
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000132.spe,576,26.4,26.4,7.61,1,7580,1.9,4.480397894,0,0,0.925079448,0,0,0,0.777066736,2.90148448,28.05711549,0.204605807,9.174611467,0.378738409,0.393975012,29.58948239,0.045709808,0.045709808,0.065299726,0.204605807,0,0,0,0.013059945,0.01741326,1.332114405,0.21113578,0.152366027,0.265552218,0,0.757476819,0.178485917,0,0,0.63340734,0.208959122,0,0.274258848,0.161072657,0.163249314,0.102302904,0.217665752,0.01741326,0,0.089242959,0.093596274,0.028296548,7.365809064,14.95363719,22.31944626,100,94.78255191,1.956815115,96.73936703,-1.15121755,1.117802225,-1.929672588
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000133.spe,578,26.6,26.6,7.62,1,6817,2.72,4.142085251,0,0.036235385,0.802009856,0,0,0,0.835829549,2.990627114,26.55570587,0.125616002,7.713305633,0.596676007,0.398589236,28.74915451,0,0.106290463,0.14494154,0.188424002,0,0,0,0,0.036235385,1.181273553,0,0.282636003,0.207749541,0,1.756208329,0.347859697,0,0,0.806841241,0.14494154,0,1.149869553,0,0.248816311,0.159435694,0.132863079,0.04106677,0.038651077,0.019325539,0,0.060392308,10.00096628,14.14146294,24.14242922,100,92.76983283,3.070344961,95.84017779,-0.947463739,1.236297793,-1.876353703
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000134.spe,580,26.8,26.8,7.64,1,8398,1.54,4.263603283,0,0.019847965,0.722465911,0,0,0,0.672846,2.748943096,26.74314749,0.248099557,9.290832225,0.154814124,0.256038743,29.6508743,0.214358018,0.02778715,0.117102991,0.091300637,0.12305738,0,0,0,0.059543894,1.387372725,0.160768513,0.283825894,0.182601274,0,0.406883274,0.267947522,0,0.188555664,0.916975964,0.373141734,0.015878372,0.021832761,0.117102991,0.099239823,0,0.438640017,0.140920549,0.269932318,0,0.047635115,0.085346248,6.252108846,17.20223091,23.45433976,100,94.58150567,2.850167715,97.43167338,-1.217811623,1.05725014,-1.901616299
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000135.spe,582,27,27,7.69,1,8336,1.39,4.492079119,0,0,0.818888225,0,0,0,0.918509663,2.779438135,26.71249253,0.111576011,9.587567244,0.308826459,0.838812512,28.55748157,0.197250448,0,0.22713688,0.221159594,0.101613867,0.013947001,0,0,0.08168958,1.54014744,0.143454871,0.350667464,0.257023311,0,0.057780434,0.255030883,0.08168958,0.255030883,1.097828253,0.360629607,0.125523013,0.249053596,0,0.163379159,0,0.673440924,0.201235306,0.352659892,0,0.029886432,0.067742578,5.242080096,17.01932656,22.26140665,100,93.09224945,3.815501096,96.90775055,-1.238218383,1.024664161,-1.828589029
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000136.spe,584,27.2,27.2,7.69,1,8081,1.47,4.784831573,0,0.035408552,0.772739581,0,0.02082856,0.01041428,0.972693758,2.899335569,27.38330799,0.233279873,9.983128866,0,0.749828164,28.1310533,0.270771282,0,0.210368457,0.414488346,0,0.022911416,0.037491408,0,0.170794193,1.393430672,0.089562809,0.26660557,0.177042761,0,0,0.058319968,0.595696819,0.487388307,1.253879319,0.181208473,0.147882777,0.554039699,0,0.079148528,0.008331424,0.728999604,0.341588386,0.36033409,0,0.058319968,0,4.107392056,16.79198517,20.89937723,100,92.11638999,4.796817396,96.91320739,-1.236414958,1.009037076,-1.969127739
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000137.spe,586,27.4,27.4,7.67,1,7764,1.61,4.562284249,0,0.00864734,0.791231597,0,0,0,0.912294355,2.764986921,26.67055797,0.257258361,9.74771386,0.352379099,1.701364118,29.12207882,0,0,0.138357438,0.164299457,0.088635234,0,0,0,0.043236699,1.422487407,0.02594202,0.211859827,0.203212487,0,0,0.222669001,0.168623127,0.084311564,1.333852174,0.294009555,0.03026569,0,0,0.33076075,0,0.633417645,0.142681108,0.214021662,0,0,0,4.708476555,17.21036816,21.91884472,100,92.99133104,3.454612275,96.44594332,-1.259996877,1.006527478,-1.924625747
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000138.spe,588,27.6,27.6,7.65,1,8020,1.35,4.744440032,0,0.025111957,1.010756288,0,0,0,0.83078726,3.214330557,29.46678944,0.244841585,9.940149835,0,0.060687231,29.19474323,0,0.069057883,0.131837777,0.156949734,0,0.023019294,0.046038589,0,0.177876365,1.286987821,0.060687231,0.23437827,0.221822291,0,0,0.23437827,0.288787511,0.324362784,0.703134809,0.257397564,0,0,0.056501904,0.131837777,0,0.223914954,0.031389947,0.102540493,0.031389947,0.039760599,0.10044783,5.210731176,15.8665718,21.07730298,100,95.77909848,2.354246013,98.13334449,-1.128962983,1.086681753,-2.044277629
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000139.spe,590,27.8,27.8,7.63,1,8262,1.63,4.557422969,0,0,0.950624872,0,0,0,0.846138086,3.560745749,27.69924196,0.303216554,9.811514034,0.110633067,0.151608277,28.56177013,0.053267773,0,0.010243802,0.182339684,0.069657857,0.045072731,0,0.12497439,0.174144642,1.296865396,0.065560336,0.348289285,0.32780168,0,0.157754558,0.116779348,0.077852899,0.4097521,0.909649662,0.131120672,0,0.311411596,0,0.075804138,0,0.530628969,0.262241344,0.208973571,0.036877689,0.018438844,0.116779348,6.263060848,15.67916411,21.94222495,100,94.50932186,3.0342143,97.54353616,-1.013586595,1.037848449,-2.023606478
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000140.spe,592,28,28,7.61,1,7231,1.77,4.751981248,0,0,0.890235595,0,0,0,0.812721678,2.849223686,27.80870505,0.300660043,9.414417589,0.101002983,0.815070585,30.36901322,0,0,0.218448312,0,0.124492049,0.070467198,0,0.039931412,0.091607357,1.625443356,0.110398609,0.335893642,0.37817396,0,0.129189862,0.101002983,0.213750499,0.352335988,0.920771381,0,0,0,0,0.394616306,0,0.38522068,0,0.016442346,0.049327038,0.037582505,0,5.099476194,15.94437789,21.04385409,100,94.9334085,2.384140183,97.31754868,-1.195195734,1.083106803,-1.756461687
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000141.spe,594,28.2,28.2,7.55,1,8167,1.7,4.840898232,0,0.021713383,0.998815634,0,0,0,0.519147256,3.103039874,28.42874062,0.302013423,9.040663245,0.242795105,1.742992499,29.09198579,0.090801421,0.031583103,0.227003553,0.268456376,0,0,0.013817608,0,0.082905645,1.154757205,0.155941571,0.25069088,0.197394394,0,0.623766285,0.274378208,0,0.197394394,1.158705093,0.015791552,0.025661271,0.118436636,0.14015002,0.112514805,0.023687327,0.225029609,0.061192262,0.151993683,0.069088038,0.088827477,0.090801421,5.598105014,15.05921832,20.65732333,100,93.15041453,2.50493486,95.65534939,-1.069350304,1.145668088,-2.05784243
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000142.spe,596,28.4,28.4,7.58,1,6766,1.82,4.580733008,0,0.029725043,0.787713649,0,0,0,0.621748823,3.160762943,27.90686153,0.279910825,9.507059698,0.376517216,1.364874907,29.14292792,0.217983651,0,0.101560565,0.14614813,0,0.022293783,0.03220213,0,0.022293783,1.335149864,0.024770869,0.322021303,0.14614813,0,0.29229626,0.346792172,0,0.101560565,1.03789943,0.071835521,0,0.064404261,0,0,0,0.44587565,0.009908348,0.232846173,0,0,0.017339609,5.348030716,16.48253654,21.83056725,100,94.24077285,2.31112212,96.55189497,-1.101221213,1.076837943,-1.962991106
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000143.spe,598,28.6,28.6,7.59,1,8376,1.4,4.225153987,0.007880065,0.025610213,0.979098127,0,0,0,0.470833908,3.081105573,27.77920057,0.311262583,9.127085755,0.319142649,1.083508993,28.12789346,0.06501054,0.037430311,0.100470834,0,0,0,0,0,0.015760131,1.306120841,0.139871161,0.232461929,0.360512992,0,0.305352534,0.200941668,0.051220425,0.139871161,0.872717244,0.228521897,0.110320916,0.090620752,0,0.066980556,0,0.3132326,0.122141014,0.212761766,0,0.047280392,0,6.784736313,16.88304013,23.66777644,100,94.76172652,2.409329997,97.17105652,-1.085957964,1.11304111,-1.944184895
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000144.spe,600,28.8,28.8,7.65,1,8439,1.59,4.139958625,0,0,0.776460187,0,0,0,0.649612731,2.69262555,26.19399973,0.057657935,8.65829986,0.59772059,0.43243451,29.17107109,0.18258346,0,0.176817666,0.313274778,0.130691319,0.019219312,0,0,0.028828967,1.310757049,0.094174627,0.244085257,0.234475601,0,0.36516692,0.311352847,0,0,0.701504872,0.54775038,0.213334358,0,0,0.190271184,0.123003594,0.624627626,0.295977398,0.317118641,0.051892141,0.061501797,0.076877246,8.173973208,15.98085757,24.15483077,100,93.61342277,3.324940901,96.93836367,-1.168001624,1.107011984,-1.887913512
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000145.spe,602,29,29,7.7,1,8475,2,4.186710689,0,0,0.652576791,0,0,0,0.761011001,2.720712906,26.77536375,0.130121052,9.112416703,0.345017941,0.09069043,30.51535823,0,0,0.029572966,0.177437798,0.021686842,0,0.01774378,0,0.01774378,1.332755018,0.10843421,0.102519617,0.335160285,0,0.534284926,0.266156697,0,0,0.595402389,0.299672726,0,0.14392177,0,0.122234928,0,0.490911242,0.145893301,0.185323923,0.049288277,0.03548756,0,8.171996372,15.7131028,23.88509917,100,95.46153543,2.249516975,97.7110524,-1.208744013,1.077844245,-1.922389715
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000146.spe,604,29.2,29.2,7.69,1,8773,1.75,4.430887584,0,0.042938486,0.903575096,0,0,0,0.767292075,3.054233175,28.24232241,0.166153272,8.968542892,0.455521329,0,29.67609446,0.16241949,0.007467563,0.123214786,0.181088397,0,0,0,0.009334453,0.057873612,1.101465509,0.013068235,0.281900495,0.26883226,0,0.520862504,0.084010081,0,0,0.679548212,0.281900495,0,0.481657799,0.136283021,0.042938486,0,0.35097545,0.082143191,0.266965369,0,0.020535798,0,7.290208158,15.27863344,22.56884159,100,95.18902268,2.406422104,97.59544479,-1.077194666,1.147098427,-2.097081646
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000147.spe,606,29.4,29.4,7.68,1,7864,1.36,4.491666667,0,0,0.731573621,0,0,0,0.988783943,2.837746669,27.44349806,0.234019228,9.029768932,0.18974532,0.754764716,29.00362624,0,0.040057345,0.181312194,0.141254849,0.059031877,0.061140159,0.037949064,0,0.172879069,1.376707708,0.14336313,0.356299545,0.339433294,0,0,0.107522348,0.280401417,0.337325013,1.047815821,0,0.048490471,0.223477821,0,0.341541575,0.244560634,0.379490639,0.193961882,0.096980941,0.035840783,0.170770788,0.105414066,6.01281835,16.25063248,22.26345083,100,93.5634171,3.301568561,96.86498566,-1.157516467,1.111602497,-1.880831848
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000148.spe,608,29.6,29.6,7.65,1,7190,1.56,4.254182624,0,0.018952855,0.599384032,0,0,0,1.035299692,2.624970386,25.01539919,0.329305852,8.493248045,0.694148306,0.926320777,30.40748638,0,0,0.09002606,0.080549633,0,0,0,0.101871594,0.120824449,1.587301587,0.094764274,0.284292822,0.331674959,0,0.414593698,0.13503909,0,0,1.411987681,0,0,0.495143331,0,0.203743189,0,0.561478323,0.123193556,0.170575693,0.09002606,0.052120351,0,6.493721867,17.01255627,23.50627813,100,92.9400616,3.101160862,96.04122246,-1.174201886,1.080220103,-1.677236041
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000149.spe,610,29.8,29.8,7.61,1,7877,1.54,3.991798525,0.012452008,0.014527343,0.608073052,0,0,0,0.790702501,2.575490298,25.59925288,0.298848189,7.83646363,0.394313583,1.591781675,29.59012141,0,0.010376673,0.066410709,0,0,0,0,0,0.064335374,1.143509391,0.056034035,0.342430217,0.143198091,0,0.82183252,0.17432811,0,0.078862717,1.087475355,0.298848189,0.080938051,0.083013386,0,0.226211477,0.060184705,0.53128567,0.17432811,0.161876103,0,0.03113002,0,7.545916779,17.50544775,25.05136453,100,92.95631421,2.957351873,95.91366608,-1.112747742,1.183775502,-1.924685718
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000150.spe,612,30,30,7.58,1,7844,1.46,4.533763607,0,0,0.675661319,0,0,0,0.877509827,2.836502709,26.52289387,0.125358547,8.987570381,0.325082333,1.219589929,31.14416233,0.123233826,0,0.09348773,0.227345161,0.023371932,0,0,0,0.040369701,1.472431743,0.087113566,0.159354085,0.229469882,0,0.431318389,0.20609795,0,0.114734941,0.773398491,0.197599065,0.053118028,0,0.09348773,0.014873048,0.11261022,0.278338468,0.097737172,0.110485499,0.116859662,0.138106873,0.033995538,6.208435143,15.84829491,22.05673005,100,94.1782641,2.052480612,96.23074471,-1.153270701,1.082165726,-1.808927273
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000151.spe,614,30.2,30.2,7.58,1,7732,1.85,4.573775216,0.025203201,0.039905068,0.768697625,0,0,0,0.877911495,2.724045954,27.24045954,0.014701867,8.522882406,0.21212694,0,31.34858127,0.037804801,0.031504001,0.174322139,0.342343478,0.168021339,0,0,0,0.184823473,1.329468843,0.153319472,0.287736543,0.159620272,0,0.709890156,0.128116271,0,0.270934409,0.930418163,0.140717871,0,0.149118938,0.042005335,0.289836809,0.111314137,0.354945078,0.105013337,0.161720539,0.056707202,0,0.042005335,7.231218365,14.63255833,21.8637767,100,94.41959129,2.684140886,97.10373217,-1.140636336,1.161948757,-1.857975098
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000152.spe,616,30.4,30.4,7.58,1,8918,1.44,4.635478408,0,0.06575943,0.922458672,0,0,0,0.843912686,2.946387798,28.16878254,0.230158005,8.660151612,0.273997625,0.816512924,28.99625537,0.166225226,0.056626176,0.215544799,0.133345511,0,0.058452827,0,0.031053064,0.129692209,1.612932688,0.147958718,0.378116723,0.226504704,0,0.237464609,0.365330167,0,0.078545986,0.832952781,0.409169787,0.17535848,0,0.321490547,0.13151886,0.034706366,0.352543611,0.104119098,0.221024751,0,0.082199288,0,4.952050416,16.62069595,21.57274637,100,93.69988127,3.026760435,96.7266417,-1.078152285,1.179482133,-1.680678162
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000153.spe,618,30.6,30.6,7.53,1,8071,1.45,4.850328449,0,0,0.920948452,0,0.022919532,0,1.073050798,2.96912114,29.57661374,0.437554694,8.849022795,0.437554694,0,29.54952702,0,0,0.145851565,0,0.043755469,0.010417969,0,0,0.220860941,1.400175022,0.202108597,0.335458599,0.275034379,0,0.32504063,0.229195316,0.050006251,0.064591407,0.602158603,0.406300788,0.045839063,0,0,0.227111722,0,0.529232821,0.097928908,0.212526566,0.050006251,0.041671876,0.031253907,5.719464933,14.89769555,20.61716048,100,94.6389132,2.464891445,97.10380464,-1.092041038,1.206676939,-1.84370979
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000154.spe,620,30.8,30.8,7.5,1,7758,1.72,4.963624761,0,0.053569898,0.784263307,0,0,0,1.067112368,2.63135339,27.69563727,0.248564327,8.815462415,0.332133368,1.662809634,30.45555841,0.319276592,0.027856347,0.158566898,0.188566041,0.081426245,0,0,0,0.014999571,1.504242736,0.214279592,0.415702409,0.222850776,0,0.209994,0.214279592,0,0.038570327,0.837833205,0.366418102,0.212136796,0,0.072855061,0,0,0.469272307,0.237850347,0.299991429,0,0,0,4.971286535,15.17528071,20.14656724,100,92.83020485,2.749207166,95.57941202,-1.209008962,1.144767629,-1.768217666
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000155.spe,622,31,31,7.46,1,6306,1.81,4.660245184,0,0.028907582,0.615731506,0,0,0,1.592807793,2.757783367,25.9069754,0.158991704,9.233081837,0.06648744,0.300638858,31.87350042,0,0.020235308,0.158991704,0,0.072268956,0.101176539,0,0,0.283294308,1.864539069,0.040470615,0.526118001,0.367126297,0,0.222588385,0.11563033,0.161882462,0.289075825,0.991530078,0,0,0,0,0.286185066,0,0.422050704,0,0.04914289,0,0,0.034689099,5.128205128,16.32989333,21.45809846,100,94.76194606,2.315497355,97.07744341,-1.208365657,1.031719367,-1.599779012
Data/SSI/Potter Cove/L15-H2 XRF/XRF data/L000156.spe,624,31.2,31.2,7.41,1,4748,1.32,4.049079755,0,0,0.434070434,0,0,0,2.391482391,2.354627355,20.61425061,0.057330057,8.0999181,0.7002457,0,33.03030303,0,0.196560197,0.233415233,0,0,0,0,0.065520066,0,2.620802621,0.229320229,0.741195741,0.58968059,0,0.413595414,0.106470106,0,0,0.814905815,0.27027027,0,0,0,0.311220311,0.110565111,0.389025389,0.102375102,0.081900082,0,0.163800164,0.18018018,8.296478296,16.4004914,24.6969697,100,93.41523342,2.186732187,95.6019656,-1.235471471,0.934128664,-1.128373336
