Depth_cm,Age_BP_Sh13,Age_BP_Sh20_min,Age_BP_Sh20_max,Age_BP_Sh20_median,Age_BP_Sh20_mean,RABD620,R850_R900,LOESS_100_age,LOESS_100_R850_R900,Predicted,Residuals,age_plot,R850_R900_mean,R850_R900_sd,Depth_0.1cm,Age_BP_Sh20_min_0.1cm,Age_BP_Sh20_max_0.1cm,Age_BP_Sh20_median_0.1cm,Age_BP_Sh20_mean_0.1cm,R850_R900_0.1cm,Depth_0.1cm,Age_BP_Sh20_min_0.5cm,Age_BP_Sh20_max_0.5cm,Age_BP_Sh20_median_0.5cm,Age_BP_Sh20_mean_0.5cm,R850_R900_0.5cm,,depth,min,max,median,mean
106.0403,11809.4,11032.54,11540.48,11483.36,11438.1,0.997427746,1.0362,,,,,,,,,,,,,,,,,,,,,106.0403,11032.54,11540.48,11483.36,11438.1
106.0472,11809.9,11032.74,11540.5,11483.43,11438.3,0.996423471,1.0434,,,,,,,,,,,,,,,,,,,,,106.0472,11032.74,11540.5,11483.43,11438.3
106.054,11810.3,11032.94,11540.51,11483.64,11438.49,0.998866543,1.0465,,,,,,,,,,,,,,,,,,,,,106.054,11032.94,11540.51,11483.64,11438.49
106.0609,11810.8,11033.15,11540.52,11483.85,11438.68,0.994750873,1.043,,,,,,,,,,,,,,,,,,,,,106.0609,11033.15,11540.52,11483.85,11438.68
106.0677,11811.3,11033.32,11540.54,11484.06,11438.87,0.998945346,1.0367,,,,,,,,,,,,,,,,,,,,,106.0677,11033.32,11540.54,11484.06,11438.87
106.0746,11811.8,11033.43,11540.55,11484.27,11439.06,0.996582002,1.0256,,,,,,,,,,,,,,,,,,,,,106.0746,11033.43,11540.55,11484.27,11439.06
106.0815,11812.2,11033.55,11540.56,11484.48,11439.25,1.002976583,1.0208,,,,,,,,,,,,,,,,,,,,,106.0815,11033.55,11540.56,11484.48,11439.25
106.0883,11812.7,11033.73,11540.58,11484.69,11439.44,1.005170161,1.0145,,,,,,,,,,,,,,,,,,,,,106.0883,11033.73,11540.58,11484.69,11439.44
106.0952,11813.2,11033.9,11540.59,11484.9,11439.64,1.004071899,1.0155,,,,,,,,,,,,,,,,,,,,,106.0952,11033.9,11540.59,11484.9,11439.64
106.102,11813.6,11034.07,11540.6,11485.1,11439.82,1.002744129,1.0231,,,,,,,,,,,,,,,,,,,,,106.102,11034.07,11540.6,11485.1,11439.82
106.1089,11814.1,11034.25,11540.62,11485.29,11440.02,1.003587542,1.0288,,,,,,,,,,,,,,,,,,,,,106.1089,11034.25,11540.62,11485.29,11440.02
106.1158,11814.7,11034.42,11540.63,11485.41,11440.21,1.007314032,1.0299,,,,,,,,,,,,,,,,,,,,,106.1158,11034.42,11540.63,11485.41,11440.21
106.1226,11815.1,11034.59,11540.64,11485.58,11440.4,1.003346866,1.0291,,,,,,,,,,,,,,,,,,,,,106.1226,11034.59,11540.64,11485.58,11440.4
106.1295,11815.6,11034.78,11540.66,11485.79,11440.59,1.004826501,1.0273,,,,,,,,,,,,,,,,,,,,,106.1295,11034.78,11540.66,11485.79,11440.59
106.1363,11816.1,11034.98,11540.67,11486.01,11440.78,0.999951655,1.0341,,,,,,,,,,,,,,,,,,,,,106.1363,11034.98,11540.67,11486.01,11440.78
106.1432,11816.6,11035.18,11540.69,11486.22,11440.97,0.998607951,1.0376,,,,,,,,,,,,,,,,,,,,,106.1432,11035.18,11540.69,11486.22,11440.97
106.1501,11817.1,11035.38,11540.7,11486.44,11441.17,0.995321291,1.0441,,,,,,,,,,,,,,,,,,,,,106.1501,11035.38,11540.7,11486.44,11441.17
106.1569,11817.5,11035.57,11540.71,11486.66,11441.36,0.99742507,1.0444,,,,,,,,,,,,,,,,,,,,,106.1569,11035.57,11540.71,11486.66,11441.36
106.1638,11818,11035.79,11540.73,11486.87,11441.55,0.994907429,1.0397,,,,,,,,,,,,,,,,,,,,,106.1638,11035.79,11540.73,11486.87,11441.55
106.1706,11818.6,11036.06,11540.74,11487.09,11441.74,0.999720277,1.0353,,,,,,,,,,,,,,,,,,,,,106.1706,11036.06,11540.74,11487.09,11441.74
106.1775,11819,11036.33,11540.75,11487.29,11441.93,1.000823319,1.0303,,,,,,,,,,,,,,,,,,,,,106.1775,11036.33,11540.75,11487.29,11441.93
106.1844,11819.5,11036.59,11540.77,11487.49,11442.12,1.000975332,1.0256,,,,,,,,,,,,,,,,,,,,,106.1844,11036.59,11540.77,11487.49,11442.12
106.1912,11819.9,11036.86,11540.78,11487.68,11442.31,1.000086905,1.0253,,,,,,,,,,,,,,,,,,,,,106.1912,11036.86,11540.78,11487.68,11442.31
106.1981,11820.4,11037.13,11540.79,11487.9,11442.5,1.003324013,1.019,,,,,,,,,,,,,,,,,,,,,106.1981,11037.13,11540.79,11487.9,11442.5
106.2049,11820.9,11037.39,11540.81,11488.12,11442.69,1.002523007,1.016,,,,,,,,,,,,,,,,,,,,,106.2049,11037.39,11540.81,11488.12,11442.69
106.2118,11821.4,11037.66,11540.82,11488.31,11442.89,1.00388251,1.0127,,,,,,,,,,,,,,,,,,,,,106.2118,11037.66,11540.82,11488.31,11442.89
106.2187,11821.9,11037.92,11540.83,11488.47,11443.08,1.000247121,1.0121,,,,,,,,,,,,,,,,,,,,,106.2187,11037.92,11540.83,11488.47,11443.08
106.2255,11822.4,11038.19,11540.85,11488.64,11443.27,1.002996285,1.0205,,,,,,,,,,,,,,,,,,,,,106.2255,11038.19,11540.85,11488.64,11443.27
106.2324,11822.9,11038.46,11540.86,11488.81,11443.46,1.002564669,1.0267,,,,,,,,,,,,,,,,,,,,,106.2324,11038.46,11540.86,11488.81,11443.46
106.2392,11823.3,11038.72,11540.87,11488.97,11443.65,0.994516096,1.0346,,,,,,,,,,,,,,,,,,,,,106.2392,11038.72,11540.87,11488.97,11443.65
106.2461,11823.8,11038.99,11540.89,11489.2,11443.84,0.996106163,1.0392,,,,,,,,,,,,,,,,,,,,,106.2461,11038.99,11540.89,11489.2,11443.84
106.253,11824.3,11039.27,11540.92,11489.41,11444.04,0.995469793,1.0375,,,,,,,,,,,,,,,,,,,,,106.253,11039.27,11540.92,11489.41,11444.04
106.2598,11824.7,11039.54,11540.95,11489.63,11444.23,0.996575736,1.0334,,,,,,,,,,,,,,,,,,,,,106.2598,11039.54,11540.95,11489.63,11444.23
106.2667,11825.3,11039.82,11540.98,11489.87,11444.42,0.997478595,1.0283,,,,,,,,,,,,,,,,,,,,,106.2667,11039.82,11540.98,11489.87,11444.42
106.2735,11825.7,11040.09,11541,11490.09,11444.61,0.997958914,1.0248,,,,,,,,,,,,,,,,,,,,,106.2735,11040.09,11541,11490.09,11444.61
106.2804,11826.2,11040.37,11541.02,11490.31,11444.8,1.002400291,1.0283,,,,,,,,,,,,,,,,,,,,,106.2804,11040.37,11541.02,11490.31,11444.8
106.2873,11826.8,11040.65,11541.04,11490.5,11444.99,0.998087591,1.0312,,,,,,,,,,,,,,,,,,,,,106.2873,11040.65,11541.04,11490.5,11444.99
106.2941,11827.2,11040.93,11541.07,11490.67,11445.18,1.000796393,1.0317,,,,,,,,,,,,,,,,,,,,,106.2941,11040.93,11541.07,11490.67,11445.18
106.301,11827.7,11041.2,11541.09,11490.8,11445.37,0.999132604,1.0321,,,,,,,,,,,,,,,,,,,,,106.301,11041.2,11541.09,11490.8,11445.37
106.3078,11828.1,11041.48,11541.11,11490.95,11445.56,1.002260124,1.0267,,,,,,,,,,,,,,,,,,,,,106.3078,11041.48,11541.11,11490.95,11445.56
106.3147,11828.6,11041.76,11541.13,11491.15,11445.76,1.001891142,1.0205,,,,,,,,,,,,,,,,,,,,,106.3147,11041.76,11541.13,11491.15,11445.76
106.3216,11829.1,11042.04,11541.15,11491.32,11445.95,1.000921203,1.0195,,,,,,,,,,,,,,,,,,,,,106.3216,11042.04,11541.15,11491.32,11445.95
106.3284,11829.6,11042.31,11541.18,11491.51,11446.14,1.001689286,1.0232,,,,,,,,,,,,,,,,,,,,,106.3284,11042.31,11541.18,11491.51,11446.14
106.3353,11830.1,11042.59,11541.2,11491.72,11446.33,0.998083674,1.024,,,,,,,,,,,,,,,,,,,,,106.3353,11042.59,11541.2,11491.72,11446.33
106.3421,11830.6,11042.86,11541.22,11491.93,11446.52,1.002036423,1.0244,,,,,,,,,,,,,,,,,,,,,106.3421,11042.86,11541.22,11491.93,11446.52
106.349,11831.1,11043.14,11541.24,11492.11,11446.71,0.998669378,1.02,,,,,,,,,,,,,,,,,,,,,106.349,11043.14,11541.24,11492.11,11446.71
106.3559,11831.6,11043.42,11541.26,11492.31,11446.91,0.996168835,1.019,,,,,,,,,,,,,,,,,,,,,106.3559,11043.42,11541.26,11492.31,11446.91
106.3627,11832.1,11043.7,11541.29,11492.39,11447.1,0.997872303,1.023,,,,,,,,,,,,,,,,,,,,,106.3627,11043.7,11541.29,11492.39,11447.1
106.3696,11832.6,11043.92,11541.32,11492.49,11447.29,1.000156535,1.0288,,,,,,,,,,,,,,,,,,,,,106.3696,11043.92,11541.32,11492.49,11447.29
106.3764,11833,11044.13,11541.34,11492.73,11447.48,0.996250541,1.0325,,,,,,,,,,,,,,,,,,,,,106.3764,11044.13,11541.34,11492.73,11447.48
106.3833,11833.5,11044.34,11541.58,11492.87,11447.67,0.99685313,1.0322,,,,,,,,,,,,,,,,,,,,,106.3833,11044.34,11541.58,11492.87,11447.67
106.3902,11834,11044.56,11541.92,11493,11447.86,0.996827581,1.0294,,,,,,,,,,,,,,,,,,,,,106.3902,11044.56,11541.92,11493,11447.86
106.397,11834.5,11044.77,11541.94,11493.13,11448.05,0.995546043,1.027,,,,,,,,,,,,,,,,,,,,,106.397,11044.77,11541.94,11493.13,11448.05
106.4039,11835,11044.98,11541.97,11493.29,11448.24,0.995546552,1.0282,,,,,,,,,,,,,,,,,,,,,106.4039,11044.98,11541.97,11493.29,11448.24
106.4107,11835.4,11045.19,11542,11493.54,11448.43,0.996280026,1.0314,,,,,,,,,,,,,,,,,,,,,106.4107,11045.19,11542,11493.54,11448.43
106.4176,11835.9,11045.41,11542.02,11493.79,11448.63,0.998191293,1.0326,,,,,,,,,,,,,,,,,,,,,106.4176,11045.41,11542.02,11493.79,11448.63
106.4245,11836.3,11045.62,11542.05,11494.04,11448.82,0.995999284,1.0304,,,,,,,,,,,,,,,,,,,,,106.4245,11045.62,11542.05,11494.04,11448.82
106.4313,11836.8,11045.83,11542.07,11494.28,11449.01,0.995584261,1.0262,,,,,,,,,,,,,,,,,,,,,106.4313,11045.83,11542.07,11494.28,11449.01
106.4382,11837.3,11046.04,11542.1,11494.53,11449.2,0.997723814,1.025,,,,,,,,,,,,,,,,,,,,,106.4382,11046.04,11542.1,11494.53,11449.2
106.445,11837.8,11046.25,11542.13,11494.78,11449.39,0.994992912,1.0291,,,,,,,,,,,,,,,,,,,,,106.445,11046.25,11542.13,11494.78,11449.39
106.4519,11838.3,11046.47,11542.15,11494.98,11449.58,0.999486683,1.0288,,,,,,,,,,,,,,,,,,,,,106.4519,11046.47,11542.15,11494.98,11449.58
106.4588,11838.8,11046.68,11542.18,11495.15,11449.78,0.995996506,1.0322,,,,,,,,,,,,,,,,,,,,,106.4588,11046.68,11542.18,11495.15,11449.78
106.4656,11839.2,11046.89,11542.2,11495.31,11449.96,0.995723701,1.0354,,,,,,,,,,,,,,,,,,,,,106.4656,11046.89,11542.2,11495.31,11449.96
106.4725,11839.7,11047.11,11542.23,11495.51,11450.16,0.997266462,1.0381,,,,,,,,,,,,,,,,,,,,,106.4725,11047.11,11542.23,11495.51,11450.16
106.4793,11840.2,11047.32,11542.26,11495.76,11450.35,1.000008916,1.0397,,,,,,,,,,,,,,,,,,,,,106.4793,11047.32,11542.26,11495.76,11450.35
106.4862,11840.7,11047.54,11542.28,11495.97,11450.54,0.998737956,1.0401,,,,,,,,,,,,,,,,,,,,,106.4862,11047.54,11542.28,11495.97,11450.54
106.4931,11841.2,11047.77,11542.31,11496.1,11450.73,0.99900132,1.0439,,,,,,,,,,,,,,,,,,,,,106.4931,11047.77,11542.31,11496.1,11450.73
106.4999,11841.6,11047.99,11542.33,11496.28,11450.92,0.998855387,1.0466,,,,,,,,,,,,,,,,,,,,,106.4999,11047.99,11542.33,11496.28,11450.92
106.5068,11842.1,11048.18,11542.34,11496.51,11451.11,1.000399109,1.0475,,,,,,,,,,,,,,,,,,,,,106.5068,11048.18,11542.34,11496.51,11451.11
106.5136,11842.6,11048.36,11542.36,11496.73,11451.3,0.996729557,1.0464,,,,,,,,,,,,,,,,,,,,,106.5136,11048.36,11542.36,11496.73,11451.3
106.5205,11843.1,11048.55,11542.38,11496.93,11451.5,0.994848838,1.0388,,,,,,,,,,,,,,,,,,,,,106.5205,11048.55,11542.38,11496.93,11451.5
106.5274,11843.5,11048.73,11542.4,11497.13,11451.69,0.9988287,1.0357,,,,,,,,,,,,,,,,,,,,,106.5274,11048.73,11542.4,11497.13,11451.69
106.5342,11844.1,11048.88,11542.42,11497.32,11451.88,0.999549464,1.0313,,,,,,,,,,,,,,,,,,,,,106.5342,11048.88,11542.42,11497.32,11451.88
106.5411,11844.6,11049.02,11542.44,11497.51,11452.07,0.992662686,1.0341,,,,,,,,,,,,,,,,,,,,,106.5411,11049.02,11542.44,11497.51,11452.07
106.5479,11845.1,11049.17,11542.46,11497.7,11452.26,0.995568637,1.039,,,,,,,,,,,,,,,,,,,,,106.5479,11049.17,11542.46,11497.7,11452.26
106.5548,11845.5,11049.33,11542.48,11497.9,11452.45,0.997309833,1.0444,,,,,,,,,,,,,,,,,,,,,106.5548,11049.33,11542.48,11497.9,11452.45
106.5617,11846,11049.49,11542.5,11498.09,11452.64,0.996208491,1.0463,,,,,,,,,,,,,,,,,,,,,106.5617,11049.49,11542.5,11498.09,11452.64
106.5685,11846.5,11049.64,11542.52,11498.24,11452.83,0.995247641,1.0451,,,,,,,,,,,,,,,,,,,,,106.5685,11049.64,11542.52,11498.24,11452.83
106.5754,11847,11049.79,11542.53,11498.41,11453.03,0.996231102,1.0384,,,,,,,,,,,,,,,,,,,,,106.5754,11049.79,11542.53,11498.41,11453.03
106.5822,11847.5,11049.95,11542.55,11498.56,11453.22,0.998562484,1.0326,,,,,,,,,,,,,,,,,,,,,106.5822,11049.95,11542.55,11498.56,11453.22
106.5891,11847.9,11050.1,11542.57,11498.69,11453.41,0.998393516,1.0266,,,,,,,,,,,,,,,,,,,,,106.5891,11050.1,11542.57,11498.69,11453.41
106.596,11848.4,11050.25,11542.59,11498.9,11453.6,0.997342798,1.023,,,,,,,,,,,,,,,,,,,,,106.596,11050.25,11542.59,11498.9,11453.6
106.6028,11848.9,11050.39,11542.61,11499.04,11453.79,0.99709709,1.022,,,,,,,,,,,,,,,,,,,,,106.6028,11050.39,11542.61,11499.04,11453.79
106.6097,11849.3,11050.54,11542.63,11499.17,11453.98,0.996590134,1.0268,,,,,,,,,,,,,,,,,,,,,106.6097,11050.54,11542.63,11499.17,11453.98
106.6165,11849.8,11050.68,11542.65,11499.34,11454.17,0.996455564,1.0319,,,,,,,,,,,,,,,,,,,,,106.6165,11050.68,11542.65,11499.34,11454.17
106.6234,11850.2,11050.83,11542.67,11499.48,11454.37,0.998720613,1.0366,,,,,,,,,,,,,,,,,,,,,106.6234,11050.83,11542.67,11499.48,11454.37
106.6303,11850.8,11050.97,11542.69,11499.62,11454.56,0.998791668,1.0394,,,,,,,,,,,,,,,,,,,,,106.6303,11050.97,11542.69,11499.62,11454.56
106.6371,11851.3,11051.12,11542.71,11499.81,11454.75,0.997405914,1.039,,,,,,,,,,,,,,,,,,,,,106.6371,11051.12,11542.71,11499.81,11454.75
106.644,11851.8,11051.26,11542.72,11500.03,11454.94,0.998533455,1.0381,,,,,,,,,,,,,,,,,,,,,106.644,11051.26,11542.72,11500.03,11454.94
106.6508,11852.3,11051.41,11542.74,11500.2,11455.13,0.999324383,1.037,,,,,,,,,,,,,,,,,,,,,106.6508,11051.41,11542.74,11500.2,11455.13
106.6577,11852.7,11051.56,11542.76,11500.5,11455.32,0.996077628,1.0341,,,,,,,,,,,,,,,,,,,,,106.6577,11051.56,11542.76,11500.5,11455.32
106.6646,11853.1,11051.7,11542.78,11500.73,11455.51,0.994364529,1.0333,,,,,,,,,,,,,,,,,,,,,106.6646,11051.7,11542.78,11500.73,11455.51
106.6714,11853.6,11051.85,11542.8,11500.96,11455.7,0.993829714,1.0357,,,,,,,,,,,,,,,,,,,,,106.6714,11051.85,11542.8,11500.96,11455.7
106.6783,11854.1,11051.99,11542.82,11501.14,11455.9,0.998818444,1.0356,,,,,,,,,,,,,,,,,,,,,106.6783,11051.99,11542.82,11501.14,11455.9
106.6851,11854.6,11052.14,11542.84,11501.32,11456.09,0.996643859,1.0358,,,,,,,,,,,,,,,,,,,,,106.6851,11052.14,11542.84,11501.32,11456.09
106.692,11855,11052.28,11542.86,11501.5,11456.28,0.997917339,1.0322,,,,,,,,,,,,,,,,,,,,,106.692,11052.28,11542.86,11501.5,11456.28
106.6989,11855.5,11052.43,11542.88,11501.69,11456.47,0.997028443,1.026,,,,,,,,,,,,,,,,,,,,,106.6989,11052.43,11542.88,11501.69,11456.47
106.7057,11855.9,11052.61,11542.89,11501.9,11456.66,0.996667029,1.0195,,,,,,,,,,,,,,,,,,,,,106.7057,11052.61,11542.89,11501.9,11456.66
106.7126,11856.4,11052.8,11542.91,11502.05,11456.85,0.99672047,1.0132,,,,,,,,,,,,,,,,,,,,,106.7126,11052.8,11542.91,11502.05,11456.85
106.7194,11856.9,11052.99,11542.93,11502.25,11457.04,0.998390896,1.0156,,,,,,,,,,,,,,,,,,,,,106.7194,11052.99,11542.93,11502.25,11457.04
106.7263,11857.4,11053.18,11542.95,11502.47,11457.24,0.998582853,1.024,,,,,,,,,,,,,,,,,,,,,106.7263,11053.18,11542.95,11502.47,11457.24
106.7332,11857.9,11053.35,11542.97,11502.7,11457.43,0.996215545,1.0356,,,,,,,,,,,,,,,,,,,,,106.7332,11053.35,11542.97,11502.7,11457.43
106.74,11858.4,11053.45,11542.99,11502.92,11457.62,0.995307259,1.0367,,,,,,,,,,,,,,,,,,,,,106.74,11053.45,11542.99,11502.92,11457.62
106.7469,11858.8,11053.55,11543.01,11503.15,11457.81,0.993205555,1.0371,,,,,,,,,,,,,,,,,,,,,106.7469,11053.55,11543.01,11503.15,11457.81
106.7537,11859.3,11053.65,11543.03,11503.33,11458,0.996785037,1.0297,,,,,,,,,,,,,,,,,,,,,106.7537,11053.65,11543.03,11503.33,11458
106.7606,11859.7,11053.75,11543.05,11503.51,11458.19,0.993034995,1.0248,,,,,,,,,,,,,,,,,,,,,106.7606,11053.75,11543.05,11503.51,11458.19
106.7675,11860.2,11053.85,11543.07,11503.69,11458.38,0.989410785,1.0209,,,,,,,,,,,,,,,,,,,,,106.7675,11053.85,11543.07,11503.69,11458.38
106.7743,11860.7,11053.95,11543.08,11503.87,11458.57,0.98943136,1.0219,,,,,,,,,,,,,,,,,,,,,106.7743,11053.95,11543.08,11503.87,11458.57
106.7812,11861.2,11054.06,11543.1,11504.05,11458.77,0.990693973,1.0241,,,,,,,,,,,,,,,,,,,,,106.7812,11054.06,11543.1,11504.05,11458.77
106.788,11861.7,11054.16,11543.12,11504.19,11458.96,0.987670181,1.0264,,,,,,,,,,,,,,,,,,,,,106.788,11054.16,11543.12,11504.19,11458.96
106.7949,11862.2,11054.26,11543.14,11504.4,11459.15,0.984472532,1.0306,,,,,,,,,,,,,,,,,,,,,106.7949,11054.26,11543.14,11504.4,11459.15
106.8018,11862.7,11054.38,11543.16,11504.6,11459.34,0.987512498,1.0328,,,,,,,,,,,,,,,,,,,,,106.8018,11054.38,11543.16,11504.6,11459.34
106.8086,11863.2,11054.51,11543.18,11504.81,11459.53,0.988917135,1.0364,,,,,,,,,,,,,,,,,,,,,106.8086,11054.51,11543.18,11504.81,11459.53
106.8155,11863.6,11054.65,11543.2,11504.97,11459.72,0.990182702,1.034,,,,,,,,,,,,,,,,,,,,,106.8155,11054.65,11543.2,11504.97,11459.72
106.8223,11864.1,11054.78,11543.22,11505.19,11459.91,0.992766088,1.0354,,,,,,,,,,,,,,,,,,,,,106.8223,11054.78,11543.22,11505.19,11459.91
106.8292,11864.6,11054.92,11543.24,11505.44,11460.1,0.991240455,1.036,,,,,,,,,,,,,,,,,,,,,106.8292,11054.92,11543.24,11505.44,11460.1
106.8361,11865.1,11055.06,11543.25,11505.67,11460.3,0.99436451,1.0376,,,,,,,,,,,,,,,,,,,,,106.8361,11055.06,11543.25,11505.67,11460.3
106.8429,11865.6,11055.19,11543.25,11505.85,11460.49,0.996482595,1.0395,,,,,,,,,,,,,,,,,,,,,106.8429,11055.19,11543.25,11505.85,11460.49
106.8498,11866.1,11055.33,11543.25,11506.03,11460.68,0.993406684,1.0362,,,,,,,,,,,,,,,,,,,,,106.8498,11055.33,11543.25,11506.03,11460.68
106.8566,11866.6,11055.6,11543.28,11506.26,11460.87,0.997300758,1.0295,,,,,,,,,,,,,,,,,,,,,106.8566,11055.6,11543.28,11506.26,11460.87
106.8635,11867,11055.82,11543.32,11506.45,11461.06,0.999216068,1.0232,,,,,,,,,,,,,,,,,,,,,106.8635,11055.82,11543.32,11506.45,11461.06
106.8704,11867.5,11056.02,11543.36,11506.56,11461.25,0.997773472,1.0177,,,,,,,,,,,,,,,,,,,,,106.8704,11056.02,11543.36,11506.56,11461.25
106.8772,11868,11056.22,11543.39,11506.8,11461.44,1.002875941,1.0173,,,,,,,,,,,,,,,,,,,,,106.8772,11056.22,11543.39,11506.8,11461.44
106.8841,11868.4,11056.42,11543.43,11506.98,11461.64,0.99821631,1.0262,,,,,,,,,,,,,,,,,,,,,106.8841,11056.42,11543.43,11506.98,11461.64
106.8909,11868.9,11056.68,11543.47,11507.1,11461.83,0.995785009,1.038,,,,,,,,,,,,,,,,,,,,,106.8909,11056.68,11543.47,11507.1,11461.83
106.8978,11869.3,11056.94,11543.5,11507.26,11462.02,0.996834474,1.049,,,,,,,,,,,,,,,,,,,,,106.8978,11056.94,11543.5,11507.26,11462.02
106.9047,11869.8,11057.15,11543.54,11507.33,11462.21,0.997628564,1.0503,,,,,,,,,,,,,,,,,,,,,106.9047,11057.15,11543.54,11507.33,11462.21
106.9115,11870.3,11057.3,11543.57,11507.56,11462.4,0.996614856,1.0441,,,,,,,,,,,,,,,,,,,,,106.9115,11057.3,11543.57,11507.56,11462.4
106.9184,11870.8,11057.46,11543.61,11507.8,11462.59,0.998737118,1.038,,,,,,,,,,,,,,,,,,,,,106.9184,11057.46,11543.61,11507.8,11462.59
106.9252,11871.2,11057.61,11543.65,11508.03,11462.78,0.998103769,1.0343,,,,,,,,,,,,,,,,,,,,,106.9252,11057.61,11543.65,11508.03,11462.78
106.9321,11871.7,11057.76,11543.68,11508.21,11462.97,0.998595063,1.0331,,,,,,,,,,,,,,,,,,,,,106.9321,11057.76,11543.68,11508.21,11462.97
106.939,11872.3,11057.92,11544.09,11508.47,11463.17,0.996938129,1.0362,,,,,,,,,,,,,,,,,,,,,106.939,11057.92,11544.09,11508.47,11463.17
106.9458,11872.7,11058.07,11544.58,11508.65,11463.36,0.996773485,1.0421,,,,,,,,,,,,,,,,,,,,,106.9458,11058.07,11544.58,11508.65,11463.36
106.9527,11873.2,11058.22,11544.6,11508.87,11463.55,0.999188373,1.0461,,,,,,,,,,,,,,,,,,,,,106.9527,11058.22,11544.6,11508.87,11463.55
106.9595,11873.6,11058.37,11544.62,11509.07,11463.74,0.997145264,1.0491,,,,,,,,,,,,,,,,,,,,,106.9595,11058.37,11544.62,11509.07,11463.74
106.9664,11874.1,11058.52,11544.63,11509.25,11463.93,0.99683827,1.0437,,,,,,,,,,,,,,,,,,,,,106.9664,11058.52,11544.63,11509.25,11463.93
106.9733,11874.5,11058.68,11544.64,11509.44,11464.12,0.997626066,1.0386,,,,,,,,,,,,,,,,,,,,,106.9733,11058.68,11544.64,11509.44,11464.12
106.9801,11875.1,11058.83,11544.65,11509.62,11464.31,0.995414728,1.0354,,,,,,,,,,,,,,,,,,,,,106.9801,11058.83,11544.65,11509.62,11464.31
106.987,11875.5,11058.98,11544.67,11509.82,11464.51,1.000177641,1.0334,,,,,,,,,,,,,,,,,,,,,106.987,11058.98,11544.67,11509.82,11464.51
106.9938,11876,11059.13,11544.68,11510.06,11464.7,1.00257498,1.0369,,,,,,,,,,,,,,,,,,,,,106.9938,11059.13,11544.68,11510.06,11464.7
107.0007,11876.5,11059.21,11544.69,11510.29,11464.89,0.995684503,1.0379,,,,,,,,,,,,,,,,,,,,,107.0007,11059.21,11544.69,11510.29,11464.89
107.0076,11876.9,11059.27,11544.7,11510.52,11465.08,0.998459485,1.0423,,,,,,,,,,,,,,,,,,,,,107.0076,11059.27,11544.7,11510.52,11465.08
107.0144,11877.5,11059.34,11544.72,11510.72,11465.27,0.99583592,1.0451,,,,,,,,,,,,,,,,,,,,,107.0144,11059.34,11544.72,11510.72,11465.27
107.0213,11877.9,11059.4,11544.73,11510.93,11465.46,0.99895285,1.0486,,,,,,,,,,,,,,,,,,,,,107.0213,11059.4,11544.73,11510.93,11465.46
107.0281,11878.5,11059.46,11544.74,11511.18,11465.65,0.997098463,1.0468,,,,,,,,,,,,,,,,,,,,,107.0281,11059.46,11544.74,11511.18,11465.65
107.035,11878.9,11059.53,11544.75,11511.4,11465.84,0.995334789,1.0455,,,,,,,,,,,,,,,,,,,,,107.035,11059.53,11544.75,11511.4,11465.84
107.0419,11879.4,11059.59,11544.77,11511.6,11466.04,0.997231062,1.0405,,,,,,,,,,,,,,,,,,,,,107.0419,11059.59,11544.77,11511.6,11466.04
107.0487,11879.8,11059.65,11544.78,11511.8,11466.23,0.994801775,1.0371,,,,,,,,,,,,,,,,,,,,,107.0487,11059.65,11544.78,11511.8,11466.23
107.0556,11880.3,11059.72,11544.79,11511.98,11466.42,0.994648257,1.0341,,,,,,,,,,,,,,,,,,,,,107.0556,11059.72,11544.79,11511.98,11466.42
107.0624,11880.8,11059.78,11544.84,11512.17,11466.61,1.000628967,1.0255,,,,,,,,,,,,,,,,,,,,,107.0624,11059.78,11544.84,11512.17,11466.61
107.0693,11881.3,11059.84,11544.89,11512.25,11466.8,1.002484866,1.0188,,,,,,,,,,,,,,,,,,,,,107.0693,11059.84,11544.89,11512.25,11466.8
107.0762,11881.8,11059.96,11544.94,11512.49,11466.99,0.996854817,1.0154,,,,,,,,,,,,,,,,,,,,,107.0762,11059.96,11544.94,11512.49,11466.99
107.083,11882.3,11060.07,11544.99,11512.73,11467.18,1.001808307,1.0255,,,,,,,,,,,,,,,,,,,,,107.083,11060.07,11544.99,11512.73,11467.18
107.0899,11882.8,11060.18,11545.04,11512.94,11467.38,0.998453046,1.0338,,,,,,,,,,,,,,,,,,,,,107.0899,11060.18,11545.04,11512.94,11467.38
107.0967,11883.2,11060.29,11545.08,11513.08,11467.56,1.000563074,1.0407,,,,,,,,,,,,,,,,,,,,,107.0967,11060.29,11545.08,11513.08,11467.56
107.1036,11883.7,11060.41,11545.13,11513.15,11467.76,0.999058202,1.0388,,,,,,,,,,,,,,,,,,,,,107.1036,11060.41,11545.13,11513.15,11467.76
107.1105,11884.2,11060.52,11545.18,11513.39,11467.95,0.997049816,1.0363,,,,,,,,,,,,,,,,,,,,,107.1105,11060.52,11545.18,11513.39,11467.95
107.1173,11884.7,11060.64,11545.23,11513.57,11468.14,0.99708171,1.037,,,,,,,,,,,,,,,,,,,,,107.1173,11060.64,11545.23,11513.57,11468.14
107.1242,11885.2,11060.75,11545.28,11513.85,11468.33,1.000070714,1.0383,,,,,,,,,,,,,,,,,,,,,107.1242,11060.75,11545.28,11513.85,11468.33
